,s,p,o
83,https://data.rkd.nl/artists/341498,name,Hope  Thomas
84,https://data.rkd.nl/artists/28946,name,Francia  Domenico
85,https://data.rkd.nl/artists/129183,name,Andrea Mediolanensis
86,https://data.rkd.nl/artists/129183,name,Andrea Milanese
87,https://data.rkd.nl/artists/129183,name,Andrea a chavalo
88,https://data.rkd.nl/artists/129183,name,Andrea da Como
89,https://data.rkd.nl/artists/129183,name,Andrea da Milano
90,https://data.rkd.nl/artists/129183,name,Andrea de Brugnonibus
91,https://data.rkd.nl/artists/129183,name,Andrea de Monte Caballo
92,https://data.rkd.nl/artists/129183,name,Andrea lapicida
93,https://data.rkd.nl/artists/129183,name,Andrea marmorarius
94,https://data.rkd.nl/artists/129183,name,Andrea scarpellino
95,https://data.rkd.nl/artists/129183,name,Bregno  Andrea
96,https://data.rkd.nl/artists/24476,name,Breuck  Jacob de  I 
97,https://data.rkd.nl/artists/24476,name,Breuck  Jacques de  I 
98,https://data.rkd.nl/artists/24476,name,Breuque  Jaques de
99,https://data.rkd.nl/artists/24476,name,Broeucq  Jacques du
100,https://data.rkd.nl/artists/24476,name,Broeucque  Jacob de
101,https://data.rkd.nl/artists/24476,name,Du Broeucq  Jacques
102,https://data.rkd.nl/artists/24476,name,Du Brouec  Jacques
103,https://data.rkd.nl/artists/24476,name,Du Brouecq  Jacques
104,https://data.rkd.nl/artists/24476,name,Dubroeucq  Jacques  I 
105,https://data.rkd.nl/artists/29211,name,Franz  Piet
106,https://data.rkd.nl/artists/80065,name,Verbeij  Theo
107,https://data.rkd.nl/artists/80065,name,Verbeij  Theodorus Johannes
108,https://data.rkd.nl/artists/8977,name,Bleekrode  Meijer
109,https://data.rkd.nl/artists/50827,name,Loontjens  Huub
110,https://data.rkd.nl/artists/50827,name,Loontjens  T J H 
111,https://data.rkd.nl/artists/50827,name,Loontjens  Toussaint Joseph Hubert
112,https://data.rkd.nl/artists/50827,name,Loontjes  Toussaint Joseph Hubert
113,https://data.rkd.nl/artists/16418,name,Charlemont  Eduard
114,https://data.rkd.nl/artists/461223,name,Wachsman  Alois
115,https://data.rkd.nl/artists/50429,name,Livemont  Henri Antoine Théodore
116,https://data.rkd.nl/artists/50429,name,Livemont  Privat
117,https://data.rkd.nl/artists/50429,name,Privat Livemont  Henri
118,https://data.rkd.nl/artists/315886,name,Parisi  Ico
119,https://data.rkd.nl/artists/2812,name,Astley  John
120,https://data.rkd.nl/artists/311101,name,Roesner  Karl
121,https://data.rkd.nl/artists/311101,name,Rösner  Karl
122,https://data.rkd.nl/artists/46111,name,Koudriachov  Ivan Aleksandrovich
123,https://data.rkd.nl/artists/46111,name,Kudriaschov  Ivan Alekseevich
124,https://data.rkd.nl/artists/46111,name,Kudrjasev  Ivan Alekseevic
125,https://data.rkd.nl/artists/46111,name,Kudrjasov  Ivan Alekseevic
126,https://data.rkd.nl/artists/46111,name,Kudryashev  Ivan
127,https://data.rkd.nl/artists/46111,name,Kudryashov  Iwan
128,https://data.rkd.nl/artists/46111,name,Kuryashev  Ivan Alekseevich
129,https://data.rkd.nl/artists/4730,name,Bartezaghi  Luigi
130,https://data.rkd.nl/artists/4730,name,Bartezago  Luigi
131,https://data.rkd.nl/artists/4730,name,Bartezati  Luigi
132,https://data.rkd.nl/artists/4730,name,Bartezato  Luigi
133,https://data.rkd.nl/artists/4730,name,Bartezatti  Luigi
134,https://data.rkd.nl/artists/4730,name,Bartezzati  Luigi
135,https://data.rkd.nl/artists/319057,name,Stoeckli  Felix
136,https://data.rkd.nl/artists/246819,name,Bocaccio  Giuseppe
137,https://data.rkd.nl/artists/246819,name,Boccaccio  Giuseppe
138,https://data.rkd.nl/artists/203817,name,Artemoff  Georges
139,https://data.rkd.nl/artists/203817,name,Artemov  Georgi
140,https://data.rkd.nl/artists/203817,name,Artemov  Georgij Kalistratovic
141,https://data.rkd.nl/artists/257962,name,Palanti  Giuseppe
142,https://data.rkd.nl/artists/264838,name,Zollinger  Friedrich
143,https://data.rkd.nl/artists/440036,name,Chochol  Josef
144,https://data.rkd.nl/artists/69482,name,Fummacchini  Orazio
145,https://data.rkd.nl/artists/69482,name,Samacchini  Orazio
146,https://data.rkd.nl/artists/69482,name,Sammocchini  Orazio
147,https://data.rkd.nl/artists/69482,name,Sannacchini  Orazio
148,https://data.rkd.nl/artists/69482,name,Somacchini  Orazio
149,https://data.rkd.nl/artists/43833,name,Kelterborn  Ludwig Adam
150,https://data.rkd.nl/artists/244450,name,Coulon  Jean
151,https://data.rkd.nl/artists/42896,name,Jordens  Barend
152,https://data.rkd.nl/artists/4572,name,Barocci  Federico
153,https://data.rkd.nl/artists/4572,name,Baroccio  Federico
154,https://data.rkd.nl/artists/4572,name,Federico Fiori da Urbino
155,https://data.rkd.nl/artists/4572,name,Fiori da Urbino  Federico
156,https://data.rkd.nl/artists/4572,name,Fiori  Federico
157,https://data.rkd.nl/artists/362765,name,Illmer  Hans
158,https://data.rkd.nl/artists/95171,name,Oomen  Wim
159,https://data.rkd.nl/artists/353656,name,Mann  Gother Victor Fyers
160,https://data.rkd.nl/artists/122399,name,Brinkman  Michiel
161,https://data.rkd.nl/artists/91557,name,Marlier  Marcel
162,https://data.rkd.nl/artists/374310,name,Bachiene  Louise
163,https://data.rkd.nl/artists/102888,name,Stang  Rudolf
164,https://data.rkd.nl/artists/102888,name,Stang  Rudolf  professor 
165,https://data.rkd.nl/artists/18312,name,Cordel  Willem
166,https://data.rkd.nl/artists/59938,name,Norden  Hans van
167,https://data.rkd.nl/artists/1164,name,Alkan  Samuel  I 
168,https://data.rkd.nl/artists/1164,name,Alken  Samuel  I 
169,https://data.rkd.nl/artists/1164,name,Alkin  Samuel  I 
170,https://data.rkd.nl/artists/121343,name,Borst  Dini
171,https://data.rkd.nl/artists/12819,name,Broek  Willem Fredrik ten
172,https://data.rkd.nl/artists/12819,name,Broek  Wim ten
173,https://data.rkd.nl/artists/123146,name,Ris  Günter F 
174,https://data.rkd.nl/artists/123146,name,Ris  Günter Ferdinand
175,https://data.rkd.nl/artists/71481,name,Schwaiger  Hans
176,https://data.rkd.nl/artists/71481,name,Schwaiger  Hanus
177,https://data.rkd.nl/artists/268269,name,Limperg  Koen
178,https://data.rkd.nl/artists/6702,name,Beran  Gustav
179,https://data.rkd.nl/artists/6702,name,Beran  Gustav Josef
180,https://data.rkd.nl/artists/18314,name,Cordemeijer  André
181,https://data.rkd.nl/artists/18314,name,Cordemeyer  A R 
182,https://data.rkd.nl/artists/18314,name,Cordemeyer  André
183,https://data.rkd.nl/artists/243762,name,Poppel  Johann Gabriel Friedrich
184,https://data.rkd.nl/artists/307265,name,Luzzati  Emanuele
185,https://data.rkd.nl/artists/255832,name,Nieukerken  Johannes Jacobus van
186,https://data.rkd.nl/artists/130695,name,Pittoni  Antonio
187,https://data.rkd.nl/artists/77636,name,Dzhin Dzhikh Shvil  Aleksandr Grigorevich
188,https://data.rkd.nl/artists/77636,name,Dzhin Dzhikh Zvil  Aleksandr Grigorevich
189,https://data.rkd.nl/artists/77636,name,Dzin Dzich Svil  Aleksandr
190,https://data.rkd.nl/artists/77636,name,Tischler  Alexander
191,https://data.rkd.nl/artists/77636,name,Tyschler  Alexander
192,https://data.rkd.nl/artists/77636,name,Tyshler  Aleksandr Grigor yevich
193,https://data.rkd.nl/artists/77636,name,Tyshler  Aleksandr Grigorevich
194,https://data.rkd.nl/artists/77636,name,Tysjler  Alexander
195,https://data.rkd.nl/artists/77636,name,Tysler  Aleksandr Grigor evic
196,https://data.rkd.nl/artists/27265,name,Fal k  Robert Rafailovich
197,https://data.rkd.nl/artists/27265,name,Fal k  Roman Rafailivic
198,https://data.rkd.nl/artists/27265,name,Falk  Robert Rafailovich
199,https://data.rkd.nl/artists/27265,name,Falk  Robert Rafailovitch
200,https://data.rkd.nl/artists/27265,name,Falk  Robert Rafailowitsch
201,https://data.rkd.nl/artists/27265,name,Falk  Roman Robert Rafailovich
202,https://data.rkd.nl/artists/27265,name,Klaf Trebor
203,https://data.rkd.nl/artists/27265,name,Trebor  Klaf
204,https://data.rkd.nl/artists/34515,name,Guglielmi  Gregorio
205,https://data.rkd.nl/artists/313878,name,Telingater  Solomon Benedictovitsch
206,https://data.rkd.nl/artists/313878,name,Telingater  Solomon Benediktovich
207,https://data.rkd.nl/artists/313878,name,Telingator  Solomon Benediktovich
208,https://data.rkd.nl/artists/383497,name,Cole  Henry
209,https://data.rkd.nl/artists/383497,name,Cole  Henry  Sir 
210,https://data.rkd.nl/artists/383497,name,Cole  Henry Summerly Felix
211,https://data.rkd.nl/artists/383497,name,Cole  Sir Henry
212,https://data.rkd.nl/artists/486784,name,Diriksen  Rodrigo
213,https://data.rkd.nl/artists/486784,name,Dirksen  Rodrigo
214,https://data.rkd.nl/artists/486784,name,Holanda  Rodrigo de
215,https://data.rkd.nl/artists/486784,name,Rodrigo de Holanda
216,https://data.rkd.nl/artists/423327,name,Bruyn  Guillaume de
217,https://data.rkd.nl/artists/423327,name,Bruyn  Willem de
218,https://data.rkd.nl/artists/434487,name,Hannig  Julius Robert
219,https://data.rkd.nl/artists/434487,name,Hannig  Robert
220,https://data.rkd.nl/artists/306926,name,Lauterbach  Johann Balthasar
221,https://data.rkd.nl/artists/5707,name,Beeke  Anthon
222,https://data.rkd.nl/artists/5707,name,Beeke  Anthonie Johannes
223,https://data.rkd.nl/artists/352664,name,John  Erich
224,https://data.rkd.nl/artists/352664,name,John  Erich Wilhelm
225,https://data.rkd.nl/artists/4070,name,Balla  Giacomo
226,https://data.rkd.nl/artists/1921,name,Anink  Bob
227,https://data.rkd.nl/artists/1921,name,Anink  Johannes Henricus Josef Alphonsus Maria
228,https://data.rkd.nl/artists/349726,name,Ryndin  Vadim Fedorovic
229,https://data.rkd.nl/artists/349726,name,Ryndin  Vadim Fedorovich
230,https://data.rkd.nl/artists/124987,name,Ritter  Erasmus
231,https://data.rkd.nl/artists/30034,name,Galland  Louis Victor
232,https://data.rkd.nl/artists/30034,name,Galland  Pierre Victor
233,https://data.rkd.nl/artists/11199,name,Bassoli  karlo
234,https://data.rkd.nl/artists/11199,name,Bossoli  Carlo
235,https://data.rkd.nl/artists/516469,name,Gierdegom  Josephus Franciscus van
236,https://data.rkd.nl/artists/80613,name,Verschaffelt  Maximilian Joseph von
237,https://data.rkd.nl/artists/80613,name,Verschaffelt  Maximilian von
238,https://data.rkd.nl/artists/104530,name,Weij  Adriaan Frederik van der
239,https://data.rkd.nl/artists/104530,name,Wey  Adriaan Frederik van der
240,https://data.rkd.nl/artists/100493,name,André  Louis Jules
241,https://data.rkd.nl/artists/83158,name,Weber  Carel
242,https://data.rkd.nl/artists/83158,name,Weber  Carel Eugène Maria Hubert
243,https://data.rkd.nl/artists/83158,name,Weber  Carl  1820 1908 
244,https://data.rkd.nl/artists/83158,name,Weber  Charles  1820 1908 
245,https://data.rkd.nl/artists/83158,name,Weber  Karel Eugène Maria Hubert
246,https://data.rkd.nl/artists/83158,name,Weeber  Karl  1820 1908 
247,https://data.rkd.nl/artists/325855,name,Fuchs  Ruth
248,https://data.rkd.nl/artists/325855,name,Schaumann  Ruth
249,https://data.rkd.nl/artists/325855,name,Schaumann  Ruth Anne Marie
250,https://data.rkd.nl/artists/73032,name,Slegt  Jacob
251,https://data.rkd.nl/artists/73032,name,Slegt  Jakop
252,https://data.rkd.nl/artists/37897,name,Aguilar  Francisco de Herrera y
253,https://data.rkd.nl/artists/37897,name,De Herrera  Francisco
254,https://data.rkd.nl/artists/37897,name,Herrera y Aguilar  Francisco
255,https://data.rkd.nl/artists/37897,name,Herrera  Francisco  I 
256,https://data.rkd.nl/artists/37897,name,Herrera  Francisco  el Viejo 
257,https://data.rkd.nl/artists/37897,name,Herrera  Francisco de
258,https://data.rkd.nl/artists/21177,name,De Winter  Jan
259,https://data.rkd.nl/artists/21177,name,Duncan
260,https://data.rkd.nl/artists/21177,name,Winter  Jan de
261,https://data.rkd.nl/artists/65622,name,Rafaël
262,https://data.rkd.nl/artists/65622,name,Raffael
263,https://data.rkd.nl/artists/65622,name,Raffaello
264,https://data.rkd.nl/artists/65622,name,Raffaello Santi da Urbino
265,https://data.rkd.nl/artists/65622,name,Raffaello Sanzio
266,https://data.rkd.nl/artists/65622,name,Raphael
267,https://data.rkd.nl/artists/65622,name,Santi  Raffaello
268,https://data.rkd.nl/artists/65622,name,Santi  Raphael
269,https://data.rkd.nl/artists/65622,name,Sanzio  Raffaello
270,https://data.rkd.nl/artists/62744,name,Perrachon  André
271,https://data.rkd.nl/artists/62744,name,Perrachon  André Benoît
272,https://data.rkd.nl/artists/460995,name,Roth  F J R 
273,https://data.rkd.nl/artists/460995,name,Roth  Franz Joseph
274,https://data.rkd.nl/artists/460995,name,Rothe  Franz Joseph
275,https://data.rkd.nl/artists/257528,name,Savignac  Raymond
276,https://data.rkd.nl/artists/429724,name,Chute  John
277,https://data.rkd.nl/artists/31964,name,Carpi  Girolamo da
278,https://data.rkd.nl/artists/31964,name,Girolama da Ferrara
279,https://data.rkd.nl/artists/31964,name,Girolamo da Carpi
280,https://data.rkd.nl/artists/31964,name,Livizzani  Girolamo de 
281,https://data.rkd.nl/artists/31964,name,Sellari  Giralamo da
282,https://data.rkd.nl/artists/6170,name,Bell  John
283,https://data.rkd.nl/artists/72017,name,Serov  Valentin Aleksandrovich
284,https://data.rkd.nl/artists/72017,name,Serov  Valentin Alexandrovitch
285,https://data.rkd.nl/artists/72017,name,Serov  Valentin Alexandrovitsj
286,https://data.rkd.nl/artists/72017,name,Serow  Valentin Alexandrovich
287,https://data.rkd.nl/artists/72017,name,Sjerov  Valentin Aleksandrovic
288,https://data.rkd.nl/artists/72017,name,Ssjeroff  Valentin Alexandrowitsch
289,https://data.rkd.nl/artists/49417,name,Lentouloff  Aristarque
290,https://data.rkd.nl/artists/49417,name,Lentuloff  Aristarch
291,https://data.rkd.nl/artists/49417,name,Lentuloff  Aristarch Wassiljewitsch
292,https://data.rkd.nl/artists/49417,name,Lentulov  Aristarkh Vasilevich
293,https://data.rkd.nl/artists/425389,name,Toft  Albert
294,https://data.rkd.nl/artists/352900,name,Brouwer  Bert  1844 1891 
295,https://data.rkd.nl/artists/352900,name,Brouwer  Lambertus Augustus
296,https://data.rkd.nl/artists/74882,name,Antonio Falconeto
297,https://data.rkd.nl/artists/74882,name,Falconeto  Antonio
298,https://data.rkd.nl/artists/74882,name,Falconeto  Gian Maria
299,https://data.rkd.nl/artists/74882,name,Falconeto  Stefano
300,https://data.rkd.nl/artists/74882,name,Gian Maria Falconeto
301,https://data.rkd.nl/artists/74882,name,Master Stefano of France
302,https://data.rkd.nl/artists/74882,name,Stefano Falconeto
303,https://data.rkd.nl/artists/74882,name,Stefano da Francia
304,https://data.rkd.nl/artists/74882,name,Stefano da Gebeto
305,https://data.rkd.nl/artists/74882,name,Stefano da Verona
306,https://data.rkd.nl/artists/74882,name,Stefano da Zevio
307,https://data.rkd.nl/artists/74882,name,Stefano di Francia
308,https://data.rkd.nl/artists/74882,name,Stefano di Giovanni da Verona
309,https://data.rkd.nl/artists/74882,name,Stefano di Giovanni da Verona da Zevio
310,https://data.rkd.nl/artists/74882,name,Stefano di Giovanni da Zevio
311,https://data.rkd.nl/artists/316726,name,Fischer  József
312,https://data.rkd.nl/artists/289688,name,Alberti  Matteo
313,https://data.rkd.nl/artists/289688,name,Alberti  Matteo Giovanni
314,https://data.rkd.nl/artists/328856,name,Aublet  Félix
315,https://data.rkd.nl/artists/66236,name,Re Mi
316,https://data.rkd.nl/artists/66236,name,Re Mi  Nikolaj
317,https://data.rkd.nl/artists/66236,name,Remisoff  Nicolay
318,https://data.rkd.nl/artists/66236,name,Remizov  Nikolai Vladimirovich
319,https://data.rkd.nl/artists/66236,name,Remizov  Nikolaj Vladimirovic
320,https://data.rkd.nl/artists/66236,name,Vasil ev  Nikolaj Vladimirovic
321,https://data.rkd.nl/artists/64427,name,Post  Pieter
322,https://data.rkd.nl/artists/64427,name,Post  Pieter Jansz 
323,https://data.rkd.nl/artists/2617,name,Artaud  Francois
324,https://data.rkd.nl/artists/15034,name,Campi  Bernardino
325,https://data.rkd.nl/artists/12910,name,Bromberg  Paul
326,https://data.rkd.nl/artists/64165,name,Pomis  Giovanni Pietro Telesphoro de
327,https://data.rkd.nl/artists/64165,name,Pomis  Pietro de
328,https://data.rkd.nl/artists/18418,name,Cornell  Joseph
329,https://data.rkd.nl/artists/79497,name,Vasnecov  Apollinarij Michajlovic
330,https://data.rkd.nl/artists/79497,name,Vasnetsov  Apollinari Michailovich
331,https://data.rkd.nl/artists/79497,name,Vasnetsov  Apollinari Mikhailovich
332,https://data.rkd.nl/artists/79497,name,Vasnetzoff  Apollinarius Mikhailovitch
333,https://data.rkd.nl/artists/79497,name,Wassnetzoff  Apollinaire
334,https://data.rkd.nl/artists/79497,name,Wassnetzoff  Apollinarij
335,https://data.rkd.nl/artists/79497,name,Wassnezoff  Apollinarij Michajlowitsch
336,https://data.rkd.nl/artists/34550,name,Distel  Blaise
337,https://data.rkd.nl/artists/34550,name,Guiette  René
338,https://data.rkd.nl/artists/34550,name,Guiette  René Emile Etienne Albert Louis
339,https://data.rkd.nl/artists/94385,name,Salomonson  Hein
340,https://data.rkd.nl/artists/466251,name,Roberg  Emil
341,https://data.rkd.nl/artists/469486,name,Boitte  Louis François Philippe
342,https://data.rkd.nl/artists/64225,name,Carrucci  Jacopo
343,https://data.rkd.nl/artists/64225,name,Carucci  Jacopo
344,https://data.rkd.nl/artists/64225,name,Pontormo  Jacopo
345,https://data.rkd.nl/artists/64225,name,Pontormo  il
346,https://data.rkd.nl/artists/30972,name,Georgiadis  Nicholas
347,https://data.rkd.nl/artists/79864,name,Velsen  Gerrit van
348,https://data.rkd.nl/artists/46792,name,Kuiler  Kees
349,https://data.rkd.nl/artists/46792,name,Kuiler  Kornelis Jacobus
350,https://data.rkd.nl/artists/8054,name,Biard Pierre  le jeune
351,https://data.rkd.nl/artists/8054,name,Biard  Pierre  II 
352,https://data.rkd.nl/artists/8054,name,Biard  Pierre  der Jüngere 
353,https://data.rkd.nl/artists/3928,name,Bakst  Leon Nikolajewitsch
354,https://data.rkd.nl/artists/3928,name,Bakst  Lev Samoilovich
355,https://data.rkd.nl/artists/3928,name,Bakst  Lev Samojlovitsj
356,https://data.rkd.nl/artists/3928,name,Bakst  Léon Nicolaevitch
357,https://data.rkd.nl/artists/3928,name,Bakst  Léon Nikolaevich
358,https://data.rkd.nl/artists/3928,name,Bakst  Léon Nikolaievich
359,https://data.rkd.nl/artists/3928,name,Bakst  Léon Nikolaïevitch
360,https://data.rkd.nl/artists/3928,name,Rosenberg  Lev Samoïlevitch
361,https://data.rkd.nl/artists/3928,name,Rozenberg  Lev Samoilovich
362,https://data.rkd.nl/artists/3928,name,Rozenberg  Lev Schmule
363,https://data.rkd.nl/artists/16192,name,Cepasde
364,https://data.rkd.nl/artists/16192,name,Cepasde  Paolo
365,https://data.rkd.nl/artists/16192,name,Céspedes  Pablo de
366,https://data.rkd.nl/artists/16192,name,De Céspedes  Pablo
367,https://data.rkd.nl/artists/124025,name,Zollner  Jan
368,https://data.rkd.nl/artists/8063,name,Bibiena  Alessandro
369,https://data.rkd.nl/artists/8063,name,Bibiena  Alessandro Galli
370,https://data.rkd.nl/artists/8063,name,Bibiena  Alessandro Galli da
371,https://data.rkd.nl/artists/8063,name,Galli Bibiena  Alessandro
372,https://data.rkd.nl/artists/8063,name,Galli da Bibiena  Alessandro
373,https://data.rkd.nl/artists/8063,name,Galli  Alessandro
374,https://data.rkd.nl/artists/316040,name,Bullant  Jean
375,https://data.rkd.nl/artists/118559,name,Natale  Giovanni Battista
376,https://data.rkd.nl/artists/118559,name,Natali  Giovanni Battista  III 
377,https://data.rkd.nl/artists/118559,name,Piacentino  Giovanni Battista
378,https://data.rkd.nl/artists/36746,name,Heartfield  John
379,https://data.rkd.nl/artists/36746,name,Herzfeld  Helmut
380,https://data.rkd.nl/artists/325918,name,Kosak  Ceno
381,https://data.rkd.nl/artists/361872,name,Bernhardi  Jean Louis
382,https://data.rkd.nl/artists/352719,name,Vialov  Konstantin Aleksandrovich
383,https://data.rkd.nl/artists/352719,name,Vjalov  Konstantin Aleksandrovic
384,https://data.rkd.nl/artists/352719,name,Vyalov  Konstantin Aleksandrovich
385,https://data.rkd.nl/artists/352719,name,Wjaloff  Konstantin
386,https://data.rkd.nl/artists/427573,name,Stevin  Simon
387,https://data.rkd.nl/artists/427573,name,Stevinius Brugensis  Simon
388,https://data.rkd.nl/artists/55222,name,Mengelberg  Friedrich Wilhelm
389,https://data.rkd.nl/artists/514786,name,Haultoir  Jean Arnold
390,https://data.rkd.nl/artists/514786,name,Hautoir  Jean Arnold
391,https://data.rkd.nl/artists/514786,name,Honthoir  Jean Arnold de
392,https://data.rkd.nl/artists/514786,name,Honthoire  Arnold
393,https://data.rkd.nl/artists/514786,name,Hontoir  Arnold de
394,https://data.rkd.nl/artists/514786,name,Hontoire  Jean Arnold
395,https://data.rkd.nl/artists/15097,name,Canella  Giuseppe  1788 1847 
396,https://data.rkd.nl/artists/15097,name,Canella  Giuseppe il Vecchio
397,https://data.rkd.nl/artists/9313,name,Blond  Maurice
398,https://data.rkd.nl/artists/61863,name,Parkes  Georges Isham
399,https://data.rkd.nl/artists/61863,name,Parkes  J G 
400,https://data.rkd.nl/artists/61863,name,Parkyns  George Isham
401,https://data.rkd.nl/artists/439024,name,Schmidt  Michiel Mattyss
402,https://data.rkd.nl/artists/439024,name,Smids  Michiel Matthijsz 
403,https://data.rkd.nl/artists/439024,name,Smidts  Michael Matthias
404,https://data.rkd.nl/artists/345353,name,Dülfer  Martin
405,https://data.rkd.nl/artists/279595,name,Friedman  Yona
406,https://data.rkd.nl/artists/82166,name,Vries  Willem Hendrik de  1908 1969 
407,https://data.rkd.nl/artists/82166,name,Vries  Willem de  1908 1969 
408,https://data.rkd.nl/artists/109942,name,Sneijders de Vogel  Hermanna Wilhelmina
409,https://data.rkd.nl/artists/109942,name,Sneijders de Vogel  Hermian  1941 2012 
410,https://data.rkd.nl/artists/89778,name,Posthumus Meyjes  Christiaan Bernard  senior 
411,https://data.rkd.nl/artists/122377,name,Nagel  Hans
