,s,p,o
49,https://collectiedata.hetnieuweinstituut.nl/id/people/11159,name,"Buskens, Petrus Gerardus"
50,https://collectiedata.hetnieuweinstituut.nl/id/people/11190,name,"Copijn, Hendrik"
51,https://collectiedata.hetnieuweinstituut.nl/id/people/11190,name,"Copijn, Hendrik"
52,https://collectiedata.hetnieuweinstituut.nl/id/people/11214,name,"Kloot Meijburg, Hermanus van der"
53,https://collectiedata.hetnieuweinstituut.nl/id/people/11214,name,"Kloot Meijburg, Hermanus van der"
54,https://collectiedata.hetnieuweinstituut.nl/id/people/11219,name,"Knuttel, Daniel Elisa Cornelis (sr.)"
55,https://collectiedata.hetnieuweinstituut.nl/id/people/11219,name,"Knuttel, Daniël Elisa Cornelis (sr.)"
56,https://collectiedata.hetnieuweinstituut.nl/id/people/11221,name,"Knijtijzer, Herman"
57,https://collectiedata.hetnieuweinstituut.nl/id/people/11221,name,"Knijtijzer, Herman"
58,https://collectiedata.hetnieuweinstituut.nl/id/people/11222,name,"Koldewey, Bernardus Joannes"
59,https://collectiedata.hetnieuweinstituut.nl/id/people/11222,name,"Koldewey, Bernardus Joannes"
60,https://collectiedata.hetnieuweinstituut.nl/id/people/11224,name,"Komter, Auke"
61,https://collectiedata.hetnieuweinstituut.nl/id/people/11224,name,"Komter, Auke"
62,https://collectiedata.hetnieuweinstituut.nl/id/people/11236,name,"Kramer, Pieter Lodewijk"
63,https://collectiedata.hetnieuweinstituut.nl/id/people/11236,name,"Kramer, Pieter Lodewijk"
64,https://collectiedata.hetnieuweinstituut.nl/id/people/11260,name,"Buskens, Henricus Maria"
65,https://collectiedata.hetnieuweinstituut.nl/id/people/11260,name,"Buskens, Henricus Maria"
66,https://collectiedata.hetnieuweinstituut.nl/id/people/11293,name,"Forest, Alexander"
67,https://collectiedata.hetnieuweinstituut.nl/id/people/11293,name,"Bos, Alexander"
68,https://collectiedata.hetnieuweinstituut.nl/id/people/11313,name,"Overeijnder, Adriaan (WFzn.)"
69,https://collectiedata.hetnieuweinstituut.nl/id/people/11313,name,"Overeijnder, Adriaan (WFzn.)"
70,https://collectiedata.hetnieuweinstituut.nl/id/people/113254,name,"Ivens, Kees"
71,https://collectiedata.hetnieuweinstituut.nl/id/people/113254,name,"Ivens, Kees"
72,https://collectiedata.hetnieuweinstituut.nl/id/people/11344,name,"Giedion, Sigfried"
73,https://collectiedata.hetnieuweinstituut.nl/id/people/11344,name,"Giedion, Sigfried"
74,https://collectiedata.hetnieuweinstituut.nl/id/people/11397,name,Le Corbusier
75,https://collectiedata.hetnieuweinstituut.nl/id/people/11397,name,Le Corbusier
76,https://collectiedata.hetnieuweinstituut.nl/id/people/11427,name,"Schaap, Willem Frederik Carel"
77,https://collectiedata.hetnieuweinstituut.nl/id/people/11427,name,"Schaap, Willem Frederik Carel"
78,https://collectiedata.hetnieuweinstituut.nl/id/people/11430,name,"Meintema, Doeke"
79,https://collectiedata.hetnieuweinstituut.nl/id/people/11430,name,"Meintema, Doeke"
80,https://collectiedata.hetnieuweinstituut.nl/id/people/11435,name,"Elmpt, Antonius Theodorus van"
81,https://collectiedata.hetnieuweinstituut.nl/id/people/11435,name,"Elmpt, Antonius Theodorus van"
82,https://collectiedata.hetnieuweinstituut.nl/id/people/11437,name,"Kropholler, Alexander Jacobus"
83,https://collectiedata.hetnieuweinstituut.nl/id/people/11437,name,"Kropholler, Alexander Jacobus"
84,https://collectiedata.hetnieuweinstituut.nl/id/people/11438,name,"Linde, Cornelis van de"
85,https://collectiedata.hetnieuweinstituut.nl/id/people/11438,name,"Linde, Cornelis van de"
86,https://collectiedata.hetnieuweinstituut.nl/id/people/11463,name,"Gool, Frans Jan van"
87,https://collectiedata.hetnieuweinstituut.nl/id/people/11463,name,"Gool, Frans Jan van"
88,https://collectiedata.hetnieuweinstituut.nl/id/people/11467,name,"Gouwetor, Frits Johan"
89,https://collectiedata.hetnieuweinstituut.nl/id/people/11467,name,"Gouwetor, Frits Johan"
90,https://collectiedata.hetnieuweinstituut.nl/id/people/11482,name,"Gulden, Zeeger Daniël Johan Wilhelm"
91,https://collectiedata.hetnieuweinstituut.nl/id/people/11482,name,"Gulden, Zeeger Daniël Johan Wilhelm"
92,https://collectiedata.hetnieuweinstituut.nl/id/people/11485,name,"Noort, Anton Helmich op ten"
93,https://collectiedata.hetnieuweinstituut.nl/id/people/11485,name,"Noort, Anton Helmich op ten"
94,https://collectiedata.hetnieuweinstituut.nl/id/people/11486,name,"Moojen, Pieter Adriaan Jacobus"
95,https://collectiedata.hetnieuweinstituut.nl/id/people/11486,name,"Moojen, Pieter Adriaan Jacobus"
96,https://collectiedata.hetnieuweinstituut.nl/id/people/11490,name,"Haak, Alex Johan Henri M."
97,https://collectiedata.hetnieuweinstituut.nl/id/people/11490,name,"Hook, Alex Johan Henri M."
98,https://collectiedata.hetnieuweinstituut.nl/id/people/11540,name,"Johnson, Philip Cortelyou"
99,https://collectiedata.hetnieuweinstituut.nl/id/people/11540,name,"Johnson, Philip Cortelyou"
100,https://collectiedata.hetnieuweinstituut.nl/id/people/11592,name,"Klerk, Michel de"
101,https://collectiedata.hetnieuweinstituut.nl/id/people/11592,name,"Clerk, Michel de"
102,https://collectiedata.hetnieuweinstituut.nl/id/people/11701,name,"Mendini, Alessandro"
103,https://collectiedata.hetnieuweinstituut.nl/id/people/11701,name,"Mendini, Alessandro"
104,https://collectiedata.hetnieuweinstituut.nl/id/people/11702,name,"Mendelsohn, Erich"
105,https://collectiedata.hetnieuweinstituut.nl/id/people/11702,name,"Mendelsohn, Erich"
106,https://collectiedata.hetnieuweinstituut.nl/id/people/11751,name,"Mieras, Hans (1888-1956)"
107,https://collectiedata.hetnieuweinstituut.nl/id/people/11751,name,"Mieras, Hans (1888-1956)"
108,https://collectiedata.hetnieuweinstituut.nl/id/people/11877,name,"Pei, Ieoh Ming"
109,https://collectiedata.hetnieuweinstituut.nl/id/people/11877,name,"Pei, Ieoh Ming"
110,https://collectiedata.hetnieuweinstituut.nl/id/people/12036,name,"Rossi, Aldo"
111,https://collectiedata.hetnieuweinstituut.nl/id/people/12036,name,"Rossi, Aldo"
112,https://collectiedata.hetnieuweinstituut.nl/id/people/12050,name,"Rueter, Georg"
113,https://collectiedata.hetnieuweinstituut.nl/id/people/12050,name,"Rueter, Georg"
114,https://collectiedata.hetnieuweinstituut.nl/id/people/12081,name,"Schuitema, Paul"
115,https://collectiedata.hetnieuweinstituut.nl/id/people/12081,name,"Schuitema, Paul"
116,https://collectiedata.hetnieuweinstituut.nl/id/people/12090,name,"Schwitters, Kurt Herman Edward Karl Julius"
117,https://collectiedata.hetnieuweinstituut.nl/id/people/12090,name,"Schwitters, Kurt Herman Edward Karl Julius"
118,https://collectiedata.hetnieuweinstituut.nl/id/people/12131,name,"Snozzi, Luigi"
119,https://collectiedata.hetnieuweinstituut.nl/id/people/12131,name,"Snozzi, Luigi"
120,https://collectiedata.hetnieuweinstituut.nl/id/people/12176,name,"Stirling, James Frazer"
121,https://collectiedata.hetnieuweinstituut.nl/id/people/12176,name,"Stirling, James Frazer"
122,https://collectiedata.hetnieuweinstituut.nl/id/people/121990,name,"Brusse, Willem Lucas"
123,https://collectiedata.hetnieuweinstituut.nl/id/people/121990,name,"Brusse, Willem Lucas"
124,https://collectiedata.hetnieuweinstituut.nl/id/people/121991,name,"Brusse, Johan Christiaan"
125,https://collectiedata.hetnieuweinstituut.nl/id/people/121991,name,"Brusse, Johan Christiaan"
126,https://collectiedata.hetnieuweinstituut.nl/id/people/12263,name,"Versteeg, Gerrit (sr.)"
127,https://collectiedata.hetnieuweinstituut.nl/id/people/12263,name,"Versteeg, Gerrit (sr.)"
128,https://collectiedata.hetnieuweinstituut.nl/id/people/12282,name,"Visser, Carel Nicolaas"
129,https://collectiedata.hetnieuweinstituut.nl/id/people/12282,name,"Visser, Carel Nicolaas"
130,https://collectiedata.hetnieuweinstituut.nl/id/people/12350,name,"Wright, Frank Lloyd"
131,https://collectiedata.hetnieuweinstituut.nl/id/people/12350,name,"Wright, Frank Lloyd"
132,https://collectiedata.hetnieuweinstituut.nl/id/people/12384,name,"Broekhuizen, Hendrik Barend van"
133,https://collectiedata.hetnieuweinstituut.nl/id/people/12384,name,"Broekhuizen, Hendrik Barend van"
134,https://collectiedata.hetnieuweinstituut.nl/id/people/12387,name,"Broese van Groenou, Adolf"
135,https://collectiedata.hetnieuweinstituut.nl/id/people/12387,name,"Broese van Groenou, Adolf"
136,https://collectiedata.hetnieuweinstituut.nl/id/people/12388,name,"Bromberg, Paul"
137,https://collectiedata.hetnieuweinstituut.nl/id/people/12388,name,"Bromberg, Paul"
138,https://collectiedata.hetnieuweinstituut.nl/id/people/12400,name,"Buijs, Jan Willem Eduard"
139,https://collectiedata.hetnieuweinstituut.nl/id/people/12400,name,"Buijs, Jan Willem Eduard"
140,https://collectiedata.hetnieuweinstituut.nl/id/people/12407,name,"Bijhouwer, Jan Tijs Pieter"
141,https://collectiedata.hetnieuweinstituut.nl/id/people/12407,name,"Bijhouwer, Jan Tijs Pieter"
142,https://collectiedata.hetnieuweinstituut.nl/id/people/12414,name,"Citroen, Cosman"
143,https://collectiedata.hetnieuweinstituut.nl/id/people/12414,name,"Lemon, Cosman"
144,https://collectiedata.hetnieuweinstituut.nl/id/people/12427,name,"Cuypers, Eduard Gerardus Henricus Hubertus"
145,https://collectiedata.hetnieuweinstituut.nl/id/people/12427,name,"Cuypers, Eduard Gerardus Henricus Hubertus"
146,https://collectiedata.hetnieuweinstituut.nl/id/people/12428,name,"Cuypers, Josephus Theodorus Joannes"
147,https://collectiedata.hetnieuweinstituut.nl/id/people/12428,name,"Cuypers, Josephus Theodorus Joannes"
148,https://collectiedata.hetnieuweinstituut.nl/id/people/12429,name,"Cuypers, Pierre Jean Joseph Michel"
149,https://collectiedata.hetnieuweinstituut.nl/id/people/12429,name,"Cuypers, Pierre Jean Joseph Michel"
150,https://collectiedata.hetnieuweinstituut.nl/id/people/12430,name,"Cuypers, Petrus Josephus Hubertus"
151,https://collectiedata.hetnieuweinstituut.nl/id/people/12430,name,"Cuypers, Petrus Josephus Hubertus"
152,https://collectiedata.hetnieuweinstituut.nl/id/people/12447,name,"Dillen, Joannes Henricus Franciscus van"
153,https://collectiedata.hetnieuweinstituut.nl/id/people/12447,name,"Dillen, Joannes Henricus Franciscus van"
154,https://collectiedata.hetnieuweinstituut.nl/id/people/12462,name,"Drewes, Lucas"
155,https://collectiedata.hetnieuweinstituut.nl/id/people/12462,name,"Drewes, Lucas"
156,https://collectiedata.hetnieuweinstituut.nl/id/people/12463,name,"Dudok, Willem Marinus"
157,https://collectiedata.hetnieuweinstituut.nl/id/people/12463,name,"Dudok, Willem Marinus"
158,https://collectiedata.hetnieuweinstituut.nl/id/people/12466,name,"Duintjer, Marius Frans"
159,https://collectiedata.hetnieuweinstituut.nl/id/people/12466,name,"Duintjer, Marius Frans"
160,https://collectiedata.hetnieuweinstituut.nl/id/people/12470,name,"Eberson, Lucas Hermanus"
161,https://collectiedata.hetnieuweinstituut.nl/id/people/12470,name,"Eberson, Lucas Hermanus"
162,https://collectiedata.hetnieuweinstituut.nl/id/people/12473,name,"Eesteren, Cornelis van"
163,https://collectiedata.hetnieuweinstituut.nl/id/people/12473,name,"Eesteren, Cornelis van"
164,https://collectiedata.hetnieuweinstituut.nl/id/people/12474,name,"Eibink, Adolph"
165,https://collectiedata.hetnieuweinstituut.nl/id/people/12474,name,"Eibink, Adolph"
166,https://collectiedata.hetnieuweinstituut.nl/id/people/12478,name,"Elffers, Cornelis"
167,https://collectiedata.hetnieuweinstituut.nl/id/people/12478,name,"Elffers, Cornelis"
168,https://collectiedata.hetnieuweinstituut.nl/id/people/12481,name,"Elling, Petrus Johannes"
169,https://collectiedata.hetnieuweinstituut.nl/id/people/12481,name,"Elling, Petrus Johannes"
170,https://collectiedata.hetnieuweinstituut.nl/id/people/12486,name,"Elzas, Abraham"
171,https://collectiedata.hetnieuweinstituut.nl/id/people/12486,name,"Alsace, Abraham"
172,https://collectiedata.hetnieuweinstituut.nl/id/people/12489,name,"Endt, Pieter Hendrik"
173,https://collectiedata.hetnieuweinstituut.nl/id/people/12489,name,"Endt, Pieter Hendrik"
174,https://collectiedata.hetnieuweinstituut.nl/id/people/12492,name,"Epen, Johannes Christiaan van"
175,https://collectiedata.hetnieuweinstituut.nl/id/people/12492,name,"Epen, Johannes Christiaan van"
176,https://collectiedata.hetnieuweinstituut.nl/id/people/12494,name,"Erve, Wouter Sybrand van de"
177,https://collectiedata.hetnieuweinstituut.nl/id/people/12494,name,"Erve, Wouter Sybrand van de"
178,https://collectiedata.hetnieuweinstituut.nl/id/people/12496,name,"Eschauzier, Frits (jr)"
179,https://collectiedata.hetnieuweinstituut.nl/id/people/12496,name,"Eschauzier, Frits (jr)"
180,https://collectiedata.hetnieuweinstituut.nl/id/people/12497,name,"Eschauzier, Frits Adolf (Sr.)"
181,https://collectiedata.hetnieuweinstituut.nl/id/people/12497,name,"Eschauzier, Frits Adolf (sr.)"
182,https://collectiedata.hetnieuweinstituut.nl/id/people/12501,name,"Evers, Hendrik Jorden"
183,https://collectiedata.hetnieuweinstituut.nl/id/people/12501,name,"Evers, Hendrik Jorden"
184,https://collectiedata.hetnieuweinstituut.nl/id/people/12502,name,"Evers, Adriaan"
185,https://collectiedata.hetnieuweinstituut.nl/id/people/12502,name,"Evers, Adriaan"
186,https://collectiedata.hetnieuweinstituut.nl/id/people/12504,name,"Eyck, Aldo Ernest van"
187,https://collectiedata.hetnieuweinstituut.nl/id/people/12504,name,"Eyck, Aldo Ernest van"
188,https://collectiedata.hetnieuweinstituut.nl/id/people/12511,name,"Fokker, Johan Pieter"
189,https://collectiedata.hetnieuweinstituut.nl/id/people/12511,name,"Fokker, Johan Pieter"
190,https://collectiedata.hetnieuweinstituut.nl/id/people/12519,name,"Posthumus Meyjes, Christiaan Bernard (sr.)"
191,https://collectiedata.hetnieuweinstituut.nl/id/people/12519,name,"Posthumus Meyjes, Christiaan Bernard (sr.)"
192,https://collectiedata.hetnieuweinstituut.nl/id/people/12520,name,"Posthumus Meyjes, Christiaan Bernard (jr.)"
193,https://collectiedata.hetnieuweinstituut.nl/id/people/12520,name,"Posthumus Meyjes, Christiaan Bernard (Jr.)"
194,https://collectiedata.hetnieuweinstituut.nl/id/people/12521,name,"Postma, Jan Diederik (Sr.)"
195,https://collectiedata.hetnieuweinstituut.nl/id/people/12521,name,"Postma, Jan Diederik (sr.)"
196,https://collectiedata.hetnieuweinstituut.nl/id/people/12522,name,"Pot-Keegstra, Jacoba Froukje"
197,https://collectiedata.hetnieuweinstituut.nl/id/people/12522,name,"Pot-Keegstra, Jacoba Froukje"
198,https://collectiedata.hetnieuweinstituut.nl/id/people/125245,name,"Kraaijvanger, Everhardus Hubertus Antonius"
199,https://collectiedata.hetnieuweinstituut.nl/id/people/125245,name,"Kraaijvanger, Everhardus Hubertus Antonius"
200,https://collectiedata.hetnieuweinstituut.nl/id/people/12530,name,"Ranitz, Jan de"
201,https://collectiedata.hetnieuweinstituut.nl/id/people/12530,name,"Ranitz, Jan de"
202,https://collectiedata.hetnieuweinstituut.nl/id/people/12533,name,"Ravesteyn, Sybold van"
203,https://collectiedata.hetnieuweinstituut.nl/id/people/12533,name,"Ravesteyn, Sybold van"
204,https://collectiedata.hetnieuweinstituut.nl/id/people/12543,name,"Rhijn, Petrus Hendrik van"
205,https://collectiedata.hetnieuweinstituut.nl/id/people/12543,name,"Rhijn, Petrus Hendrik van"
206,https://collectiedata.hetnieuweinstituut.nl/id/people/12546,name,"Rietveld, Gerrit Thomas"
207,https://collectiedata.hetnieuweinstituut.nl/id/people/12546,name,"Rietveld, Gerrit Thomas"
208,https://collectiedata.hetnieuweinstituut.nl/id/people/12549,name,"Wiersma, Jelle Elize"
209,https://collectiedata.hetnieuweinstituut.nl/id/people/12549,name,"Wiersma, Jelle Elize"
210,https://collectiedata.hetnieuweinstituut.nl/id/people/12552,name,"Wijmer, Nicolaas Frederik"
211,https://collectiedata.hetnieuweinstituut.nl/id/people/12552,name,"Wijmer, Nicholas Frederick"
212,https://collectiedata.hetnieuweinstituut.nl/id/people/12557,name,"Wils, Jan"
213,https://collectiedata.hetnieuweinstituut.nl/id/people/12557,name,"Wils, Jan"
214,https://collectiedata.hetnieuweinstituut.nl/id/people/12561,name,"Woerden, Simon van"
215,https://collectiedata.hetnieuweinstituut.nl/id/people/12561,name,"Woerden, Simon van"
216,https://collectiedata.hetnieuweinstituut.nl/id/people/12562,name,"Woerkom, Dick van"
217,https://collectiedata.hetnieuweinstituut.nl/id/people/12562,name,"Woerkom, Dick van"
218,https://collectiedata.hetnieuweinstituut.nl/id/people/12603,name,"Bout, Jouke van den"
219,https://collectiedata.hetnieuweinstituut.nl/id/people/12603,name,"Bolt, Jouke van den"
220,https://collectiedata.hetnieuweinstituut.nl/id/people/12610,name,"Berkovich, Elmar"
221,https://collectiedata.hetnieuweinstituut.nl/id/people/12610,name,"Berkovich, Elmar"
222,https://collectiedata.hetnieuweinstituut.nl/id/people/12615,name,"Kok, IJsbrand"
223,https://collectiedata.hetnieuweinstituut.nl/id/people/12615,name,"Cook, IJsbrand"
224,https://collectiedata.hetnieuweinstituut.nl/id/people/126768,name,"Rood-van Rijswijk, A.P. van"
225,https://collectiedata.hetnieuweinstituut.nl/id/people/126768,name,"Rood-van Rijswijk, A.P. van"
226,https://collectiedata.hetnieuweinstituut.nl/id/people/12685,name,"Dekker, Pieter Carel"
227,https://collectiedata.hetnieuweinstituut.nl/id/people/12685,name,"Dekker, Pieter Carel"
228,https://collectiedata.hetnieuweinstituut.nl/id/people/12717,name,"Hansen, Jacob Gerard"
229,https://collectiedata.hetnieuweinstituut.nl/id/people/12717,name,"Hansen, Jacob Gerard"
230,https://collectiedata.hetnieuweinstituut.nl/id/people/12721,name,"Hardeveld, Johannes Martinus van"
231,https://collectiedata.hetnieuweinstituut.nl/id/people/12721,name,"Hardeveld, Johannes Martinus van"
232,https://collectiedata.hetnieuweinstituut.nl/id/people/12723,name,"Harte, Maarten van (1868-1954)"
233,https://collectiedata.hetnieuweinstituut.nl/id/people/12723,name,"Harte, Maarten van (1868-1954)"
234,https://collectiedata.hetnieuweinstituut.nl/id/people/12728,name,"Heeswijk, Hendrik van"
235,https://collectiedata.hetnieuweinstituut.nl/id/people/12728,name,"Heeswijk, Hendrik  van"
236,https://collectiedata.hetnieuweinstituut.nl/id/people/12739,name,"Roggeveen, Jan Hendrik"
237,https://collectiedata.hetnieuweinstituut.nl/id/people/12739,name,"Roggeveen, Jan Hendrik"
238,https://collectiedata.hetnieuweinstituut.nl/id/people/12742,name,"Röntgen, Frants Edvard"
239,https://collectiedata.hetnieuweinstituut.nl/id/people/12742,name,"Röntgen, Frants Edvard"
240,https://collectiedata.hetnieuweinstituut.nl/id/people/12747,name,"Springer, Willem Jans"
241,https://collectiedata.hetnieuweinstituut.nl/id/people/12747,name,"Springer, Willem Jans"
242,https://collectiedata.hetnieuweinstituut.nl/id/people/127478,name,"Straaten, J.A. van"
243,https://collectiedata.hetnieuweinstituut.nl/id/people/127478,name,"Straaten, J.A. van"
244,https://collectiedata.hetnieuweinstituut.nl/id/people/12750,name,"Weeldenburg, Petrus Augustinus"
245,https://collectiedata.hetnieuweinstituut.nl/id/people/12750,name,"Weeldenburg, Petrus Augustinus"
246,https://collectiedata.hetnieuweinstituut.nl/id/people/12752,name,"Riesener, Johannes Arie"
247,https://collectiedata.hetnieuweinstituut.nl/id/people/12752,name,"Riesener, Johannes Arie"
248,https://collectiedata.hetnieuweinstituut.nl/id/people/12754,name,"Bonnema, Abe"
249,https://collectiedata.hetnieuweinstituut.nl/id/people/12754,name,"Bonnema, Abe"
250,https://collectiedata.hetnieuweinstituut.nl/id/people/12756,name,"Postma, Aebele Gerke"
251,https://collectiedata.hetnieuweinstituut.nl/id/people/12756,name,"Postma, Aebele Gerke"
252,https://collectiedata.hetnieuweinstituut.nl/id/people/12760,name,"Sluijmer, Johannes Hermanus (sr.)"
253,https://collectiedata.hetnieuweinstituut.nl/id/people/12760,name,"Sluijmer, Johannes Hermanus (sr.)"
254,https://collectiedata.hetnieuweinstituut.nl/id/people/127876,name,"Rood, I.E. (Ezn.)"
255,https://collectiedata.hetnieuweinstituut.nl/id/people/127876,name,"Rood, I.E. (Ezn.)"
256,https://collectiedata.hetnieuweinstituut.nl/id/people/12814,name,"Linge, Arent E.  van"
257,https://collectiedata.hetnieuweinstituut.nl/id/people/12814,name,"Linge, Arent E. van"
258,https://collectiedata.hetnieuweinstituut.nl/id/people/12822,name,"Klomp, Albertus Hendrik"
259,https://collectiedata.hetnieuweinstituut.nl/id/people/12822,name,"Clog, Albertus Hendrik"
260,https://collectiedata.hetnieuweinstituut.nl/id/people/12841,name,"Tétar van Elven, Martinus Gerardus"
261,https://collectiedata.hetnieuweinstituut.nl/id/people/12841,name,"Tétar van Elven, Martinus Gerardus"
262,https://collectiedata.hetnieuweinstituut.nl/id/people/128479,name,"Rood, A.H. van"
263,https://collectiedata.hetnieuweinstituut.nl/id/people/128479,name,"Rood, A.H. van"
264,https://collectiedata.hetnieuweinstituut.nl/id/people/12865,name,"Wolff Schoemaker, Charles Prosper"
265,https://collectiedata.hetnieuweinstituut.nl/id/people/12865,name,"Wolff Schoemaker, Charles Prosper"
266,https://collectiedata.hetnieuweinstituut.nl/id/people/12868,name,"Wormser, Jacobus Philippus"
267,https://collectiedata.hetnieuweinstituut.nl/id/people/12868,name,"Wormser, Jacobus Philippus"
268,https://collectiedata.hetnieuweinstituut.nl/id/people/12937,name,"Mengelberg, Friedrich Wilhelm"
269,https://collectiedata.hetnieuweinstituut.nl/id/people/12937,name,"Mengelberg, Friedrich Wilhelm"
270,https://collectiedata.hetnieuweinstituut.nl/id/people/12941,name,"Kammer-Kret, Jannetje"
271,https://collectiedata.hetnieuweinstituut.nl/id/people/12941,name,"Kammer-Kret, Jannetje"
272,https://collectiedata.hetnieuweinstituut.nl/id/people/12952,name,"Lammers-Koeleman, Cato Christine"
273,https://collectiedata.hetnieuweinstituut.nl/id/people/12952,name,"Lammers-Koeleman, Cato Christine"
274,https://collectiedata.hetnieuweinstituut.nl/id/people/12953,name,"Lammers, Hendrik"
275,https://collectiedata.hetnieuweinstituut.nl/id/people/12953,name,"Lammers, Hendrik"
276,https://collectiedata.hetnieuweinstituut.nl/id/people/12961,name,"Friedhoff, Gijsbert"
277,https://collectiedata.hetnieuweinstituut.nl/id/people/12961,name,"Friedhoff, Gijsbert"
278,https://collectiedata.hetnieuweinstituut.nl/id/people/12963,name,"Froger, Willem Anthonie"
279,https://collectiedata.hetnieuweinstituut.nl/id/people/12963,name,"Froger, Willem Anthonie"
280,https://collectiedata.hetnieuweinstituut.nl/id/people/12969,name,"Gendt, Adolf Daniël Nicolaas van (ALzn.)"
281,https://collectiedata.hetnieuweinstituut.nl/id/people/12969,name,"Gendt, Adolf Daniël Nicolaas van (ALzn.)"
