s,name,birthdate,deathdate,birthplace,deathplace,occupation
https://data.rkd.nl/artists/335629,Lempke  Catharina Margaretha of Marthina<|>Lempke  Eta<|>Lempke  Etha,1909-04-10,1991-02-09,Amsterdam,Amsterdam,designer<|>ceramicist<|>decorative artist
https://data.rkd.nl/artists/17343,Cluysenaar  Jean Pierre<|>Cluysenaer  Jean Pierre,1811-03-28,1880-02-16,Kampen,Brussels,architect
https://data.rkd.nl/artists/70276,Scheiner  Jakob,1821-11-08,1911-11-08,Siegen,Potsdam,architect<|>painter<|>photographer
https://data.rkd.nl/artists/463778,Andersson  Erik Johan<|>Jerken  Erik,1898-06-17,1947-10-27,Stockholm,Stockholm,graphic artist<|>painter<|>cinematographer<|>draftsperson<|>designer
https://data.rkd.nl/artists/277905,Metzelaar  Willem Cornelis,1848-08-09,1918-08-18,Rotterdam,The Hague,architect
https://data.rkd.nl/artists/21473,Deiters  Heinrich,1840-09-05,1916-07-29,Münster,Düsseldorf,illustrator<|>architect<|>painter<|>art theorist
https://data.rkd.nl/artists/75658,Strathmann  Carl,1866-09-11,1939-11-08,Düsseldorf,Munich,designer<|>painter
https://data.rkd.nl/artists/84247,Wiertz  Pauline,1955-05-16,2019-04-26,Amsterdam,Amsterdam,installation artist<|>sculptor<|>jewelry designer<|>designer<|>ceramicist
https://data.rkd.nl/artists/14688,Caffà  Melchior<|>Caffà  Melchiorre<|>Cafà  Melchior<|>Cafà  Melchiorre<|>Gafar  Melchior<|>Gafar  Melchiorre<|>Gafà  Melchior<|>Gafà  Melchiorre,,,Birgu,Rome,sculptor<|>architect<|>draftsperson
https://data.rkd.nl/artists/2915,Audran  Claude  1658 1734 <|>Audran  Claude  III ,1658-08-25,1734-05-27,Lyon,Paris,draftsperson<|>designer<|>painter<|>tapestry designer
https://data.rkd.nl/artists/342200,Birstinger  Leopold,1903-10-30,1983-08-15,Vienna,Vienna,graphic artist<|>painter<|>pastelist<|>wall painter<|>watercolorist<|>designer<|>mosaicist
https://data.rkd.nl/artists/483039,Beauclair  Gotthard de,1907-07-24,1992-03-31,Ascona,Breisgau,typographer<|>designer<|>book printer<|>publisher
https://data.rkd.nl/artists/67110,Rinsema  Thijs<|>Rinsema  Thye,1877-06-18,1947-03-01,Drachten,Smallingerland,painter<|>manufacturer of gouaches<|>draftsperson<|>collagist<|>pen draftsperson<|>furniture designer
https://data.rkd.nl/artists/388612,Ebert  Wils,1909-04-17,1979-06-24,Germany,Berlin,architect<|>designer
https://data.rkd.nl/artists/363413,Buhrman  Jan Anthonij,1806-12-11,1886-01-03,Amsterdam,Amsterdam,architectural draftsperson
https://data.rkd.nl/artists/13805,Buckler  John,1770-11-30,1851-12-06,Calbourne,London,architect<|>painter<|>etcher<|>draftsperson<|>watercolorist
https://data.rkd.nl/artists/22669,Abramo van Diepenbecck<|>Abramo van Diepenbeke<|>Diepenbecke  Abraham van<|>Diepenbeeck  Abraham Jansz  van<|>Diepenbeeck  Abraham van<|>Diepenbeek  Abraham van<|>Dipendael  Abraham,,,Den Bosch,Antwerp,print artist<|>painter<|>grisaillist<|>glass painter<|>tapestry designer<|>draftsperson<|>designer
https://data.rkd.nl/artists/12358,Brandis  Geraldo Abraham Brender à<|>Brender à Brandis  Geraldo Abraham<|>Brender à Brandis  Gerard Abraham,1878-03-21,1971-07-17,The Hague,Blaricum,sculptor<|>painter<|>graphic designer<|>jeweler (craftsperson)<|>lithographer<|>draftsperson<|>designer
https://data.rkd.nl/artists/49840,Leijden  Ernst<|>Leyden  Ernst<|>Leyden  Ernst van<|>Leyden  Oscar Moritz Ernst,1892-05-16,1969-11-08,Rotterdam,Montfort-l'Amaury,architect<|>sculptor<|>painter<|>lithographer<|>pastelist<|>watercolorist<|>draftsperson<|>collagist<|>pen draftsperson
https://data.rkd.nl/artists/122823,Scheibe  Richard,1879-04-19,1964-10-06,Chemnitz,Berlin,architectural sculptor<|>sculptor<|>medalist<|>draftsperson<|>academy lecturer<|>ceramic designer
https://data.rkd.nl/artists/17212,Clercq  Samuel de<|>Clerq  Samuel de,1876-05-22,1962-03-19,Amsterdam,The Hague,architect
https://data.rkd.nl/artists/429789,Ponzi  Flaminio<|>Ponzii  Flaminio<|>Ponzio  Flaminio,1560-11-08,1613-04-03,Milan<|>Viggiù,Rome,architect
https://data.rkd.nl/artists/53119,Marselier  Louis<|>Masrelier  Louis<|>Masreliez  Louis Adrien,1748-11-08,1810-03-19,Paris,Stockholm,furniture designer<|>architect<|>painter<|>collector<|>set painter<|>textile designer<|>interior decorator<|>decorative painter of furniture<|>court artist<|>draftsperson<|>etcher<|>medalist<|>ceramic designer<|>mosaicist
https://data.rkd.nl/artists/341498,Hope of Deepdene  Thomas<|>Hope  Thomas,1769-08-30,1831-02-03,Amsterdam,London,architect<|>draftsperson<|>art collector<|>painter
https://data.rkd.nl/artists/28946,Francia  Domenico,1702-10-19,1758-08-08,Bologna,Bologna,architect<|>painter<|>perspective painter<|>set painter<|>engineer
https://data.rkd.nl/artists/129183,Andrea Mediolanensis<|>Andrea Milanese<|>Andrea a chavalo<|>Andrea da Como<|>Andrea da Milano<|>Andrea de Brugnonibus<|>Andrea de Monte Caballo<|>Andrea lapicida<|>Andrea marmorarius<|>Andrea scarpellino<|>Bregno  Andrea,1418-11-08,1503-11-08,Osteno,Rome,sculptor<|>architect
https://data.rkd.nl/artists/24476,Breuck  Jacob de  I <|>Breuck  Jacques de  I <|>Breuque  Jaques de<|>Broeucq  Jacques du<|>Broeucque  Jacob de<|>Du Broeucq  Jacques<|>Du Brouec  Jacques<|>Du Brouecq  Jacques<|>Dubroeucq  Jacques  I ,,1584-09-30,Mons,Mons,sculptor<|>architect<|>draftsperson<|>court architect
https://data.rkd.nl/artists/29211,Franz  Piet,1922-09-20,1991-06-21,Rijswijk,The Hague,sculptor<|>painter<|>draftsperson<|>pen draftsperson<|>designer
https://data.rkd.nl/artists/80065,Verbeij  Theo<|>Verbeij  Theodorus Johannes,1912-04-10,2005-01-12,Den Helder,Voorschoten,designer<|>typographer
https://data.rkd.nl/artists/8977,Bleekrode  Meijer,1896-02-13,1943-04-23,Amsterdam,Sobibor,graphic artist<|>painter<|>graphic designer<|>lithographer<|>editorial cartoonist<|>etcher<|>designer
https://data.rkd.nl/artists/50827,Loontjens  Huub<|>Loontjens  T J H <|>Loontjens  Toussaint Joseph Hubert<|>Loontjes  Toussaint Joseph Hubert,1906-11-01,1979-04-05,Maastricht,Amsterdam,architect<|>painter<|>glass artist<|>wall painter<|>draftsperson<|>interior architect<|>pen draftsperson<|>mosaicist
https://data.rkd.nl/artists/16418,Charlemont  Eduard,1848-08-02,1906-02-07,Vienna,Vienna,draftsperson<|>designer<|>wall painter<|>painter
https://data.rkd.nl/artists/461223,Wachsman  Alois,1898-05-14,1942-05-16,Prague,Jícin,architect<|>painter
https://data.rkd.nl/artists/50429,Livemont  Henri Antoine Théodore<|>Livemont  Privat<|>Privat Livemont  Henri,1861-10-09,1936-10-04,Schaarbeek,Schaarbeek,painter<|>lithographer<|>wall painter<|>draftsperson<|>designer
https://data.rkd.nl/artists/315886,Parisi  Ico,1916-11-08,1996-11-08,Palermo,Como,architect
https://data.rkd.nl/artists/2812,Astley  John,,1787-11-14,Wem,Dukinfield,copyist<|>architect<|>painter
https://data.rkd.nl/artists/311101,Roesner  Karl<|>Rösner  Karl,1804-06-19,1869-07-13,Vienna,Steyr,architect<|>painter<|>decorative artist
https://data.rkd.nl/artists/46111,Koudriachov  Ivan Aleksandrovich<|>Kudriaschov  Ivan Alekseevich<|>Kudrjasev  Ivan Alekseevic<|>Kudrjasov  Ivan Alekseevic<|>Kudryashev  Ivan<|>Kudryashov  Iwan<|>Kuryashev  Ivan Alekseevich,1896-11-08,,Kaluga,Moscow,graphic artist<|>painter<|>manufacturer of gouaches<|>watercolorist<|>draftsperson<|>collagist<|>designer
https://data.rkd.nl/artists/4730,Bartezaghi  Luigi<|>Bartezago  Luigi<|>Bartezati  Luigi<|>Bartezato  Luigi<|>Bartezatti  Luigi<|>Bartezzati  Luigi,1820-11-08,1905-11-08,Milan,Milan,lithographer<|>designer<|>painter<|>photographer
https://data.rkd.nl/artists/319057,Stoeckli  Felix,1926-05-31,1999-10-26,Aarau,Sankt Gallen,interior designer<|>furniture designer<|>painter
https://data.rkd.nl/artists/246819,Bocaccio  Giuseppe<|>Boccaccio  Giuseppe,,1852-02-05,Colorno,Colorno,set painter<|>designer<|>painter
https://data.rkd.nl/artists/203817,Artemoff  Georges<|>Artemov  Georgi<|>Artemov  Georgij Kalistratovic,1892-02-17,1965-07-09,Uryupinsk,Revel,sculptor<|>draftsperson<|>designer<|>painter
https://data.rkd.nl/artists/257962,Palanti  Giuseppe,1881-07-30,1946-04-23,Milan,Milan,graphic artist<|>architect<|>painter<|>urban designer<|>pastelist<|>interior decorator<|>academy lecturer<|>watercolorist<|>draftsperson<|>illustrator<|>furniture designer<|>ceramic designer
https://data.rkd.nl/artists/264838,Zollinger  Friedrich,1880-03-31,1945-04-19,Wiesbaden,Rosenheim,architect
https://data.rkd.nl/artists/440036,Chochol  Josef,1880-12-13,1956-07-06,Písek,Prague,architect
https://data.rkd.nl/artists/69482,Fummacchini  Orazio<|>Samacchini  Orazio<|>Sammocchini  Orazio<|>Sannacchini  Orazio<|>Somacchini  Orazio,1532-12-20,1577-06-12,Bologna,Bologna,architect<|>painter<|>engraver (printmaker)<|>draftsperson<|>fresco painter<|>designer
https://data.rkd.nl/artists/43833,Kelterborn  Ludwig Adam,1811-02-15,1878-06-06,Hannover,Basel,draftsperson<|>designer<|>painter<|>caricaturist
https://data.rkd.nl/artists/244450,Coulon  Jean,1678-07-26,,Marseille,Amsterdam,architect<|>draftsperson
https://data.rkd.nl/artists/42896,Jordens  Barend,1888-12-17,1972-04-03,Amsterdam,Amsterdam,architectural sculptor<|>furniture designer<|>sculptor<|>glass designer<|>painter<|>medalist<|>watercolorist<|>academy lecturer<|>ceramicist<|>monumental artist
https://data.rkd.nl/artists/4572,Barocci  Federico<|>Baroccio  Federico<|>Federico Fiori da Urbino<|>Fiori da Urbino  Federico<|>Fiori  Federico,,1612-09-30,Urbino,Urbino,architect<|>painter<|>engraver (printmaker)<|>fresco painter<|>designer
https://data.rkd.nl/artists/362765,Illmer  Hans,1878-02-02,1936-03-10,Fiss,Fiss,architect
https://data.rkd.nl/artists/95171,Oomen  Wim,1917-02-09,2011-05-10,Oud-Beijerland,Breda,architect<|>painter
https://data.rkd.nl/artists/353656,Mann  Gother Victor Fyers,1863-11-08,1948-11-08,Sydney,Sydney,watercolorist<|>architect<|>painter
https://data.rkd.nl/artists/122399,Brinkman  Michiel,1873-11-08,1925-11-08,Rotterdam,Rotterdam,architect
https://data.rkd.nl/artists/91557,Marlier  Marcel,1929-11-08,2011-01-18,Jemappes,Doornik,illustrator<|>designer<|>painter
https://data.rkd.nl/artists/374310,Bachiene  Louise,1870-11-08,1963-11-08,Java,Beaussiet,illustrator<|>designer
https://data.rkd.nl/artists/102888,Stang  Rudolf<|>Stang  Rudolf  professor ,1831-11-26,1927-01-02,Düsseldorf,Boppard,painter<|>engraver (printmaker)<|>etcher<|>draftsperson<|>designer<|>professor
https://data.rkd.nl/artists/18312,Cordel  Willem,1884-06-07,1967-03-04,Utrecht,The Hague,draftsperson<|>designer<|>graphic designer
https://data.rkd.nl/artists/59938,Norden  Hans van,1915-12-03,2011-07-01,Bussum,Amsterdam,graphic artist<|>painter<|>lithographer<|>author<|>wall painter<|>glass painter<|>etcher<|>draftsperson<|>watercolorist<|>pen draftsperson<|>mosaicist<|>designer<|>academy lecturer<|>monumental artist<|>textile artist
https://data.rkd.nl/artists/1164,Alkan  Samuel  I <|>Alken  Samuel  I <|>Alkin  Samuel  I ,1756-10-22,1815-10-30,London,London,architect<|>sculptor<|>print artist<|>painter<|>draftsperson<|>woodcarver<|>designer<|>art theorist
https://data.rkd.nl/artists/121343,Borst  Dini,1953-09-22,2016-08-14,Ede,Dordrecht,print artist<|>painter<|>new media artist<|>draftsperson<|>designer
https://data.rkd.nl/artists/12819,Broek  Willem Fredrik ten<|>Broek  Wim ten,1905-01-02,1993-12-28,Amsterdam,Hoorn,painter<|>graphic designer<|>wall painter<|>watercolorist<|>draftsperson<|>pen draftsperson<|>designer<|>monumental artist
https://data.rkd.nl/artists/123146,Ris  Günter F <|>Ris  Günter Ferdinand,1928-05-16,2005-05-15,Leverkusen,Darmstadt,sculptor<|>designer<|>painter<|>light artist
https://data.rkd.nl/artists/71481,Schwaiger  Hans<|>Schwaiger  Hanus,1854-06-28,1912-06-17,Jindrichuv Hradec,Prague,watercolorist<|>designer<|>painter<|>engraver (printmaker)
https://data.rkd.nl/artists/268269,Limperg  Koen,1908-07-19,1943-07-01,Amsterdam,Bloemendaal,architect<|>designer<|>textile designer<|>publicist
https://data.rkd.nl/artists/6702,Beran  Gustav<|>Beran  Gustav Josef,1912-10-17,2006-11-08,Vienna,Bern,industrial designer<|>graphic designer<|>decorative artist<|>jewelry designer<|>designer
https://data.rkd.nl/artists/18314,Cordemeijer  André<|>Cordemeyer  A R <|>Cordemeyer  André,1924-11-08,1998-11-08,Bussum,Spain,industrial designer
https://data.rkd.nl/artists/243762,Poppel  Johann Gabriel Friedrich,1807-05-14,1882-08-06,Hammer,Ammerland,architect<|>print artist<|>painter<|>publisher<|>watercolorist<|>draftsperson
https://data.rkd.nl/artists/307265,Luzzati  Emanuele,1921-06-03,2007-01-26,Genoa,Genoa,graphic artist<|>painter<|>fresco painter<|>designer<|>ceramicist
https://data.rkd.nl/artists/255832,Nieukerken  Johannes Jacobus van,1854-02-22,1913-10-05,Middelburg,The Hague,architect<|>draftsperson
https://data.rkd.nl/artists/130695,Pittoni  Antonio,1650-11-08,1728-01-05,Kranj,Venice,sculptor<|>architect
https://data.rkd.nl/artists/77636,Dzhin Dzhikh Shvil  Aleksandr Grigorevich<|>Dzhin Dzhikh Zvil  Aleksandr Grigorevich<|>Dzin Dzich Svil  Aleksandr<|>Tischler  Alexander<|>Tyschler  Alexander<|>Tyshler  Aleksandr Grigor yevich<|>Tyshler  Aleksandr Grigorevich<|>Tysjler  Alexander<|>Tysler  Aleksandr Grigor evic,1898-07-26,1980-06-23,Melitopol,Moscow,graphic artist<|>sculptor<|>painter<|>decorative painter of interiors<|>cinematographer<|>watercolorist<|>scenographer<|>illustrator<|>designer
https://data.rkd.nl/artists/27265,Fal k  Robert Rafailovich<|>Fal k  Roman Rafailivic<|>Falk  Robert Rafailovich<|>Falk  Robert Rafailovitch<|>Falk  Robert Rafailowitsch<|>Falk  Roman Robert Rafailovich<|>Klaf Trebor<|>Trebor  Klaf,1886-11-08,1958-10-01,Moscow,Moscow,graphic artist<|>painter<|>manufacturer of gouaches<|>watercolorist<|>draftsperson<|>scenographer<|>designer<|>academy lecturer<|>professor
https://data.rkd.nl/artists/34515,Guglielmi  Gregorio,1714-11-08,1773-11-08,Rome,Sint-Petersburg,draftsperson<|>designer<|>painter<|>fresco painter
https://data.rkd.nl/artists/313878,Telingater  Solomon Benedictovitsch<|>Telingater  Solomon Benediktovich<|>Telingator  Solomon Benediktovich,1903-05-12,1969-10-01,Tbilisi,Moscow,graphic artist<|>photographer<|>graphic designer<|>publicist<|>typographer<|>collagist<|>illustrator<|>designer
https://data.rkd.nl/artists/383497,Cole  Henry<|>Cole  Henry  Sir <|>Cole  Henry Summerly Felix<|>Cole  Sir Henry,1808-07-15,1882-04-18,Bath,London,architect<|>painter<|>photographer<|>author<|>etcher<|>designer
https://data.rkd.nl/artists/486784,Diriksen  Rodrigo<|>Dirksen  Rodrigo<|>Holanda  Rodrigo de<|>Rodrigo de Holanda,1540-11-08,1599-11-08,Oudenberg,Madrid,painter<|>cartoon draughtsperson<|>court painter<|>designer<|>conservator (restorer)
https://data.rkd.nl/artists/423327,Bruyn  Guillaume de<|>Bruyn  Willem de,,1719-04-11,Brussels,Brussels,architect<|>draftsperson<|>court architect
https://data.rkd.nl/artists/434487,Hannig  Julius Robert<|>Hannig  Robert,1866-07-07,1931-11-08,Legnica,Tabarz,sculptor<|>designer
https://data.rkd.nl/artists/306926,Lauterbach  Johann Balthasar,,1694-04-20,Ulm,Wolfenbüttel,architect
https://data.rkd.nl/artists/5707,Beeke  Anthon<|>Beeke  Anthonie Johannes,1940-03-11,2018-09-25,Amsterdam,Amsterdam,graphic artist<|>painter<|>photographer<|>graphic designer<|>cartoonist<|>environmental artists<|>designer
https://data.rkd.nl/artists/352664,John  Erich<|>John  Erich Wilhelm,1907-06-10,1993-11-08,Marktredwitz,Krefeld,graphic artist<|>painter<|>industrial designer<|>draftsperson<|>designer
https://data.rkd.nl/artists/4070,Balla  Giacomo,1871-07-18,1958-03-01,Turin,Rome,sculptor<|>painter<|>decorative painter of interiors<|>illustrator<|>pastelist<|>manufacturer of gouaches<|>choreographer<|>light artist<|>watercolorist<|>draftsperson<|>pen draftsperson<|>collagist<|>fresco painter<|>designer<|>furniture designer<|>ceramicist
https://data.rkd.nl/artists/1921,Anink  Bob<|>Anink  Johannes Henricus Josef Alphonsus Maria,1913-12-16,1996-06-05,Amsterdam,Blaricum,enameler<|>jeweler (craftsperson)<|>decorative artist<|>medalist<|>designer
https://data.rkd.nl/artists/349726,Ryndin  Vadim Fedorovic<|>Ryndin  Vadim Fedorovich,1902-01-15,1974-04-09,Moscow,Moscow,painter<|>set painter<|>watercolorist<|>draftsperson<|>designer
https://data.rkd.nl/artists/124987,Ritter  Erasmus,1726-11-08,1805-06-30,Bern,Bern,architect<|>draftsperson
https://data.rkd.nl/artists/30034,Galland  Louis Victor<|>Galland  Pierre Victor,1822-07-15,1892-11-30,Geneva,Paris,goldsmith<|>painter<|>wall painter<|>teacher<|>illustrator<|>designer
https://data.rkd.nl/artists/11199,Bassoli  karlo<|>Bossoli  Carlo,1815-12-06,1884-08-01,Lugano,Turin,painter<|>decorative painter of interiors<|>photographer<|>lithographer<|>watercolorist<|>draftsperson<|>court painter<|>copyist<|>designer
https://data.rkd.nl/artists/516469,Gierdegom  Josephus Franciscus van,1760-10-12,1844-05-07,Brugge,Brugge,architect
https://data.rkd.nl/artists/80613,Verschaffelt  Maximilian Joseph von<|>Verschaffelt  Maximilian von,1754-11-08,1818-11-08,Mannheim,Vienna,sculptor<|>architect<|>draftsperson
https://data.rkd.nl/artists/104530,Weij  Adriaan Frederik van der<|>Wey  Adriaan Frederik van der,1885-11-08,1969-11-08,Zaandam,Velp,furniture designer
https://data.rkd.nl/artists/100493,André  Louis Jules,1819-06-24,1890-01-30,Paris,Paris,watercolorist<|>architect<|>draftsperson
https://data.rkd.nl/artists/83158,Weber  Carel<|>Weber  Carel Eugène Maria Hubert<|>Weber  Carl  1820 1908 <|>Weber  Charles  1820 1908 <|>Weber  Karel Eugène Maria Hubert<|>Weeber  Karl  1820 1908 ,1820-10-18,1908-11-08,Cologne,Roermond,architect
https://data.rkd.nl/artists/325855,Fuchs  Ruth<|>Schaumann  Ruth<|>Schaumann  Ruth Anne Marie,1899-08-24,1975-03-13,Hamburg,Munich,sculptor<|>painter<|>silhouette artist<|>draftsperson<|>designer<|>poet
https://data.rkd.nl/artists/73032,Slegt  Jacob<|>Slegt  Jakop,1934-09-05,1990-12-14,Weesp,Weesp,draftsperson<|>interior designer<|>painter
https://data.rkd.nl/artists/37897,Aguilar  Francisco de Herrera y<|>De Herrera  Francisco<|>Herrera y Aguilar  Francisco<|>Herrera  Francisco  I <|>Herrera  Francisco  el Viejo <|>Herrera  Francisco de,,,Sevilla,Madrid,architect<|>painter<|>engraver (printmaker)
https://data.rkd.nl/artists/21177,De Winter  Jan<|>Duncan<|>Winter  Jan de,1936-07-16,2020-08-13,Mechelen,Vlaams-Brabant,painter<|>designer<|>scenographer<|>cartoonist
https://data.rkd.nl/artists/65622,Rafaël<|>Raffael<|>Raffaello<|>Raffaello Santi da Urbino<|>Raffaello Sanzio<|>Raphael<|>Santi  Raffaello<|>Santi  Raphael<|>Sanzio  Raffaello,,1520-04-07,Urbino,Rome,architect<|>sculptor<|>painter<|>draftsperson<|>court painter<|>fresco painter<|>designer
https://data.rkd.nl/artists/62744,Perrachon  André<|>Perrachon  André Benoît,,1909-01-08,Lyon,Lyon,draftsperson<|>designer<|>painter<|>textile artist
https://data.rkd.nl/artists/460995,Roth  F J R <|>Roth  Franz Joseph<|>Rothe  Franz Joseph,1690-01-29,1758-03-07,Vienna,Gelchsheim,sculptor<|>architect<|>stuccoist
https://data.rkd.nl/artists/257528,Savignac  Raymond,1907-11-06,2002-10-28,Paris,Trouville-sur-Mer,designer
https://data.rkd.nl/artists/429724,Chute  John,1701-12-30,1776-05-27,The Vyne,The Vyne,architect<|>draftsperson
https://data.rkd.nl/artists/31964,Carpi  Girolamo da<|>Girolama da Ferrara<|>Girolamo da Carpi<|>Livizzani  Girolamo de <|>Sellari  Giralamo da,1501-11-08,,Ferrara,Ferrara,architect<|>sculptor<|>painter<|>set painter<|>draftsperson<|>fresco painter<|>designer
https://data.rkd.nl/artists/6170,Bell  John,1811-08-19,1895-03-14,Norfolk,Kensington,graphic artist<|>sculptor<|>painter<|>author<|>decorative artist<|>etcher<|>illustrator<|>furniture designer<|>ceramicist
https://data.rkd.nl/artists/72017,Serov  Valentin Aleksandrovich<|>Serov  Valentin Alexandrovitch<|>Serov  Valentin Alexandrovitsj<|>Serow  Valentin Alexandrovich<|>Sjerov  Valentin Aleksandrovic<|>Ssjeroff  Valentin Alexandrowitsch,,1911-11-22,Sint-Petersburg,Moscow,graphic artist<|>painter<|>set painter<|>manufacturer of gouaches<|>watercolorist<|>draftsperson<|>scenographer<|>illustrator<|>designer<|>academy lecturer
https://data.rkd.nl/artists/49417,Lentouloff  Aristarque<|>Lentuloff  Aristarch<|>Lentuloff  Aristarch Wassiljewitsch<|>Lentulov  Aristarkh Vasilevich,1882-01-16,1943-04-15,Nizhniy Lomov,Moscow,graphic artist<|>painter<|>decorative painter of interiors<|>manufacturer of gouaches<|>watercolorist<|>draftsperson<|>scenographer<|>designer<|>academy lecturer<|>monumental artist
https://data.rkd.nl/artists/425389,Toft  Albert,1862-06-03,1949-12-18,Birmingham,Worthing,sculptor<|>modeler<|>medalist<|>draftsperson<|>designer
https://data.rkd.nl/artists/352900,Brouwer  Bert  1844 1891 <|>Brouwer  Lambertus Augustus,1844-02-02,1891-05-03,Amsterdam,Nijmegen,architect<|>engineer
https://data.rkd.nl/artists/74882,Antonio Falconeto<|>Falconeto  Antonio<|>Falconeto  Gian Maria<|>Falconeto  Stefano<|>Gian Maria Falconeto<|>Master Stefano of France<|>Stefano Falconeto<|>Stefano da Francia<|>Stefano da Gebeto<|>Stefano da Verona<|>Stefano da Zevio<|>Stefano di Francia<|>Stefano di Giovanni da Verona<|>Stefano di Giovanni da Verona da Zevio<|>Stefano di Giovanni da Zevio,,,Padua,Verona,sculptor<|>designer<|>painter
https://data.rkd.nl/artists/316726,Fischer  József,1901-04-12,1995-02-23,Budapest,Budapest,urban designer<|>architect
https://data.rkd.nl/artists/289688,Alberti  Matteo<|>Alberti  Matteo Giovanni,1647-11-18,1735-12-24,Venice,Venice,architect<|>engineer
https://data.rkd.nl/artists/328856,Aublet  Félix,1903-02-25,1978-11-08,Tunis,Menton,architect<|>commercial artist<|>furniture designer<|>painter
https://data.rkd.nl/artists/66236,Re Mi<|>Re Mi  Nikolaj<|>Remisoff  Nicolay<|>Remizov  Nikolai Vladimirovich<|>Remizov  Nikolaj Vladimirovic<|>Vasil ev  Nikolaj Vladimirovic,,1975-08-04,Sint-Petersburg,Palm Springs,graphic artist<|>painter<|>author<|>manufacturer of gouaches<|>watercolorist<|>draftsperson<|>scenographer<|>illustrator<|>designer
https://data.rkd.nl/artists/64427,Post  Pieter<|>Post  Pieter Jansz ,,,Haarlem,The Hague,architect<|>print artist<|>painter<|>decorative painter of interiors<|>draftsperson<|>court architect<|>court painter
https://data.rkd.nl/artists/2617,Artaud  Francois,1767-11-08,1838-11-08,Lyon,Orange,architect<|>art historian<|>painter<|>decorative painter of interiors<|>interior decorator<|>archaeologist<|>draftsperson
https://data.rkd.nl/artists/15034,Campi  Bernardino,1522-11-08,,Cremona,Reggio nell'Emilia,fresco painter<|>designer<|>painter
https://data.rkd.nl/artists/12910,Bromberg  Paul,1893-07-12,1949-05-11,Amsterdam,Amsterdam,publicist<|>interior designer<|>furniture designer<|>interior decorator
https://data.rkd.nl/artists/64165,Pomis  Giovanni Pietro Telesphoro de<|>Pomis  Pietro de,1569-11-08,1633-03-06,Lodi,Graz,medalist<|>architect<|>painter
https://data.rkd.nl/artists/18418,Cornell  Joseph,1903-12-24,1972-12-29,Nyack,Flushing,sculptor<|>painter<|>cinematographer<|>author<|>collagist<|>designer<|>assemblage artist<|>textile artist
https://data.rkd.nl/artists/79497,Vasnecov  Apollinarij Michajlovic<|>Vasnetsov  Apollinari Michailovich<|>Vasnetsov  Apollinari Mikhailovich<|>Vasnetzoff  Apollinarius Mikhailovitch<|>Wassnetzoff  Apollinaire<|>Wassnetzoff  Apollinarij<|>Wassnezoff  Apollinarij Michajlowitsch,1856-08-08,1933-01-23,Ryabovo,Moscow,graphic artist<|>painter<|>archaeologist<|>draftsperson<|>scenographer<|>illustrator<|>designer<|>academy lecturer<|>art theorist
