https://data.rkd.nl/artists/363413,"Buhrman, Jan Anthonij",1806-12-11,1886-01-03,Amsterdam (city),Amsterdam (city),architectural draftsperson
https://data.rkd.nl/artists/13805,"Buckler, John",1770-11-30,1851-12-06,Calbourne,London (England),architect<|>draftsperson<|>etcher<|>painter<|>watercolorist
https://data.rkd.nl/artists/22669,"Abramo van Diepenbecck<|>Abramo van Diepenbeke<|>Diepenbecke, Abraham van<|>Diepenbeeck, Abraham Jansz. van<|>Diepenbeeck, Abraham van<|>Diepenbeek, Abraham van<|>Dipendael, Abraham",1596-05/1596-05-09,1675-12/1675-12-31,Den Bosch (place),Antwerp (city),designer<|>draftsperson<|>glass painter<|>grisaillist<|>painter<|>print artist<|>tapestry designer
https://data.rkd.nl/artists/12358,"Brandis, Geraldo Abraham Brender à<|>Brender à Brandis, Geraldo Abraham<|>Brender à Brandis, Gerard Abraham",1878-03-21,1971-07-17,The Hague (city),Blaricum (place),designer<|>draftsperson<|>graphic designer<|>jeweler (craftsperson)<|>lithographer<|>painter<|>sculptor
https://data.rkd.nl/artists/49840,"Leijden, Ernst<|>Leyden, Ernst<|>Leyden, Ernst van<|>Leyden, Oscar Moritz Ernst",1892-05-16,1969,Rotterdam (city),Montfort-l'Amaury,architect<|>collagist<|>draftsperson<|>lithographer<|>painter<|>pastelist<|>pen draftsperson<|>sculptor<|>watercolorist
https://data.rkd.nl/artists/122823,"Scheibe, Richard",1879-04-19,1964-10-06,Chemnitz (city),"Berlin (city, Germany)",academy lecturer<|>architectural sculptor<|>ceramic designer<|>draftsperson<|>medalist<|>sculptor
https://data.rkd.nl/artists/17212,"Clercq, Samuel de<|>Clerq, Samuel de",1876-05-22,1962-03-19,Amsterdam (city),The Hague (city),architect
https://data.rkd.nl/artists/429789,"Ponzi, Flaminio<|>Ponzii, Flaminio<|>Ponzio, Flaminio",1560,1613-04-03/1615,Milan<|>Viggiù,Rome,architect
https://data.rkd.nl/artists/53119,"Marselier, Louis<|>Masrelier, Louis<|>Masreliez, Louis Adrien",1748,1810-03-19,Paris (city),Stockholm (city),architect<|>ceramic designer<|>collector<|>court artist<|>decorative painter of furniture<|>draftsperson<|>etcher<|>furniture designer<|>interior decorator<|>medalist<|>mosaicist<|>painter<|>set painter<|>textile designer
https://data.rkd.nl/artists/341498,"Hope of Deepdene, Thomas<|>Hope, Thomas",1769-08-30,1831-02-03,Amsterdam (city),London (England),architect<|>art collector<|>draftsperson<|>painter
https://data.rkd.nl/artists/28946,"Francia, Domenico",1702-10-19,1758-08,Bologna (city),Bologna (city),architect<|>engineer<|>painter<|>perspective painter<|>set painter
https://data.rkd.nl/artists/129183,"Andrea Mediolanensis<|>Andrea Milanese<|>Andrea a chavalo<|>Andrea da Como<|>Andrea da Milano<|>Andrea de Brugnonibus<|>Andrea de Monte Caballo<|>Andrea lapicida<|>Andrea marmorarius<|>Andrea scarpellino<|>Bregno, Andrea",1418,1503,Osteno,Rome,architect<|>sculptor
https://data.rkd.nl/artists/24476,"Breuck, Jacob de (I)<|>Breuck, Jacques de (I)<|>Breuque, Jaques de<|>Broeucq, Jacques du<|>Broeucque, Jacob de<|>Du Broeucq, Jacques<|>Du Brouec, Jacques<|>Du Brouecq, Jacques<|>Dubroeucq, Jacques (I)",1500/1510,1584-09-30,Mons (Belgium),Mons (Belgium),architect<|>court architect<|>draftsperson<|>sculptor
https://data.rkd.nl/artists/29211,"Franz, Piet",1922-09-20,1991-06-21,"Rijswijk (place, South Holland)",The Hague (city),designer<|>draftsperson<|>painter<|>pen draftsperson<|>sculptor
https://data.rkd.nl/artists/80065,"Verbeij, Theo<|>Verbeij, Theodorus Johannes",1912-04-10,2005-01-12,Den Helder (place),Voorschoten (place),designer<|>typographer
https://data.rkd.nl/artists/8977,"Bleekrode, Meijer",1896-02-13,1943-04-23,Amsterdam (city),Sobibor (extermination camp),designer<|>editorial cartoonist<|>etcher<|>graphic artist<|>graphic designer<|>lithographer<|>painter
https://data.rkd.nl/artists/50827,"Loontjens, Huub<|>Loontjens, T.J.H.<|>Loontjens, Toussaint Joseph Hubert<|>Loontjes, Toussaint Joseph Hubert",1906-11-01,1979-04-05,Maastricht (city),Amsterdam (city),architect<|>draftsperson<|>glass artist<|>interior architect<|>mosaicist<|>painter<|>pen draftsperson<|>wall painter
https://data.rkd.nl/artists/16418,"Charlemont, Eduard",1848-08-02,1906-02-07/1906-02-08,Vienna (city),Vienna (city),designer<|>draftsperson<|>painter<|>wall painter
https://data.rkd.nl/artists/461223,"Wachsman, Alois",1898-05-14,1942-05-16,Prague,Jícin,architect<|>painter
https://data.rkd.nl/artists/50429,"Livemont, Henri Antoine Théodore<|>Livemont, Privat<|>Privat Livemont, Henri",1861-10-09,1936-10-04,Schaarbeek (Brussel),Schaarbeek (Brussel),designer<|>draftsperson<|>lithographer<|>painter<|>wall painter
https://data.rkd.nl/artists/315886,"Parisi, Ico",1916,1996,Palermo (city),Como (place),architect
https://data.rkd.nl/artists/2812,"Astley, John",1724/1724-04-06,1787-11-14,Wem,Dukinfield,architect<|>copyist<|>painter
https://data.rkd.nl/artists/311101,"Roesner, Karl<|>Rösner, Karl",1804-06-19,1869-07-13,Vienna (city),Steyr,architect<|>decorative artist<|>painter
https://data.rkd.nl/artists/46111,"Koudriachov, Ivan Aleksandrovich<|>Kudriaschov, Ivan Alekseevich<|>Kudrjasev, Ivan Alekseevic<|>Kudrjasov, Ivan Alekseevic<|>Kudryashev, Ivan<|>Kudryashov, Iwan<|>Kuryashev, Ivan Alekseevich",1896,1970/1972,Kaluga (city),Moscow (city),collagist<|>designer<|>draftsperson<|>graphic artist<|>manufacturer of gouaches<|>painter<|>watercolorist
https://data.rkd.nl/artists/4730,"Bartezaghi, Luigi<|>Bartezago, Luigi<|>Bartezati, Luigi<|>Bartezato, Luigi<|>Bartezatti, Luigi<|>Bartezzati, Luigi",1820,1905,Milan,Milan,designer<|>lithographer<|>painter<|>photographer
https://data.rkd.nl/artists/319057,"Stoeckli, Felix",1926-05-31,1999-10-26,Aarau,Sankt Gallen (canton),furniture designer<|>interior designer<|>painter
https://data.rkd.nl/artists/246819,"Bocaccio, Giuseppe<|>Boccaccio, Giuseppe",1790/1791,1852-02-05,Colorno,Colorno,designer<|>painter<|>set painter
https://data.rkd.nl/artists/203817,"Artemoff, Georges<|>Artemov, Georgi<|>Artemov, Georgij Kalistratovic",1892-02-17,1965-07-09,Uryupinsk,Revel (Haute-Garonne),designer<|>draftsperson<|>painter<|>sculptor
https://data.rkd.nl/artists/257962,"Palanti, Giuseppe",1881-07-30,1946-04-23,Milan,Milan,academy lecturer<|>architect<|>ceramic designer<|>draftsperson<|>furniture designer<|>graphic artist<|>illustrator<|>interior decorator<|>painter<|>pastelist<|>urban designer<|>watercolorist
https://data.rkd.nl/artists/264838,"Zollinger, Friedrich",1880-03-31,1945-04-19,Wiesbaden (city),Rosenheim (Oberbayern),architect
https://data.rkd.nl/artists/440036,"Chochol, Josef",1880-12-13,1956-07-06,Písek (South Bohemia),Prague,architect
https://data.rkd.nl/artists/69482,"Fummacchini, Orazio<|>Samacchini, Orazio<|>Sammocchini, Orazio<|>Sannacchini, Orazio<|>Somacchini, Orazio",1532-12-20,1577-06-12,Bologna (city),Bologna (city),architect<|>designer<|>draftsperson<|>engraver (printmaker)<|>fresco painter<|>painter
https://data.rkd.nl/artists/43833,"Kelterborn, Ludwig Adam",1811-02-15,1878-06-06,Hannover (city),Basel (Switzerland),caricaturist<|>designer<|>draftsperson<|>painter
https://data.rkd.nl/artists/244450,"Coulon, Jean",1678-07-26,1760-02/1760-02-13,Marseille,Amsterdam (city),architect<|>draftsperson
https://data.rkd.nl/artists/42896,"Jordens, Barend",1888-12-17,1972-04-03,Amsterdam (city),Amsterdam (city),academy lecturer<|>architectural sculptor<|>ceramicist<|>furniture designer<|>glass designer<|>medalist<|>monumental artist<|>painter<|>sculptor<|>watercolorist
https://data.rkd.nl/artists/4572,"Barocci, Federico<|>Baroccio, Federico<|>Federico Fiori da Urbino<|>Fiori da Urbino, Federico<|>Fiori, Federico",1528/1535,1612-09-30,Urbino,Urbino,architect<|>designer<|>engraver (printmaker)<|>fresco painter<|>painter
https://data.rkd.nl/artists/362765,"Illmer, Hans",1878-02-02,1936-03-10,Fiss,Fiss,architect
https://data.rkd.nl/artists/95171,"Oomen, Wim",1917-02-09,2011-05-10,Oud-Beijerland,Breda (place),architect<|>painter
https://data.rkd.nl/artists/353656,"Mann, Gother Victor Fyers",1863,1948,Sydney (Australia),Sydney (Australia),architect<|>painter<|>watercolorist
https://data.rkd.nl/artists/122399,"Brinkman, Michiel",1873,1925,Rotterdam (city),Rotterdam (city),architect
https://data.rkd.nl/artists/91557,"Marlier, Marcel",1929,2011-01-18,Jemappes,Doornik,designer<|>illustrator<|>painter
https://data.rkd.nl/artists/374310,"Bachiene, Louise",1870,1963,Java (island),Beaussiet (hist.),designer<|>illustrator
https://data.rkd.nl/artists/102888,"Stang, Rudolf<|>Stang, Rudolf (professor)",1831-11-26,1927-01-02,Düsseldorf (city),Boppard (Marienburg),designer<|>draftsperson<|>engraver (printmaker)<|>etcher<|>painter<|>professor
https://data.rkd.nl/artists/18312,"Cordel, Willem",1884-06-07,1967-03-04,Utrecht (city),The Hague (city),designer<|>draftsperson<|>graphic designer
https://data.rkd.nl/artists/59938,"Norden, Hans van",1915-12-03,2011-07-01,Bussum,Amsterdam (city),academy lecturer<|>author<|>designer<|>draftsperson<|>etcher<|>glass painter<|>graphic artist<|>lithographer<|>monumental artist<|>mosaicist<|>painter<|>pen draftsperson<|>textile artist<|>wall painter<|>watercolorist
https://data.rkd.nl/artists/1164,"Alkan, Samuel (I)<|>Alken, Samuel (I)<|>Alkin, Samuel (I)",1756-10-22,1815-10-30,London (England),London (England),architect<|>art theorist<|>designer<|>draftsperson<|>painter<|>print artist<|>sculptor<|>woodcarver
https://data.rkd.nl/artists/121343,"Borst, Dini",1953-09-22,2016-08-14,"Ede (place, Gelderland)",Dordrecht (city),designer<|>draftsperson<|>new media artist<|>painter<|>print artist
https://data.rkd.nl/artists/12819,"Broek, Willem Fredrik ten<|>Broek, Wim ten",1905-01-02,1993-12-28,Amsterdam (city),"Hoorn (place, North Holland)",designer<|>draftsperson<|>graphic designer<|>monumental artist<|>painter<|>pen draftsperson<|>wall painter<|>watercolorist
https://data.rkd.nl/artists/123146,"Ris, Günter F.<|>Ris, Günter Ferdinand",1928-05-16,2005-05-15,Leverkusen,Darmstadt (city),designer<|>light artist<|>painter<|>sculptor
https://data.rkd.nl/artists/71481,"Schwaiger, Hans<|>Schwaiger, Hanus",1854-06-28,1912-06-17,Jindrichuv Hradec,Prague,designer<|>engraver (printmaker)<|>painter<|>watercolorist
https://data.rkd.nl/artists/268269,"Limperg, Koen",1908-07-19,1943-07-01,Amsterdam (city),Bloemendaal (place),architect<|>designer<|>publicist<|>textile designer
https://data.rkd.nl/artists/6702,"Beran, Gustav<|>Beran, Gustav Josef",1912-10-17,2006,Vienna (city),Bern (city),decorative artist<|>designer<|>graphic designer<|>industrial designer<|>jewelry designer
https://data.rkd.nl/artists/18314,"Cordemeijer, André<|>Cordemeyer, A.R.<|>Cordemeyer, André",1924,1998,Bussum,Spain,industrial designer
https://data.rkd.nl/artists/243762,"Poppel, Johann Gabriel Friedrich",1807-05-14,1882-08-06,Hammer (Mittelfranken),"Ammerland (place, Bavaria)",architect<|>draftsperson<|>painter<|>print artist<|>publisher<|>watercolorist
https://data.rkd.nl/artists/307265,"Luzzati, Emanuele",1921-06-03,2007-01-26,Genoa,Genoa,ceramicist<|>designer<|>fresco painter<|>graphic artist<|>painter
https://data.rkd.nl/artists/255832,"Nieukerken, Johannes Jacobus van",1854-02-22,1913-10-05,"Middelburg (city, Zeeland)",The Hague (city),architect<|>draftsperson
https://data.rkd.nl/artists/130695,"Pittoni, Antonio",1650,1728-01-05,Kranj (Slovenia),Venice,architect<|>sculptor
https://data.rkd.nl/artists/77636,"Dzhin-Dzhikh-Shvil, Aleksandr Grigorevich<|>Dzhin-Dzhikh-Zvil, Aleksandr Grigorevich<|>Dzin-Dzich-Svil, Aleksandr<|>Tischler, Alexander<|>Tyschler, Alexander<|>Tyshler, Aleksandr Grigor'yevich<|>Tyshler, Aleksandr Grigorevich<|>Tysjler, Alexander<|>Tysler, Aleksandr Grigor'evic",1898-07-26,1980-06-23,Melitopol (Ukraine),Moscow (city),cinematographer<|>decorative painter of interiors<|>designer<|>graphic artist<|>illustrator<|>painter<|>scenographer<|>sculptor<|>watercolorist
https://data.rkd.nl/artists/27265,"Fal'k, Robert Rafailovich<|>Fal'k, Roman Rafailivic<|>Falk, Robert Rafailovich<|>Falk, Robert Rafailovitch<|>Falk, Robert Rafailowitsch<|>Falk, Roman Robert Rafailovich<|>Klaf Trebor<|>Trebor, Klaf",1886-11-08,1958-10-01,Moscow (city),Moscow (city),academy lecturer<|>designer<|>draftsperson<|>graphic artist<|>manufacturer of gouaches<|>painter<|>professor<|>scenographer<|>watercolorist
https://data.rkd.nl/artists/34515,"Guglielmi, Gregorio",1714,1773,Rome,Sint-Petersburg (city),designer<|>draftsperson<|>fresco painter<|>painter
https://data.rkd.nl/artists/313878,"Telingater, Solomon Benedictovitsch<|>Telingater, Solomon Benediktovich<|>Telingator, Solomon Benediktovich",1903-05-12,1969-10-01,Tbilisi (Georgia),Moscow (city),collagist<|>designer<|>graphic artist<|>graphic designer<|>illustrator<|>photographer<|>publicist<|>typographer
https://data.rkd.nl/artists/383497,"Cole, Henry<|>Cole, Henry (Sir)<|>Cole, Henry Summerly Felix<|>Cole, Sir Henry",1808-07-15,1882-04-18,Bath (England),London (England),architect<|>author<|>designer<|>etcher<|>painter<|>photographer
https://data.rkd.nl/artists/486784,"Diriksen, Rodrigo<|>Dirksen, Rodrigo<|>Holanda, Rodrigo de<|>Rodrigo de Holanda",1540,1599,Oudenberg,"Madrid (city, Spain)",cartoon draughtsperson<|>conservator (restorer)<|>court painter<|>designer<|>painter
https://data.rkd.nl/artists/423327,"Bruyn, Guillaume de<|>Bruyn, Willem de",1649-03/1649-03-31,1719-04-11,Brussels,Brussels,architect<|>court architect<|>draftsperson
https://data.rkd.nl/artists/434487,"Hannig, Julius Robert<|>Hannig, Robert",1866-07-07,1931,Legnica,Tabarz,designer<|>sculptor
https://data.rkd.nl/artists/306926,"Lauterbach, Johann Balthasar",1655/1665,1694-04-20,Ulm,Wolfenbüttel (place),architect
https://data.rkd.nl/artists/5707,"Beeke, Anthon<|>Beeke, Anthonie Johannes",1940-03-11,2018-09-25,Amsterdam (city),Amsterdam (city),cartoonist<|>designer<|>environmental artists<|>graphic artist<|>graphic designer<|>painter<|>photographer
https://data.rkd.nl/artists/352664,"John, Erich<|>John, Erich Wilhelm",1907-06-10,1993,Marktredwitz,Krefeld,designer<|>draftsperson<|>graphic artist<|>industrial designer<|>painter
https://data.rkd.nl/artists/4070,"Balla, Giacomo",1871-07-18,1958-03-01,Turin,Rome,ceramicist<|>choreographer<|>collagist<|>decorative painter of interiors<|>designer<|>draftsperson<|>fresco painter<|>furniture designer<|>illustrator<|>light artist<|>manufacturer of gouaches<|>painter<|>pastelist<|>pen draftsperson<|>sculptor<|>watercolorist
https://data.rkd.nl/artists/1921,"Anink, Bob<|>Anink, Johannes Henricus Josef Alphonsus Maria",1913-12-16,1996-06-05,Amsterdam (city),Blaricum (municipality),decorative artist<|>designer<|>enameler<|>jeweler (craftsperson)<|>medalist
https://data.rkd.nl/artists/349726,"Ryndin, Vadim Fedorovic<|>Ryndin, Vadim Fedorovich",1902-01-15,1974-04-09,Moscow (city),Moscow (city),designer<|>draftsperson<|>painter<|>set painter<|>watercolorist
https://data.rkd.nl/artists/124987,"Ritter, Erasmus",1726,1805-06-30,Bern (city),Bern (city),architect<|>draftsperson
https://data.rkd.nl/artists/30034,"Galland, Louis Victor<|>Galland, Pierre-Victor",1822-07-15,1892-11-30,Geneva (city),Paris (city),designer<|>goldsmith<|>illustrator<|>painter<|>teacher<|>wall painter
https://data.rkd.nl/artists/11199,"Bassoli, karlo<|>Bossoli, Carlo",1815-12-06,1884-08-01,Lugano,Turin,copyist<|>court painter<|>decorative painter of interiors<|>designer<|>draftsperson<|>lithographer<|>painter<|>photographer<|>watercolorist
https://data.rkd.nl/artists/516469,"Gierdegom, Josephus Franciscus van",1760-10-12,1844-05-07,Brugge,Brugge,architect
https://data.rkd.nl/artists/80613,"Verschaffelt, Maximilian Joseph von<|>Verschaffelt, Maximilian von",1754,1818,Mannheim,Vienna (city),architect<|>draftsperson<|>sculptor
https://data.rkd.nl/artists/104530,"Weij, Adriaan Frederik van der<|>Wey, Adriaan Frederik van der",1885,1969,Zaandam,Velp (Gelderland),furniture designer
https://data.rkd.nl/artists/100493,"André, Louis Jules",1819-06-24,1890-01-30,Paris (city),Paris (city),architect<|>draftsperson<|>watercolorist
https://data.rkd.nl/artists/83158,"Weber, Carel<|>Weber, Carel Eugène Maria Hubert<|>Weber, Carl (1820-1908)<|>Weber, Charles (1820-1908)<|>Weber, Karel Eugène Maria Hubert<|>Weeber, Karl (1820-1908)",1820-10-18,1908,Cologne (city),Roermond (city),architect
https://data.rkd.nl/artists/325855,"Fuchs, Ruth<|>Schaumann, Ruth<|>Schaumann, Ruth Anne Marie",1899-08-24,1975-03-13,Hamburg (city),Munich,designer<|>draftsperson<|>painter<|>poet<|>sculptor<|>silhouette artist
https://data.rkd.nl/artists/73032,"Slegt, Jacob<|>Slegt, Jakop",1934-09-05,1990-12-14,Weesp (place),Weesp (place),draftsperson<|>interior designer<|>painter
https://data.rkd.nl/artists/37897,"Aguilar, Francisco de Herrera y<|>De Herrera, Francisco<|>Herrera y Aguilar, Francisco<|>Herrera, Francisco (I)<|>Herrera, Francisco (el Viejo)<|>Herrera, Francisco de",1589/1591,1654-12/1654-12-29,Sevilla (city),"Madrid (city, Spain)",architect<|>engraver (printmaker)<|>painter
https://data.rkd.nl/artists/21177,"De Winter, Jan<|>Duncan<|>Winter, Jan de",1936-07-16,2020-08-13,Mechelen (Antwerp),Vlaams-Brabant (province),cartoonist<|>designer<|>painter<|>scenographer
https://data.rkd.nl/artists/65622,"Rafaël<|>Raffael<|>Raffaello<|>Raffaello Santi da Urbino<|>Raffaello Sanzio<|>Raphael<|>Santi, Raffaello<|>Santi, Raphael<|>Sanzio, Raffaello",1483-03-28/1483-04-07,1520-04-07,Urbino,Rome,architect<|>court painter<|>designer<|>draftsperson<|>fresco painter<|>painter<|>sculptor
https://data.rkd.nl/artists/62744,"Perrachon, André<|>Perrachon, André-Benoît",1827/1828,1909-01,Lyon,Lyon,designer<|>draftsperson<|>painter<|>textile artist
https://data.rkd.nl/artists/460995,"Roth, F.J.R.<|>Roth, Franz Joseph<|>Rothe, Franz Joseph",1690-01-29,1758-03-07,Vienna (city),Gelchsheim,architect<|>sculptor<|>stuccoist
https://data.rkd.nl/artists/257528,"Savignac, Raymond",1907-11-06,2002-10-28,Paris (city),Trouville-sur-Mer (Basse-Normandie),designer
https://data.rkd.nl/artists/429724,"Chute, John",1701-12-30,1776-05-27,The Vyne (Sherborne St John),The Vyne (Sherborne St John),architect<|>draftsperson
https://data.rkd.nl/artists/31964,"Carpi, Girolamo da<|>Girolama da Ferrara<|>Girolamo da Carpi<|>Livizzani, Girolamo de'<|>Sellari, Giralamo da",1501,1556/1557,Ferrara (city),Ferrara (city),architect<|>designer<|>draftsperson<|>fresco painter<|>painter<|>sculptor<|>set painter
https://data.rkd.nl/artists/6170,"Bell, John",1811-08-19,1895-03-14,Norfolk (county),Kensington (Greater London),author<|>ceramicist<|>decorative artist<|>etcher<|>furniture designer<|>graphic artist<|>illustrator<|>painter<|>sculptor
https://data.rkd.nl/artists/72017,"Serov, Valentin Aleksandrovich<|>Serov, Valentin Alexandrovitch<|>Serov, Valentin Alexandrovitsj<|>Serow, Valentin Alexandrovich<|>Sjerov, Valentin Aleksandrovic<|>Ssjeroff, Valentin Alexandrowitsch",1865-01-07/1865-01-19,1911-11-22/1911-12-05,Sint-Petersburg (city),Moscow (city),academy lecturer<|>designer<|>draftsperson<|>graphic artist<|>illustrator<|>manufacturer of gouaches<|>painter<|>scenographer<|>set painter<|>watercolorist
https://data.rkd.nl/artists/49417,"Lentouloff, Aristarque<|>Lentuloff, Aristarch<|>Lentuloff, Aristarch Wassiljewitsch<|>Lentulov, Aristarkh Vasilevich",1882-01-16,1943-04-15,Nizhniy Lomov,Moscow (city),academy lecturer<|>decorative painter of interiors<|>designer<|>draftsperson<|>graphic artist<|>manufacturer of gouaches<|>monumental artist<|>painter<|>scenographer<|>watercolorist
https://data.rkd.nl/artists/425389,"Toft, Albert",1862-06-03,1949-12-18,Birmingham (Great Britain),Worthing (West Sussex),designer<|>draftsperson<|>medalist<|>modeler<|>sculptor
https://data.rkd.nl/artists/352900,"Brouwer, Bert (1844-1891)<|>Brouwer, Lambertus Augustus",1844-02-02,1891-05-03,Amsterdam (city),Nijmegen (city),architect<|>engineer
https://data.rkd.nl/artists/74882,"Antonio Falconeto<|>Falconeto, Antonio<|>Falconeto, Gian Maria<|>Falconeto, Stefano<|>Gian Maria Falconeto<|>Master Stefano of France<|>Stefano Falconeto<|>Stefano da Francia<|>Stefano da Gebeto<|>Stefano da Verona<|>Stefano da Zevio<|>Stefano di Francia<|>Stefano di Giovanni da Verona<|>Stefano di Giovanni da Verona da Zevio<|>Stefano di Giovanni da Zevio",1374/1375,1450/1451,"Padua (city)<|>Paris (city)<|>Verona (city, Italy)","Verona (city, Italy)",designer<|>painter<|>sculptor
https://data.rkd.nl/artists/316726,"Fischer, József",1901-04-12,1995-02-23,Budapest (city),Budapest (city),architect<|>urban designer
https://data.rkd.nl/artists/289688,"Alberti, Matteo<|>Alberti, Matteo Giovanni",1647-11-18,1735-12-24,Venice,Venice,architect<|>engineer
https://data.rkd.nl/artists/328856,"Aublet, Félix",1903-02-25,1978,Tunis,Menton,architect<|>commercial artist<|>furniture designer<|>painter
https://data.rkd.nl/artists/66236,"Re-Mi<|>Re-Mi, Nikolaj<|>Remisoff, Nicolay<|>Remizov, Nikolai Vladimirovich<|>Remizov, Nikolaj Vladimirovic<|>Vasil'ev, Nikolaj Vladimirovic",1887-05-06/1887-05-20,1975-08-04,Sint-Petersburg (city),Palm Springs (California),author<|>designer<|>draftsperson<|>graphic artist<|>illustrator<|>manufacturer of gouaches<|>painter<|>scenographer<|>watercolorist
https://data.rkd.nl/artists/64427,"Post, Pieter<|>Post, Pieter Jansz.",1608-04/1608-05-01,1669-05/1669-05-08,Haarlem (city),The Hague (city),architect<|>court architect<|>court painter<|>decorative painter of interiors<|>draftsperson<|>painter<|>print artist
