s,name,birthdate,deathdate,birthplace,deathplace,occupation
https://data.rkd.nl/artists/335629,"Lempke, Catharina Margaretha of Marthina<|>Lempke, Eta<|>Lempke, Etha",1909-04-10,1991-02-09,Amsterdam,Amsterdam,ceramicist<|>designer<|>decorative artist
https://data.rkd.nl/artists/17343,"Cluysenaar, Jean Pierre<|>Cluysenaer, Jean Pierre",1811-03-28,1880-02-16,Kampen,Brussels,architect
https://data.rkd.nl/artists/70276,"Scheiner, Jakob",1821-11-08,1911-11-08,Siegen,Potsdam,architect<|>photographer<|>painter
https://data.rkd.nl/artists/463778,"Andersson, Erik Johan<|>Jerken, Erik",1898-06-17,1947-10-27,Stockholm,Stockholm,designer<|>cinematographer<|>painter<|>graphic artist<|>draftsperson
https://data.rkd.nl/artists/277905,"Metzelaar, Willem Cornelis",1848-08-09,1918-08-18,Rotterdam,The Hague,architect
https://data.rkd.nl/artists/21473,"Deiters, Heinrich",1840-09-05,1916-07-29,Münster,Düsseldorf,illustrator<|>architect<|>art theorist<|>painter
https://data.rkd.nl/artists/75658,"Strathmann, Carl",1866-09-11,1939-11-08,Düsseldorf,Munich,designer<|>painter
https://data.rkd.nl/artists/84247,"Wiertz, Pauline",1955-05-16,2019-04-26,Amsterdam,Amsterdam,jewelry designer<|>sculptor<|>designer<|>installation artist<|>ceramicist
https://data.rkd.nl/artists/14688,"Caffà, Melchior<|>Caffà, Melchiorre<|>Cafà, Melchior<|>Cafà, Melchiorre<|>Gafar, Melchior<|>Gafar, Melchiorre<|>Gafà, Melchior<|>Gafà, Melchiorre",,,Birgu,Rome,draftsperson<|>architect<|>sculptor
https://data.rkd.nl/artists/2915,"Audran, Claude (1658-1734)<|>Audran, Claude (III)",1658-08-25,1734-05-27,Lyon,Paris,designer<|>draftsperson<|>tapestry designer<|>painter
https://data.rkd.nl/artists/342200,"Birstinger, Leopold",1903-10-30,1983-08-15,Vienna,Vienna,designer<|>watercolorist<|>wall painter<|>painter<|>pastelist<|>graphic artist<|>mosaicist
https://data.rkd.nl/artists/483039,"Beauclair, Gotthard de",1907-07-24,1992-03-31,Ascona,Breisgau,designer<|>book printer<|>typographer<|>publisher
https://data.rkd.nl/artists/67110,"Rinsema, Thijs<|>Rinsema, Thye",1877-06-18,1947-03-01,Drachten,Smallingerland,pen draftsperson<|>painter<|>collagist<|>draftsperson<|>furniture designer<|>manufacturer of gouaches
https://data.rkd.nl/artists/388612,"Ebert, Wils",1909-04-17,1979-06-24,Germany,Berlin,designer<|>architect
https://data.rkd.nl/artists/363413,"Buhrman, Jan Anthonij",1806-12-11,1886-01-03,Amsterdam,Amsterdam,architectural draftsperson
https://data.rkd.nl/artists/13805,"Buckler, John",1770-11-30,1851-12-06,Calbourne,London,architect<|>watercolorist<|>painter<|>etcher<|>draftsperson
https://data.rkd.nl/artists/22669,"Abramo van Diepenbecck<|>Abramo van Diepenbeke<|>Diepenbecke, Abraham van<|>Diepenbeeck, Abraham Jansz. van<|>Diepenbeeck, Abraham van<|>Diepenbeek, Abraham van<|>Dipendael, Abraham",,,Den Bosch,Antwerp,tapestry designer<|>glass painter<|>print artist<|>designer<|>grisaillist<|>painter<|>draftsperson
https://data.rkd.nl/artists/12358,"Brandis, Geraldo Abraham Brender à<|>Brender à Brandis, Geraldo Abraham<|>Brender à Brandis, Gerard Abraham",1878-03-21,1971-07-17,The Hague,Blaricum,graphic designer<|>sculptor<|>designer<|>painter<|>lithographer<|>draftsperson<|>jeweler (craftsperson)
https://data.rkd.nl/artists/49840,"Leijden, Ernst<|>Leyden, Ernst<|>Leyden, Ernst van<|>Leyden, Oscar Moritz Ernst",1892-05-16,1969-11-08,Rotterdam,Montfort-l'Amaury,sculptor<|>pen draftsperson<|>architect<|>watercolorist<|>painter<|>lithographer<|>pastelist<|>collagist<|>draftsperson
https://data.rkd.nl/artists/122823,"Scheibe, Richard",1879-04-19,1964-10-06,Chemnitz,Berlin,sculptor<|>academy lecturer<|>architectural sculptor<|>medalist<|>ceramic designer<|>draftsperson
https://data.rkd.nl/artists/17212,"Clercq, Samuel de<|>Clerq, Samuel de",1876-05-22,1962-03-19,Amsterdam,The Hague,architect
https://data.rkd.nl/artists/429789,"Ponzi, Flaminio<|>Ponzii, Flaminio<|>Ponzio, Flaminio",1560-11-08,1613-04-03,Milan<|>Viggiù,Rome,architect
https://data.rkd.nl/artists/53119,"Marselier, Louis<|>Masrelier, Louis<|>Masreliez, Louis Adrien",1748-11-08,1810-03-19,Paris,Stockholm,collector<|>architect<|>painter<|>medalist<|>set painter<|>decorative painter of furniture<|>draftsperson<|>etcher<|>ceramic designer<|>interior decorator<|>textile designer<|>court artist<|>furniture designer<|>mosaicist
https://data.rkd.nl/artists/341498,"Hope of Deepdene, Thomas<|>Hope, Thomas",1769-08-30,1831-02-03,Amsterdam,London,draftsperson<|>architect<|>art collector<|>painter
https://data.rkd.nl/artists/28946,"Francia, Domenico",1702-10-19,1758-08-08,Bologna,Bologna,perspective painter<|>architect<|>painter<|>engineer<|>set painter
https://data.rkd.nl/artists/129183,"Andrea Mediolanensis<|>Andrea Milanese<|>Andrea a chavalo<|>Andrea da Como<|>Andrea da Milano<|>Andrea de Brugnonibus<|>Andrea de Monte Caballo<|>Andrea lapicida<|>Andrea marmorarius<|>Andrea scarpellino<|>Bregno, Andrea",1418-11-08,1503-11-08,Osteno,Rome,architect<|>sculptor
https://data.rkd.nl/artists/24476,"Breuck, Jacob de (I)<|>Breuck, Jacques de (I)<|>Breuque, Jaques de<|>Broeucq, Jacques du<|>Broeucque, Jacob de<|>Du Broeucq, Jacques<|>Du Brouec, Jacques<|>Du Brouecq, Jacques<|>Dubroeucq, Jacques (I)",,1584-09-30,Mons,Mons,court architect<|>architect<|>draftsperson<|>sculptor
https://data.rkd.nl/artists/29211,"Franz, Piet",1922-09-20,1991-06-21,Rijswijk,The Hague,sculptor<|>designer<|>pen draftsperson<|>painter<|>draftsperson
https://data.rkd.nl/artists/80065,"Verbeij, Theo<|>Verbeij, Theodorus Johannes",1912-04-10,2005-01-12,Den Helder,Voorschoten,designer<|>typographer
https://data.rkd.nl/artists/8977,"Bleekrode, Meijer",1896-02-13,1943-04-23,Amsterdam,Sobibor,graphic designer<|>designer<|>editorial cartoonist<|>painter<|>lithographer<|>etcher<|>graphic artist
https://data.rkd.nl/artists/50827,"Loontjens, Huub<|>Loontjens, T.J.H.<|>Loontjens, Toussaint Joseph Hubert<|>Loontjes, Toussaint Joseph Hubert",1906-11-01,1979-04-05,Maastricht,Amsterdam,interior architect<|>pen draftsperson<|>architect<|>wall painter<|>painter<|>glass artist<|>draftsperson<|>mosaicist
https://data.rkd.nl/artists/16418,"Charlemont, Eduard",1848-08-02,1906-02-07,Vienna,Vienna,designer<|>draftsperson<|>wall painter<|>painter
https://data.rkd.nl/artists/461223,"Wachsman, Alois",1898-05-14,1942-05-16,Prague,Jícin,architect<|>painter
https://data.rkd.nl/artists/50429,"Livemont, Henri Antoine Théodore<|>Livemont, Privat<|>Privat Livemont, Henri",1861-10-09,1936-10-04,Schaarbeek,Schaarbeek,designer<|>wall painter<|>painter<|>lithographer<|>draftsperson
https://data.rkd.nl/artists/315886,"Parisi, Ico",1916-11-08,1996-11-08,Palermo,Como,architect
https://data.rkd.nl/artists/2812,"Astley, John",,1787-11-14,Wem,Dukinfield,architect<|>copyist<|>painter
https://data.rkd.nl/artists/311101,"Roesner, Karl<|>Rösner, Karl",1804-06-19,1869-07-13,Vienna,Steyr,architect<|>decorative artist<|>painter
https://data.rkd.nl/artists/46111,"Koudriachov, Ivan Aleksandrovich<|>Kudriaschov, Ivan Alekseevich<|>Kudrjasev, Ivan Alekseevic<|>Kudrjasov, Ivan Alekseevic<|>Kudryashev, Ivan<|>Kudryashov, Iwan<|>Kuryashev, Ivan Alekseevich",1896-11-08,,Kaluga,Moscow,designer<|>watercolorist<|>painter<|>graphic artist<|>collagist<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/4730,"Bartezaghi, Luigi<|>Bartezago, Luigi<|>Bartezati, Luigi<|>Bartezato, Luigi<|>Bartezatti, Luigi<|>Bartezzati, Luigi",1820-11-08,1905-11-08,Milan,Milan,designer<|>lithographer<|>photographer<|>painter
https://data.rkd.nl/artists/319057,"Stoeckli, Felix",1926-05-31,1999-10-26,Aarau,Sankt Gallen,painter<|>furniture designer<|>interior designer
https://data.rkd.nl/artists/246819,"Bocaccio, Giuseppe<|>Boccaccio, Giuseppe",,1852-02-05,Colorno,Colorno,designer<|>set painter<|>painter
https://data.rkd.nl/artists/203817,"Artemoff, Georges<|>Artemov, Georgi<|>Artemov, Georgij Kalistratovic",1892-02-17,1965-07-09,Uryupinsk,Revel,designer<|>draftsperson<|>sculptor<|>painter
https://data.rkd.nl/artists/257962,"Palanti, Giuseppe",1881-07-30,1946-04-23,Milan,Milan,academy lecturer<|>architect<|>watercolorist<|>painter<|>pastelist<|>illustrator<|>interior decorator<|>graphic artist<|>ceramic designer<|>draftsperson<|>furniture designer<|>urban designer
https://data.rkd.nl/artists/264838,"Zollinger, Friedrich",1880-03-31,1945-04-19,Wiesbaden,Rosenheim,architect
https://data.rkd.nl/artists/440036,"Chochol, Josef",1880-12-13,1956-07-06,Písek,Prague,architect
https://data.rkd.nl/artists/69482,"Fummacchini, Orazio<|>Samacchini, Orazio<|>Sammocchini, Orazio<|>Sannacchini, Orazio<|>Somacchini, Orazio",1532-12-20,1577-06-12,Bologna,Bologna,designer<|>engraver (printmaker)<|>architect<|>painter<|>fresco painter<|>draftsperson
https://data.rkd.nl/artists/43833,"Kelterborn, Ludwig Adam",1811-02-15,1878-06-06,Hannover,Basel,caricaturist<|>draftsperson<|>designer<|>painter
https://data.rkd.nl/artists/244450,"Coulon, Jean",1678-07-26,,Marseille,Amsterdam,draftsperson<|>architect
https://data.rkd.nl/artists/42896,"Jordens, Barend",1888-12-17,1972-04-03,Amsterdam,Amsterdam,sculptor<|>academy lecturer<|>architectural sculptor<|>glass designer<|>painter<|>ceramicist<|>medalist<|>watercolorist<|>furniture designer<|>monumental artist
https://data.rkd.nl/artists/4572,"Barocci, Federico<|>Baroccio, Federico<|>Federico Fiori da Urbino<|>Fiori da Urbino, Federico<|>Fiori, Federico",,1612-09-30,Urbino,Urbino,designer<|>engraver (printmaker)<|>architect<|>painter<|>fresco painter
https://data.rkd.nl/artists/362765,"Illmer, Hans",1878-02-02,1936-03-10,Fiss,Fiss,architect
https://data.rkd.nl/artists/95171,"Oomen, Wim",1917-02-09,2011-05-10,Oud-Beijerland,Breda,architect<|>painter
https://data.rkd.nl/artists/353656,"Mann, Gother Victor Fyers",1863-11-08,1948-11-08,Sydney,Sydney,architect<|>watercolorist<|>painter
https://data.rkd.nl/artists/122399,"Brinkman, Michiel",1873-11-08,1925-11-08,Rotterdam,Rotterdam,architect
https://data.rkd.nl/artists/91557,"Marlier, Marcel",1929-11-08,2011-01-18,Jemappes,Doornik,designer<|>illustrator<|>painter
https://data.rkd.nl/artists/374310,"Bachiene, Louise",1870-11-08,1963-11-08,Java,Beaussiet,designer<|>illustrator
https://data.rkd.nl/artists/102888,"Stang, Rudolf<|>Stang, Rudolf (professor)",1831-11-26,1927-01-02,Düsseldorf,Boppard,designer<|>engraver (printmaker)<|>painter<|>professor<|>etcher<|>draftsperson
https://data.rkd.nl/artists/18312,"Cordel, Willem",1884-06-07,1967-03-04,Utrecht,The Hague,designer<|>graphic designer<|>draftsperson
https://data.rkd.nl/artists/59938,"Norden, Hans van",1915-12-03,2011-07-01,Bussum,Amsterdam,glass painter<|>academy lecturer<|>designer<|>monumental artist<|>pen draftsperson<|>watercolorist<|>wall painter<|>painter<|>lithographer<|>etcher<|>graphic artist<|>textile artist<|>draftsperson<|>author<|>mosaicist
https://data.rkd.nl/artists/1164,"Alkan, Samuel (I)<|>Alken, Samuel (I)<|>Alkin, Samuel (I)",1756-10-22,1815-10-30,London,London,woodcarver<|>sculptor<|>print artist<|>designer<|>architect<|>painter<|>draftsperson<|>art theorist
https://data.rkd.nl/artists/121343,"Borst, Dini",1953-09-22,2016-08-14,Ede,Dordrecht,print artist<|>designer<|>painter<|>draftsperson<|>new media artist
https://data.rkd.nl/artists/12819,"Broek, Willem Fredrik ten<|>Broek, Wim ten",1905-01-02,1993-12-28,Amsterdam,Hoorn,graphic designer<|>designer<|>pen draftsperson<|>watercolorist<|>wall painter<|>painter<|>draftsperson<|>monumental artist
https://data.rkd.nl/artists/123146,"Ris, Günter F.<|>Ris, Günter Ferdinand",1928-05-16,2005-05-15,Leverkusen,Darmstadt,designer<|>light artist<|>sculptor<|>painter
https://data.rkd.nl/artists/71481,"Schwaiger, Hans<|>Schwaiger, Hanus",1854-06-28,1912-06-17,Jindrichuv Hradec,Prague,designer<|>painter<|>watercolorist<|>engraver (printmaker)
https://data.rkd.nl/artists/268269,"Limperg, Koen",1908-07-19,1943-07-01,Amsterdam,Bloemendaal,designer<|>textile designer<|>architect<|>publicist
https://data.rkd.nl/artists/6702,"Beran, Gustav<|>Beran, Gustav Josef",1912-10-17,2006-11-08,Vienna,Bern,graphic designer<|>jewelry designer<|>industrial designer<|>designer<|>decorative artist
https://data.rkd.nl/artists/18314,"Cordemeijer, André<|>Cordemeyer, A.R.<|>Cordemeyer, André",1924-11-08,1998-11-08,Bussum,Spain,industrial designer
https://data.rkd.nl/artists/243762,"Poppel, Johann Gabriel Friedrich",1807-05-14,1882-08-06,Hammer,Ammerland,print artist<|>architect<|>watercolorist<|>painter<|>draftsperson<|>publisher
https://data.rkd.nl/artists/307265,"Luzzati, Emanuele",1921-06-03,2007-01-26,Genoa,Genoa,designer<|>painter<|>ceramicist<|>fresco painter<|>graphic artist
https://data.rkd.nl/artists/255832,"Nieukerken, Johannes Jacobus van",1854-02-22,1913-10-05,Middelburg,The Hague,draftsperson<|>architect
https://data.rkd.nl/artists/130695,"Pittoni, Antonio",1650-11-08,1728-01-05,Kranj,Venice,architect<|>sculptor
https://data.rkd.nl/artists/77636,"Dzhin-Dzhikh-Shvil, Aleksandr Grigorevich<|>Dzhin-Dzhikh-Zvil, Aleksandr Grigorevich<|>Dzin-Dzich-Svil, Aleksandr<|>Tischler, Alexander<|>Tyschler, Alexander<|>Tyshler, Aleksandr Grigor'yevich<|>Tyshler, Aleksandr Grigorevich<|>Tysjler, Alexander<|>Tysler, Aleksandr Grigor'evic",1898-07-26,1980-06-23,Melitopol,Moscow,sculptor<|>designer<|>scenographer<|>watercolorist<|>cinematographer<|>painter<|>illustrator<|>graphic artist<|>decorative painter of interiors
https://data.rkd.nl/artists/27265,"Fal'k, Robert Rafailovich<|>Fal'k, Roman Rafailivic<|>Falk, Robert Rafailovich<|>Falk, Robert Rafailovitch<|>Falk, Robert Rafailowitsch<|>Falk, Roman Robert Rafailovich<|>Klaf Trebor<|>Trebor, Klaf",1886-11-08,1958-10-01,Moscow,Moscow,academy lecturer<|>designer<|>scenographer<|>watercolorist<|>painter<|>professor<|>graphic artist<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/34515,"Guglielmi, Gregorio",1714-11-08,1773-11-08,Rome,Sint-Petersburg,designer<|>draftsperson<|>fresco painter<|>painter
https://data.rkd.nl/artists/313878,"Telingater, Solomon Benedictovitsch<|>Telingater, Solomon Benediktovich<|>Telingator, Solomon Benediktovich",1903-05-12,1969-10-01,Tbilisi,Moscow,typographer<|>graphic designer<|>photographer<|>designer<|>publicist<|>illustrator<|>graphic artist<|>collagist
https://data.rkd.nl/artists/383497,"Cole, Henry<|>Cole, Henry (Sir)<|>Cole, Henry Summerly Felix<|>Cole, Sir Henry",1808-07-15,1882-04-18,Bath,London,photographer<|>designer<|>architect<|>painter<|>etcher<|>author
https://data.rkd.nl/artists/486784,"Diriksen, Rodrigo<|>Dirksen, Rodrigo<|>Holanda, Rodrigo de<|>Rodrigo de Holanda",1540-11-08,1599-11-08,Oudenberg,Madrid,designer<|>conservator (restorer)<|>painter<|>court painter<|>cartoon draughtsperson
https://data.rkd.nl/artists/423327,"Bruyn, Guillaume de<|>Bruyn, Willem de",,1719-04-11,Brussels,Brussels,court architect<|>architect<|>draftsperson
https://data.rkd.nl/artists/434487,"Hannig, Julius Robert<|>Hannig, Robert",1866-07-07,1931-11-08,Legnica,Tabarz,designer<|>sculptor
https://data.rkd.nl/artists/306926,"Lauterbach, Johann Balthasar",,1694-04-20,Ulm,Wolfenbüttel,architect
https://data.rkd.nl/artists/5707,"Beeke, Anthon<|>Beeke, Anthonie Johannes",1940-03-11,2018-09-25,Amsterdam,Amsterdam,graphic designer<|>photographer<|>designer<|>cartoonist<|>environmental artists<|>painter<|>graphic artist
https://data.rkd.nl/artists/352664,"John, Erich<|>John, Erich Wilhelm",1907-06-10,1993-11-08,Marktredwitz,Krefeld,industrial designer<|>designer<|>painter<|>graphic artist<|>draftsperson
https://data.rkd.nl/artists/4070,"Balla, Giacomo",1871-07-18,1958-03-01,Turin,Rome,sculptor<|>designer<|>pen draftsperson<|>watercolorist<|>painter<|>ceramicist<|>pastelist<|>fresco painter<|>furniture designer<|>draftsperson<|>illustrator<|>light artist<|>collagist<|>decorative painter of interiors<|>choreographer<|>manufacturer of gouaches
https://data.rkd.nl/artists/1921,"Anink, Bob<|>Anink, Johannes Henricus Josef Alphonsus Maria",1913-12-16,1996-06-05,Amsterdam,Blaricum,designer<|>medalist<|>decorative artist<|>enameler<|>jeweler (craftsperson)
https://data.rkd.nl/artists/349726,"Ryndin, Vadim Fedorovic<|>Ryndin, Vadim Fedorovich",1902-01-15,1974-04-09,Moscow,Moscow,designer<|>watercolorist<|>painter<|>set painter<|>draftsperson
https://data.rkd.nl/artists/124987,"Ritter, Erasmus",1726-11-08,1805-06-30,Bern,Bern,draftsperson<|>architect
https://data.rkd.nl/artists/30034,"Galland, Louis Victor<|>Galland, Pierre-Victor",1822-07-15,1892-11-30,Geneva,Paris,designer<|>goldsmith<|>painter<|>wall painter<|>illustrator<|>teacher
https://data.rkd.nl/artists/11199,"Bassoli, karlo<|>Bossoli, Carlo",1815-12-06,1884-08-01,Lugano,Turin,photographer<|>designer<|>watercolorist<|>painter<|>lithographer<|>court painter<|>draftsperson<|>decorative painter of interiors<|>copyist
https://data.rkd.nl/artists/516469,"Gierdegom, Josephus Franciscus van",1760-10-12,1844-05-07,Brugge,Brugge,architect
https://data.rkd.nl/artists/80613,"Verschaffelt, Maximilian Joseph von<|>Verschaffelt, Maximilian von",1754-11-08,1818-11-08,Mannheim,Vienna,draftsperson<|>architect<|>sculptor
https://data.rkd.nl/artists/104530,"Weij, Adriaan Frederik van der<|>Wey, Adriaan Frederik van der",1885-11-08,1969-11-08,Zaandam,Velp,furniture designer
https://data.rkd.nl/artists/100493,"André, Louis Jules",1819-06-24,1890-01-30,Paris,Paris,draftsperson<|>architect<|>watercolorist
https://data.rkd.nl/artists/83158,"Weber, Carel<|>Weber, Carel Eugène Maria Hubert<|>Weber, Carl (1820-1908)<|>Weber, Charles (1820-1908)<|>Weber, Karel Eugène Maria Hubert<|>Weeber, Karl (1820-1908)",1820-10-18,1908-11-08,Cologne,Roermond,architect
https://data.rkd.nl/artists/325855,"Fuchs, Ruth<|>Schaumann, Ruth<|>Schaumann, Ruth Anne Marie",1899-08-24,1975-03-13,Hamburg,Munich,sculptor<|>designer<|>poet<|>silhouette artist<|>painter<|>draftsperson
https://data.rkd.nl/artists/73032,"Slegt, Jacob<|>Slegt, Jakop",1934-09-05,1990-12-14,Weesp,Weesp,painter<|>draftsperson<|>interior designer
https://data.rkd.nl/artists/37897,"Aguilar, Francisco de Herrera y<|>De Herrera, Francisco<|>Herrera y Aguilar, Francisco<|>Herrera, Francisco (I)<|>Herrera, Francisco (el Viejo)<|>Herrera, Francisco de",,,Sevilla,Madrid,engraver (printmaker)<|>architect<|>painter
https://data.rkd.nl/artists/21177,"De Winter, Jan<|>Duncan<|>Winter, Jan de",1936-07-16,2020-08-13,Mechelen,Vlaams-Brabant,designer<|>scenographer<|>cartoonist<|>painter
https://data.rkd.nl/artists/65622,"Rafaël<|>Raffael<|>Raffaello<|>Raffaello Santi da Urbino<|>Raffaello Sanzio<|>Raphael<|>Santi, Raffaello<|>Santi, Raphael<|>Sanzio, Raffaello",,1520-04-07,Urbino,Rome,sculptor<|>designer<|>architect<|>painter<|>fresco painter<|>court painter<|>draftsperson
https://data.rkd.nl/artists/62744,"Perrachon, André<|>Perrachon, André-Benoît",,1909-01-08,Lyon,Lyon,designer<|>draftsperson<|>textile artist<|>painter
https://data.rkd.nl/artists/460995,"Roth, F.J.R.<|>Roth, Franz Joseph<|>Rothe, Franz Joseph",1690-01-29,1758-03-07,Vienna,Gelchsheim,stuccoist<|>architect<|>sculptor
https://data.rkd.nl/artists/257528,"Savignac, Raymond",1907-11-06,2002-10-28,Paris,Trouville-sur-Mer,designer
https://data.rkd.nl/artists/429724,"Chute, John",1701-12-30,1776-05-27,The Vyne,The Vyne,draftsperson<|>architect
https://data.rkd.nl/artists/31964,"Carpi, Girolamo da<|>Girolama da Ferrara<|>Girolamo da Carpi<|>Livizzani, Girolamo de'<|>Sellari, Giralamo da",1501-11-08,,Ferrara,Ferrara,sculptor<|>designer<|>architect<|>painter<|>set painter<|>fresco painter<|>draftsperson
https://data.rkd.nl/artists/6170,"Bell, John",1811-08-19,1895-03-14,Norfolk,Kensington,sculptor<|>painter<|>ceramicist<|>etcher<|>illustrator<|>graphic artist<|>decorative artist<|>furniture designer<|>author
https://data.rkd.nl/artists/72017,"Serov, Valentin Aleksandrovich<|>Serov, Valentin Alexandrovitch<|>Serov, Valentin Alexandrovitsj<|>Serow, Valentin Alexandrovich<|>Sjerov, Valentin Aleksandrovic<|>Ssjeroff, Valentin Alexandrowitsch",,1911-11-22,Sint-Petersburg,Moscow,academy lecturer<|>designer<|>scenographer<|>watercolorist<|>painter<|>set painter<|>illustrator<|>graphic artist<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/49417,"Lentouloff, Aristarque<|>Lentuloff, Aristarch<|>Lentuloff, Aristarch Wassiljewitsch<|>Lentulov, Aristarkh Vasilevich",1882-01-16,1943-04-15,Nizhniy Lomov,Moscow,academy lecturer<|>designer<|>monumental artist<|>scenographer<|>watercolorist<|>painter<|>decorative painter of interiors<|>graphic artist<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/425389,"Toft, Albert",1862-06-03,1949-12-18,Birmingham,Worthing,modeler<|>sculptor<|>designer<|>medalist<|>draftsperson
https://data.rkd.nl/artists/352900,"Brouwer, Bert (1844-1891)<|>Brouwer, Lambertus Augustus",1844-02-02,1891-05-03,Amsterdam,Nijmegen,engineer<|>architect
https://data.rkd.nl/artists/74882,"Antonio Falconeto<|>Falconeto, Antonio<|>Falconeto, Gian Maria<|>Falconeto, Stefano<|>Gian Maria Falconeto<|>Master Stefano of France<|>Stefano Falconeto<|>Stefano da Francia<|>Stefano da Gebeto<|>Stefano da Verona<|>Stefano da Zevio<|>Stefano di Francia<|>Stefano di Giovanni da Verona<|>Stefano di Giovanni da Verona da Zevio<|>Stefano di Giovanni da Zevio",,,Padua,Verona,designer<|>sculptor<|>painter
https://data.rkd.nl/artists/316726,"Fischer, József",1901-04-12,1995-02-23,Budapest,Budapest,architect<|>urban designer
https://data.rkd.nl/artists/289688,"Alberti, Matteo<|>Alberti, Matteo Giovanni",1647-11-18,1735-12-24,Venice,Venice,engineer<|>architect
https://data.rkd.nl/artists/328856,"Aublet, Félix",1903-02-25,1978-11-08,Tunis,Menton,commercial artist<|>architect<|>furniture designer<|>painter
https://data.rkd.nl/artists/66236,"Re-Mi<|>Re-Mi, Nikolaj<|>Remisoff, Nicolay<|>Remizov, Nikolai Vladimirovich<|>Remizov, Nikolaj Vladimirovic<|>Vasil'ev, Nikolaj Vladimirovic",,1975-08-04,Sint-Petersburg,Palm Springs,manufacturer of gouaches<|>designer<|>scenographer<|>watercolorist<|>painter<|>illustrator<|>graphic artist<|>draftsperson<|>author
https://data.rkd.nl/artists/64427,"Post, Pieter<|>Post, Pieter Jansz.",,,Haarlem,The Hague,print artist<|>architect<|>painter<|>decorative painter of interiors<|>court architect<|>court painter<|>draftsperson
https://data.rkd.nl/artists/2617,"Artaud, Francois",1767-11-08,1838-11-08,Lyon,Orange,art historian<|>architect<|>painter<|>draftsperson<|>interior decorator<|>archaeologist<|>decorative painter of interiors
https://data.rkd.nl/artists/15034,"Campi, Bernardino",1522-11-08,,Cremona,Reggio nell'Emilia,designer<|>fresco painter<|>painter
https://data.rkd.nl/artists/12910,"Bromberg, Paul",1893-07-12,1949-05-11,Amsterdam,Amsterdam,interior decorator<|>furniture designer<|>publicist<|>interior designer
https://data.rkd.nl/artists/64165,"Pomis, Giovanni Pietro Telesphoro de<|>Pomis, Pietro de",1569-11-08,1633-03-06,Lodi,Graz,medalist<|>architect<|>painter
https://data.rkd.nl/artists/18418,"Cornell, Joseph",1903-12-24,1972-12-29,Nyack,Flushing,sculptor<|>designer<|>cinematographer<|>painter<|>textile artist<|>assemblage artist<|>collagist<|>author
