s,name,birthdate,deathdate,birthPlace,deathPlace,occupation
https://collectiedata.hetnieuweinstituut.nl/id/people/12090,Schwitters  Kurt Herman Edward Karl Julius<|>Schwitters  Kurt Herman Edward Karl Julius,1887-06-20,1948-01-08,Hanover,Kendal,architect<|>draughtsman<|>photographer<|>graphic designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12131,Snozzi  Luigi<|>Snozzi  Luigi,1932-07-29,2020-12-29,Mendrisio,Minusio,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12176,Stirling  James Frazer<|>Stirling  James Frazer,1926-04-22,1992-06-25,Glasgow,London,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/121990,Brusse  Willem Lucas<|>Brusse  Willem Lucas,1879-05-22,1937-04-23,Amsterdam,Voorburg,publicist
https://collectiedata.hetnieuweinstituut.nl/id/people/121991,Brusse  Johan Christiaan<|>Brusse  Johan Christiaan,1868-07-05,1949-05-27,Amsterdam,Rotterdam,publicist
https://collectiedata.hetnieuweinstituut.nl/id/people/12263,Versteeg  Gerrit  sr  <|>Versteeg  Gerrit  sr  ,1872-08-02,1938-11-08,Vlaardingen,Arnhem,architect<|>editor
https://collectiedata.hetnieuweinstituut.nl/id/people/12282,Visser  Carel Nicolaas<|>Visser  Carel Nicolaas,1928-05-03,2015-03-01,Papendrecht,Le Fousseret,artist
https://collectiedata.hetnieuweinstituut.nl/id/people/12350,Wright  Frank Lloyd<|>Wright  Frank Lloyd,1867-06-08,1959-04-09,Richland Center,Phoenix,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12384,Broekhuizen  Hendrik Barend van<|>Broekhuizen  Hendrik Barend van,1889-07-30,1948-02-25,Spanbroek,Hengelo (Overijssel),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12387,Broese van Groenou  Adolf<|>Broese van Groenou  Adolf,1880-01-04,1961-05-19,Djokjakarta,Wassenaar,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12388,Bromberg  Paul<|>Bromberg  Paul,1893-07-12,1949-05-11,Amsterdam,Amsterdam,architect<|>interior designer<|>furniture designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12400,Buijs  Jan Willem Eduard<|>Buijs  Jan Willem Eduard,1889-08-26,1961-10-19,Surakarta,The Hague,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12407,Bijhouwer  Jan Tijs Pieter<|>Bijhouwer  Jan Tijs Pieter,1898-11-11,1974-08-22,Amsterdam,Amsterdam,architect<|>garden and landscape architect<|>publicist<|>furniture designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12414,Citroen  Cosman<|>Lemon  Cosman,1881-08-26,1935-05-15,Amsterdam,Surabaya,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12427,Cuypers  Eduard Gerardus Henricus Hubertus<|>Cuypers  Eduard Gerardus Henricus Hubertus,1859-04-18,1927-06-01,Roermond,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12428,Cuypers  Josephus Theodorus Joannes<|>Cuypers  Josephus Theodorus Joannes,1861-06-10,1949-01-20,Roermond,Meerssen,architect<|>furniture designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12429,Cuypers  Pierre Jean Joseph Michel<|>Cuypers  Pierre Jean Joseph Michel,1891-07-11,1982-04-03,Hilversum,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12430,Cuypers  Petrus Josephus Hubertus<|>Cuypers  Petrus Josephus Hubertus,1827-05-16,1921-03-03,Roermond,Roermond,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12447,Dillen  Joannes Henricus Franciscus van<|>Dillen  Joannes Henricus Franciscus van,1930-08-04,1966-12-15,Den Bosch,Utrecht (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12462,Drewes  Lucas<|>Drewes  Lucas,1870-08-28,1969-05-09,Warfhuizen,Hattem,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12463,Dudok  Willem Marinus<|>Dudok  Willem Marinus,1884-07-06,1974-04-06,Amsterdam,Hilversum,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12466,Duintjer  Marius Frans<|>Duintjer  Marius Frans,1908-12-22,1983-05-02,Veendam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12470,Eberson  Lucas Hermanus<|>Eberson  Lucas Hermanus,1822-03-23,1889-11-30,Arnhem,Arnhem,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12473,Eesteren  Cornelis van<|>Eesteren  Cornelis van,1897-07-04,1988-02-21,Alblasserdam,Amsterdam,architect<|>urban
https://collectiedata.hetnieuweinstituut.nl/id/people/12474,Eibink  Adolph<|>Eibink  Adolph,1893-12-28,1975-11-08,Amsterdam,Bergen (North Holland),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12478,Elffers  Cornelis<|>Elffers  Cornelis,1898-09-18,1987-12-21,Rotterdam,Epe,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12481,Elling  Petrus Johannes<|>Elling  Petrus Johannes,1897-01-30,1962-11-20,Utrecht (city),Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12486,Elzas  Abraham<|>Alsace  Abraham,1907-09-14,1995-09-05,Alkmaar,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12489,Endt  Pieter Hendrik<|>Endt  Pieter Hendrik,1889-10-07,1963-08-28,Zaandam,Oosterbeek,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12492,Epen  Johannes Christiaan van<|>Epen  Johannes Christiaan van,1880-03-14,1960-12-28,Amsterdam,Hilversum,artists<|>architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12494,Erve  Wouter Sybrand van de<|>Erve  Wouter Sybrand van de,1914-01-03,1994-03-15,The Hague,Rijswijk (South Holland),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12496,Eschauzier  Frits  jr <|>Eschauzier  Frits  jr ,1920-07-17,1996-01-06,Wageningen,Bilthoven,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12497,Eschauzier  Frits Adolf  Sr  <|>Eschauzier  Frits Adolf  sr  ,1889-06-09,1957-08-07,The Hague,'s-Graveland,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12501,Evers  Hendrik Jorden<|>Evers  Hendrik Jorden,1855-11-24,1929-11-01,Ellecom,Wassenaar,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12502,Evers  Adriaan<|>Evers  Adriaan,1914-04-18,1997-03-16,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12504,Eyck  Aldo Ernest van<|>Eyck  Aldo Ernest van,1918-03-16,1999-01-13,Driebergen,Loenen aan de Vecht,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12511,Fokker  Johan Pieter<|>Fokker  Johan Pieter,1889-05-27,1963-12-29,Jakarta,Wassenaar,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12519,Posthumus Meyjes  Christiaan Bernard  sr  <|>Posthumus Meyjes  Christiaan Bernard  sr  ,1858-06-11,1922-10-27,Eemnes Outdoors,House on Heath,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12520,Posthumus Meyjes  Christiaan Bernard  jr  <|>Posthumus Meyjes  Christiaan Bernard  Jr  ,1893-05-09,1975-11-11,Amsterdam,Aerdenhout,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12521,Postma  Jan Diederik  Sr  <|>Postma  Jan Diederik  sr  ,1890-01-04,1962-03-03,Leeuwarden,Deventer,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12522,Pot Keegstra  Jacoba Froukje<|>Pot Keegstra  Jacoba Froukje,1908-06-29,1997-05-16,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/125245,Kraaijvanger  Everhardus Hubertus Antonius<|>Kraaijvanger  Everhardus Hubertus Antonius,1899-07-14,1978-02-09,Rotterdam,Rotterdam,architect<|>politician
https://collectiedata.hetnieuweinstituut.nl/id/people/12530,Ranitz  Jan de<|>Ranitz  Jan de,1909-01-21,1993-12-04,Breda,Rotterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12533,Ravesteyn  Sybold van<|>Ravesteyn  Sybold van,1889-02-18,1983-11-23,Rotterdam,Laren,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12543,Rhijn  Petrus Hendrik van<|>Rhijn  Petrus Hendrik van,1922-08-17,1989-01-12,Venlo,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12546,Rietveld  Gerrit Thomas<|>Rietveld  Gerrit Thomas,1888-06-24,1964-06-25,Utrecht (city),Utrecht (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12549,Wiersma  Jelle Elize<|>Wiersma  Jelle Elize,1898-06-16,1980-06-05,Zoelen,Almen,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12552,Wijmer  Nicolaas Frederik<|>Wijmer  Nicholas Frederick,1902-06-04,1964-06-27,Vorden,Vorden,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12557,Wils  Jan<|>Wils  Jan,1891-02-22,1972-02-11,Alkmaar,Voorburg,architect<|>consultant
https://collectiedata.hetnieuweinstituut.nl/id/people/12561,Woerden  Simon van<|>Woerden  Simon van,1902-06-20,1993-08-20,Arnhem,Soest,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12562,Woerkom  Dick van<|>Woerkom  Dick van,1924-04-24,1987-09-18,Rangoon,Amsterdam,architect<|>furniture designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12603,Bout  Jouke van den<|>Bolt  Jouke van den,1943-05-30,2014-11-12,Lemsterland,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12610,Berkovich  Elmar<|>Berkovich  Elmar,1897-07-24,1968-11-08,Budapest,Eindhoven,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12615,Kok  IJsbrand<|>Cook  IJsbrand,1911-04-01,1980-04-22,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/126768,Rood van Rijswijk  A P  van<|>Rood van Rijswijk  A P  van,1904-11-15,1960-07-30,The Hague,Wassenaar,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12685,Dekker  Pieter Carel<|>Dekker  Pieter Carel,1930-02-27,2011-11-29,Wormerveer,Veere,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12717,Hansen  Jacob Gerard<|>Hansen  Jacob Gerard,1899-06-09,1960-12-25,Groningen (city),Groningen (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12721,Hardeveld  Johannes Martinus van<|>Hardeveld  Johannes Martinus van,1891-02-02,1953-03-11,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12723,Harte  Maarten van  1868 1954 <|>Harte  Maarten van  1868 1954 ,1868-08-18,1954-05-19,Deventer,Deventer,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12728,Heeswijk  Hendrik van<|>Heeswijk  Hendrik  van,1872-09-25,1945-12-11,The Hague,The Hague,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12739,Roggeveen  Jan Hendrik<|>Roggeveen  Jan Hendrik,1888-07-16,1955-12-21,Schagen,Bergen (North Holland),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12742,Röntgen  Frants Edvard<|>Röntgen  Frants Edvard,1904-04-28,1980-11-08,Amsterdam,Zoeterwoude,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12747,Springer  Willem Jans<|>Springer  Willem Jans,1778-05-31,1857-10-21,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/127478,Straaten  J A  van<|>Straaten  J A  van,1862-01-28,1920-10-19,Utrecht (city),Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12750,Weeldenburg  Petrus Augustinus<|>Weeldenburg  Petrus Augustinus,1849-02-17,1912-02-14,Rotterdam,Rotterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12752,Riesener  Johannes Arie<|>Riesener  Johannes Arie,1923-07-04,2001-07-24,Groningen (city),Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12754,Bonnema  Abe<|>Bonnema  Abe,1926-09-06,2001-08-09,Stiens,Groningen (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12756,Postma  Aebele Gerke<|>Postma  Aebele Gerke,1917-05-27,2001-08-11,Amsterdam,Rotterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12760,Sluijmer  Johannes Hermanus  sr  <|>Sluijmer  Johannes Hermanus  sr  ,1894-09-11,1979-04-06,Enschede,Enschede,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/127876,Rood  I E   Ezn  <|>Rood  I E   Ezn  ,1878-08-08,1965-07-21,The Hague,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12814,Linge  Arent E   van<|>Linge  Arent E  van,1926-03-01,2012-08-18,Groningen (city),Groningen (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12822,Klomp  Albertus Hendrik<|>Clog  Albertus Hendrik,1905-05-05,1973-08-19,Zwolle,Borne,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12841,Tétar van Elven  Martinus Gerardus<|>Tétar van Elven  Martinus Gerardus,1803-01-20,1882-05-30,Amsterdam,Oirschot,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/128479,Rood  A H  van<|>Rood  A H  van,1885-05-22,1947-09-20,Hilversum,Wassenaar,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12865,Wolff Schoemaker  Charles Prosper<|>Wolff Schoemaker  Charles Prosper,1882-07-25,1949-05-22,Banyu Biru,Bandung,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12868,Wormser  Jacobus Philippus<|>Wormser  Jacobus Philippus,1878-04-17,1935-09-03,Amsterdam,Amersfoort,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12937,Mengelberg  Friedrich Wilhelm<|>Mengelberg  Friedrich Wilhelm,1837-10-18,1919-02-18,Cologne,Utrecht (city),architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12941,Kammer Kret  Jannetje<|>Kammer Kret  Jannetje,1906-01-29,1984-01-03,Rotterdam,Berkenwoude,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12952,Lammers Koeleman  Cato Christine<|>Lammers Koeleman  Cato Christine,1911-12-09,2000-06-24,Karlsbad,Wageningen,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12953,Lammers  Hendrik<|>Lammers  Hendrik,1909-06-21,1990-04-24,Amsterdam,Arnhem,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12961,Friedhoff  Gijsbert<|>Friedhoff  Gijsbert,1892-07-21,1970-09-20,Rotterdam,Haarlem,architect<|>furniture designer<|>designer
https://collectiedata.hetnieuweinstituut.nl/id/people/12963,Froger  Willem Anthonie<|>Froger  Willem Anthonie,1812-05-24,1883-01-17,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12969,Gendt  Adolf Daniël Nicolaas van  ALzn  <|>Gendt  Adolf Daniël Nicolaas van  ALzn  ,1870-08-17,1932-03-25,Amsterdam,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12970,Gendt  Adolf Leonard van  JGzn  <|>Gendt  Adolf Leonard van  JGzn  ,1835-04-18,1901-04-28,Alkmaar,Amsterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12985,Grubben  Jacobus Lambertus<|>Grubben  Jacobus Lambertus,1884-12-21,1964-01-09,Blerick,Blerick,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12990,Haan  Herman Petrus Coenraad<|>Haan  Herman Petrus Coenraad,1914-05-22,1996-05-01,Amsterdam,Vlaardingen,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12995,Hamdorff  Wouter Christiaan<|>Hamdorff  Wouter Christiaan,1890-09-12,1965-09-28,Laren,Laren,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/12999,Hamers  Philippus Jacob<|>Hammers  Philippus Jacob,1882-07-02,1966-01-01,Amsterdam,Bussum,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13006,Jansen  Herman Gerard<|>Jansen  Herman Gerard,1859-05-14,1934-05-28,Rotterdam,Amersfoort,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13008,Jantzen  Ferdinand Bernardus  FGzn  <|>Jantzen  Ferdinand Bernardus  FGzn  ,1895-06-29,1987-08-25,Amsterdam,Ede,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13010,Jesse  Hendrik Johannes<|>Jesse  Hendrik Johannes,1860-07-10,1943-02-11,Zaltbommel,Leiden,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13013,Jonge  Johannes de<|>Jonge  Johannes de,1887-04-27,1965-10-12,Kapelle,Rotterdam,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13020,Kalf  Jan  monumentenzorg <|>Kalf  Jan  historic preservation  ,1873-05-10,1954-03-06,Amsterdam,The Hague,architect
https://collectiedata.hetnieuweinstituut.nl/id/people/13026,Karsten  Herman Thomas<|>Karsten  Herman Thomas,1884-04-22,1945-04-21,Amsterdam,Java,architect
