s,name,birthdate,deathdate,birthplace,deathplace,occupation
https://data.rkd.nl/artists/409133,"Makking, Jacques<|>Makkink, J.W.J.<|>Makkink, Jacobus Wilhelmus Julien",1854-03-06,1935-03-08,Utrecht,Amsterdam,photographer
https://data.rkd.nl/artists/402483,"Schmidt, Bruno",1858-11-08,1919-11-08,Rudolstadt,Berlin,photographer
https://data.rkd.nl/artists/381502,"Boerschmann, Ernst<|>Boerschmann, Ernst Johann Robert",1873-02-18,1949-04-30,Priekulė,Bad Pyrmont,teacher<|>photographer<|>architect
https://data.rkd.nl/artists/463401,"Hartogh, D. den<|>Hartogh, Daniel den",1821-03-03,1894-06-16,Rotterdam,The Hague,photographer
https://data.rkd.nl/artists/366268,"Zucca, André",1897-11-08,1973-11-08,Paris,Paris,photographer
https://data.rkd.nl/artists/300334,"Kotzsch, August<|>Kotzsch, Carl Friedrich August",1836-09-20,1910-10-23,Loschwitz,Loschwitz,painter<|>photographer<|>draftsperson
https://data.rkd.nl/artists/396619,"Trost, Tassilo",1936-11-08,1991-11-08,Berlin,Munich,photographer
https://data.rkd.nl/artists/402487,"Schwere, Carl Louis",1851-11-08,1935-11-08,Hamburg,Hamburg,photographer
https://data.rkd.nl/artists/232484,"Stassen, Franz",1869-02-12,1949-11-08,Hanau,Berlin,watercolorist<|>painter<|>graphic artist<|>illustrator<|>designer
https://data.rkd.nl/artists/464454,"Lems, Dirk Pieter",1882-07-28,1970-12-28,Zutphen,Arnhem,photographer
https://data.rkd.nl/artists/304267,"Dckers, Auguste<|>Duckers, François Joseph Auguste<|>Dukers, Auguste<|>Dukers, François Joseph Auguste",1792-12-15,1831-12-29,Luik,Luik,architectural draftsperson<|>architect
https://data.rkd.nl/artists/476733,"Jacobsen, Frederik<|>Jacobsen, Frits",1933-02-28,2015-02-27,Netherlands,Vancouver,watercolorist<|>pen draftsperson<|>calligrapher<|>illustrator<|>designer
https://data.rkd.nl/artists/132265,"Hoffmann, Hubert",1904-03-23,1999-09-25,Berlin,Graz,architect
https://data.rkd.nl/artists/403551,"Jacot-Guillarmod, Jules (1868-1925)",1868-11-08,1925-11-08,La Chaux-de-Fonds,Yemen,photographer
https://data.rkd.nl/artists/465172,"Ravestein, Rijk",1893-01-14,1971-11-14,Vreeswijk,Utrecht,photographer
https://data.rkd.nl/artists/379040,"Errell<|>Errell, Richard Levy<|>Levy, Richard",1899-02-07,1981-11-08,Krefeld,Locarno,photographer
https://data.rkd.nl/artists/64152,"Polunin, Vladimir Jakovlevich<|>Polunin, Wladimir",1880-11-08,1957-03-11,Moscow,Great Britain,watercolorist<|>painter<|>scenographer<|>decorative painter of interiors<|>graphic artist<|>designer<|>set painter
https://data.rkd.nl/artists/65607,"Ramson, Pierre<|>Ranson, Pierre<|>Rançon, Pierre",1736-11-08,1786-09-26,Paris,Paris,designer<|>draftsperson
https://data.rkd.nl/artists/86442,"Zimmermann, Mac<|>Zimmermann, Max (1912-1995)",1912-08-22,1995-06-11,Szczecin,Munich,painter<|>graphic artist<|>illustrator<|>designer
https://data.rkd.nl/artists/46611,"Ackermann, Suzanne Henriët<|>Kruger, Suze (1927-)<|>Kruger, Suze Henriët<|>Kruger-Ackermann, Suzanne Henriët<|>Kruger-Henriët, Suze<|>Krüger, Suze",1927-12-03,2008-11-08,Amsterdam,Sweden,collagist<|>photographer<|>textile artist
https://data.rkd.nl/artists/305250,"Gumpp, Johann Martin (I)",1643-11-07,1729-07-03,Innsbruck,Innsbruck,architect
https://data.rkd.nl/artists/106056,"Jackson, William Henry",1843-11-08,1942-06-30,Keesville,New York City,photographer
https://data.rkd.nl/artists/34729,"Gütersloh, Albert Paris<|>Gütersloh, Albert Paris von<|>Gütersloh, Paris von<|>Kiehtreiber, Albert Conrad<|>Matthäus, Albert",1887-02-05,1973-05-16,Vienna,Baden,painter<|>scenographer<|>actor<|>tapestry artist<|>journalist<|>poet<|>teacher<|>illustrator<|>designer<|>draftsperson<|>author
https://data.rkd.nl/artists/462213,"Cornelissen, Marie Louis",1843-08-06,1902-09-30,Amsterdam,Amsterdam,photographer
https://data.rkd.nl/artists/87153,"Klokke, Frans<|>Klokke, Frans Hendrik",1911-11-04,1994-07-15,Nijmegen,Heelsum,architect
https://data.rkd.nl/artists/361127,"Kolb, Aleksandr Christorovich<|>Kolb, Alexander Christophorowitsch<|>Kolb, Alexander-Wilhelm",1809-05-07,,Liepaja,Sint-Petersburg,watercolorist<|>painter<|>architect
https://data.rkd.nl/artists/21074,"De Vinck, Antoine<|>De Vinck, Antoon<|>Vinck, Antoine de",1924-04-16,1992-05-13,Kortenaken,Auxerre,industrial designer<|>sculptor<|>ceramicist
https://data.rkd.nl/artists/465619,"Sondervan, Jan Karel",1845-12-23,1914-07-16,Amsterdam,Amsterdam,merchant<|>photographer
https://data.rkd.nl/artists/386131,"Delboy, Anton<|>Delboy, Antonius Johannes",1838-04-01,1904-05-31,The Hague,The Hague,supplier to a royal household<|>photographer
https://data.rkd.nl/artists/464336,"Kroon, Jacobus Johannes de",1892-04-08,1982-03-02,Gorinchem,Gorinchem,photographer
https://data.rkd.nl/artists/5593,"Beeftink, Andries",1908-06-01,1985-12-22,Arnhem,Renkum,secondary school art teacher<|>watercolorist<|>painter<|>academy lecturer<|>illustrator<|>designer<|>draftsperson
https://data.rkd.nl/artists/220295,"Gindra, Hubert Joseph<|>Gindra, Jozef",1862-07-16,1938-05-03,Jemeppe-sur-Meuse,Bladel,watercolorist<|>painter<|>photographer
https://data.rkd.nl/artists/448186,"Blaauw, Dirk",1866-03-03,1928-10-03,De Rijp,Amsterdam,photographer
https://data.rkd.nl/artists/270877,"Edgerton, Harold Eugene",1903-04-06,1990-01-04,Fremont,Cambridge,photographer
https://data.rkd.nl/artists/408954,"Lenhart, Otakar",1905-11-08,1992-11-08,Olomouc,Olomouc,photographer
https://data.rkd.nl/artists/465153,"Pronk, Remment",1874-01-21,1952-02-05,Hoogwoud,Alkmaar,photographer
https://data.rkd.nl/artists/390014,"Binsbergen, Arnold Friedrich<|>Binsbergen, Nol",1908-01-12,1945-09-25,Zaandam,Zaandam,decorative painter<|>cinematographer<|>photographer<|>publicist
https://data.rkd.nl/artists/25734,"Ehrmann, François Emile",1833-09-05,1910-03-08,Strasbourg,Paris,painter<|>designer
https://data.rkd.nl/artists/38961,"Hoffmeister, Jean Henry<|>Hoffmeister, Johan Hendrik",1823-05-06,1904-01-05,Luxembourg,Uitgeest,watercolorist<|>painter<|>lithographer<|>reproductions lithographer<|>draftsperson<|>copyist<|>photographer
https://data.rkd.nl/artists/55051,"Meissonier, Juste Aurèle<|>Meissonier, Justin Aurèle<|>Meissonnier, Juste Aurèle",,1750-07-31,Turin,Paris,sculptor<|>painter<|>jeweler (craftsperson)<|>architect<|>designer
https://data.rkd.nl/artists/213486,"Bauer, Carl Ferdinand<|>Bauer, Carl Franz",1879-07-15,1954-08-16,Vienna,Vienna,watercolorist<|>painter<|>illustrator<|>designer<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/414537,"Loewenstam, Heinrich Joachim<|>Loewenstam, Herman<|>Löwenstam, Heinrich<|>Löwenstam, Heinrich Joachim",1815-09-25,1887-07-17,Lissa,London,reproductions etcher<|>painter<|>photographer<|>etcher
https://data.rkd.nl/artists/73779,"Sohl, Will",1906-06-17,1969-11-08,Ludwigshafen am Rhein,Heidelberg,watercolorist<|>painter<|>lithographer<|>designer
https://data.rkd.nl/artists/465846,"Velleman, Rudolf",1899-07-26,1943-02-28,Den Bosch,Auschwitz,photographer
https://data.rkd.nl/artists/16004,"Cauvet, Gilles Paul",1731-04-17,1788-11-15,Aix-en-Provence,Paris,sculptor<|>designer<|>architect
https://data.rkd.nl/artists/254389,"Denninghoff, Martin Matschinsky<|>Matschinsky, Martin",1921-07-04,2020-01-24,Grötzingen,Berlin,sculptor<|>painter<|>photographer
https://data.rkd.nl/artists/378655,"Kallmus, Dora<|>Kallmus, Dora Philippine<|>Madame d'Ora<|>Ora, Madame d'<|>d'Ora, Madame",1881-03-20,1963-10-28,Vienna,Frohnleiten,photographer
https://data.rkd.nl/artists/43314,"Kalmakoff, Nicola(s)<|>Kalmakov, Nicolaj Konstantinovich",,1955-02-01,Nervi,Chelles,watercolorist<|>painter<|>scenographer<|>graphic artist<|>designer<|>pastelist<|>manufacturer of gouaches
https://data.rkd.nl/artists/462791,"Elsinga, Tetje Aaltje Gerarda<|>Schainck-Elsinga, Tetje Aaltje Gerarda<|>Voet-Elsinga, Tetje Aaltje Gerarda",1888-09-06,1948-10-21,Goes,Amsterdam,photographer
https://data.rkd.nl/artists/1735,"Andreasi, Ippoliti (genaamd l'Andreasino)<|>Andreasi, Ippolito<|>Andreasino, Ippolito<|>Andreazio, Ippolito<|>Andreazzi, Ippolito",1548-11-08,1608-06-05,Mantua,Mantua,draftsperson<|>painter<|>fresco painter<|>architect
https://data.rkd.nl/artists/328317,"Séeberger, Jules",1872-11-08,1946-11-08,Bavaria,Paris,photographer
https://data.rkd.nl/artists/306693,"Loukomski, Georgi Greskentiévitch<|>Loukomski, Georgi Kreskentevich<|>Lukoms'kyj, Heorhij Kreskentijovyc<|>Lukomski, Georgi Kreskentevich<|>Lukomskij, Georgij Kreskent'evic<|>Lukomskij, Georgij Kreskentjewitsch<|>Lukomsky, Georgiy Kreskentevich<|>Roch, Jurij<|>Rokh, Yury",1884-03-14,1954-03-25,Kaluga,Nice,watercolorist<|>painter<|>set painter<|>wall painter<|>architect<|>art theorist<|>graphic artist<|>draftsperson<|>pastelist<|>curator<|>art critic
https://data.rkd.nl/artists/464571,"Lumer, Dirk",1841-01-17,1902-04-09,Workum,Workum,merchant<|>photographer
https://data.rkd.nl/artists/465947,"Waegeningh, Carolus van<|>Waegeningh, Joseph Charles Hubert van",1868-10-28,1922-02-07,Roermond,Nijmegen,photographer
https://data.rkd.nl/artists/374410,"Ephraïm, J.<|>Ephraïm, J. (Jr.)<|>Ephraïm, Johannes (Jr.)",1838-06-26,1921-11-13,The Hague,Soest,supplier to a royal household<|>photographer
https://data.rkd.nl/artists/344503,"Fainsilberg, Alexandre<|>Fajnzilberg, Saul Arnoldovich<|>Fasini, Alexandre<|>Fazini, Aleksandr<|>Fazini, Sandro",1892-11-08,1942-07-22,Kyiv,Auschwitz,painter<|>poet<|>photographer<|>draftsperson<|>manufacturer of gouaches<|>author<|>art collector
https://data.rkd.nl/artists/465652,"Steen, Johannes Jacobus Antonius van der",1893-06-12,1981-05-26,Leiden,Noordwijk,photographer
https://data.rkd.nl/artists/78002,"Lautrec<|>Toulouse-Lautrec, Henri Marie Raymond<|>Toulouse-Lautrec, Henri Marie Raymond de<|>Toulouse-Lautrec, Henri de<|>Toulouse-Lautrec-Monfa, Henri Marie Raymond de<|>Treclau",,1901-09-09,Albi,Château Malromé,painter<|>lithographer<|>ceramicist<|>graphic artist<|>designer<|>draftsperson
https://data.rkd.nl/artists/465350,"Rijkom, Ernst Justens van",1874-01-17,1897-06-01,Leiden,Amsterdam,photographer
https://data.rkd.nl/artists/27252,"Falda, Giovanni Battista",1648-11-08,1678-11-08,Valduggia,Rome,draftsperson<|>engraver (printmaker)<|>architect
https://data.rkd.nl/artists/321028,"Pfeiffer, Mauritius<|>Pfeiffer, Max Adolf",,1957-01-14,Munich,Tutzing,architectural sculptor<|>sculptor<|>ceramicist
https://data.rkd.nl/artists/369755,"Goude, Helena Aleida<|>Goude, Helene",1868-12-09,1951-07-23,Amsterdam,Doorn,painter<|>photographer
https://data.rkd.nl/artists/389190,"Martín, Ricardo<|>Photo-Carte",1885-11-08,1955-11-08,San Sebastian,San Sebastian,photographer
https://data.rkd.nl/artists/38824,"Hoeppe, Bernhard<|>Hoeppe, Bernhardt<|>Höppe, Bh.<|>Höppe, Ferdinand Bernhard<|>Höppe, Ferdinand Bernhardt",1841-02-20,1922-12-22,Kleve,Amsterdam,watercolorist<|>painter<|>print artist<|>photographer<|>art teacher
https://data.rkd.nl/artists/483664,"Venturoli, Angelo",1749-01-08,1821-03-07,Medicina,Bologna,architect
https://data.rkd.nl/artists/447950,"Aué, Franciscus Antonius<|>Ave, Franciscus Antonius",1878-08-29,1955-07-10,Amsterdam,Amsterdam,photographer
https://data.rkd.nl/artists/74949,"Steinberg, Saul",1914-06-15,1999-05-12,Ramnicul-Sarat,New York City,painter<|>wall painter<|>assemblage artist<|>graphic artist<|>draftsperson<|>cartoonist<|>photographer
https://data.rkd.nl/artists/331138,"Antonelli, Alessandro",1798-07-14,1888-10-18,Ghemme,Turin,draftsperson<|>urban designer<|>architect
https://data.rkd.nl/artists/388108,"Chauffourier, Gustavo<|>Chauffourier, Gustavo Eugenio",1845-11-08,1919-11-08,Paris,Rome,photographer
https://data.rkd.nl/artists/417869,"Koe, Hendricus Jacobus de",1865-06-10,1938-01-02,Leeuwarden,Dokkum,photographer
https://data.rkd.nl/artists/287469,"Hamilton, David",1933-04-15,2016-11-08,London,Paris,photographer
https://data.rkd.nl/artists/445455,"Neubauer, Marlene<|>Neubauer-Woerner, Marlene<|>Woerner, Marlene",1918-08-25,2010-01-01,Landshut,Munich,architectural sculptor<|>sculptor<|>ceramic designer<|>ceramicist
https://data.rkd.nl/artists/464261,"Komorowski, Wilhelm Eduard",1856-03-12,1911-01-10,Kaliningrad,Hilversum,photographer
https://data.rkd.nl/artists/43243,"Kahler, Eugen von",1882-01-06,1911-12-13,Prague,Prague,painter<|>designer
https://data.rkd.nl/artists/15760,"Caspers, Evert",1897-02-11,1976-12-12,Leeuwarden,Zwolle,secondary school art teacher<|>painter<|>graphic artist<|>designer<|>draftsperson<|>manufacturer of gouaches
https://data.rkd.nl/artists/367510,"Gazan, Isaak<|>Gazan, Izak Levi",1824-12-10,1881-07-06,Sommelsdijk,Rotterdam,dentist<|>lithographer<|>photographer<|>draftsperson
https://data.rkd.nl/artists/387357,"Jachna, Joe<|>Jachna, Joseph D.<|>Jachna, Joseph David",1935-09-12,2016-03-14,Chicago,Chicago,photographer
https://data.rkd.nl/artists/422528,"Zocher, Johan David (sr.)<|>Zocher, Johann David (sr.)",1763-07-17,1817-05-15,Torgau,Soest,draftsperson<|>architectural draftsperson<|>garden designer<|>architect
https://data.rkd.nl/artists/426322,"Berthault, Louis-Martin",1770-09-30,1823-08-16,Paris,Tours,print artist<|>garden designer<|>architect
https://data.rkd.nl/artists/465800,"Tourniaire, Ernst Jean Joseph Bachigaloupi",1821-01-04,1864-04-18,Grenoble,Dordrecht,photographer
https://data.rkd.nl/artists/316709,"Strada, Jacopo<|>Strada, Jacopo de<|>Strada, Jakob<|>Strada, Jakob de<|>Strata, Jacopo<|>Strote, Jacopo",1515-11-08,1588-11-08,Mantua,Vienna,collector<|>art scholar<|>antiquary<|>painter<|>patron<|>architect<|>courtier<|>draftsperson<|>publisher<|>goldsmith
https://data.rkd.nl/artists/411551,"Nieuwland, Cornelis",1882-08-11,1967-02-26,Rotterdam,Apeldoorn,photographer
https://data.rkd.nl/artists/356175,"Reutlinger, Jean<|>Reutlinger, Jean-Léo",1891-03-19,1914-08-22,Paris,Longwy,photographer
https://data.rkd.nl/artists/417411,"Harting, F.<|>Harting, Frederik",1835-02-07,1902-02-07,Delft,Gouda,photographer
https://data.rkd.nl/artists/465756,"Temme, Johannes",1861-03-01,1926-01-23,Veendam,Veendam,watchmaker<|>photographer
https://data.rkd.nl/artists/379306,"Delano, Jack<|>Ovcharov, Jack",1914-08-01,1997-08-08,Kyiv,Puerto Rico,photographer
https://data.rkd.nl/artists/462799,"Ender, Walter Arthur",1880-12-23,1953-01-01,Heilbronn,Alkmaar,photographer
https://data.rkd.nl/artists/461946,"Busch, Frederik Willem",1832-10-18,1892-06-23,Tilburg,Utrecht,shopkeeper<|>photographer<|>art dealer (person)
https://data.rkd.nl/artists/76909,"Tetar van Elven, Martin Gerard<|>Tetar van Elven, Martinus Gerardus",1803-01-20,1882-05-18,Amsterdam,Oirschot,director of academy<|>architectural draftsperson<|>architect
https://data.rkd.nl/artists/6438,"Bendixen, Benny Axel<|>Bendixen, Bernhard Axel",1810-05-10,1877-05-24,Copenhagen,Hamburg,painter<|>lithographer<|>photographer
https://data.rkd.nl/artists/375844,"Catherineau, Roger",1925-11-08,1962-11-08,Tours,Paris,photographer
https://data.rkd.nl/artists/34490,"Guerra, Giovanni",,1618-08-29,Modena,Rome,fresco painter<|>architect
https://data.rkd.nl/artists/447941,"Arpeau, Pieter Joseph",1836-05-24,1895-01-24,Doetinchem,Bloemendaal,photographer
https://data.rkd.nl/artists/85070,"Wisselingh, Johannes Pieter van",1812-05-22,1899-06-18,Amersfoort,Utrecht,watercolorist<|>painter<|>etcher<|>draftsperson<|>photographer
https://data.rkd.nl/artists/88766,"Kriens, Otto<|>Kriens, Otto Gustav Adolf",1873-11-20,1930-06-29,The Hague,Voorburg,painter<|>etcher<|>wall painter<|>decorative artist<|>designer<|>draftsperson<|>set painter
https://data.rkd.nl/artists/380719,"Levenstein, Leon<|>Levinstein, Leon",,1988-11-08,Buckhannon,New York City,photographer
https://data.rkd.nl/artists/418435,"Feer (Pzn.), Lambertus van der<|>Feer, L. van der",,1920-09-13,Sneek,Amersfoort,photographer
https://data.rkd.nl/artists/90071,"Schalkwijk, Willem Lambertus van",1844-04-01,1928-07-07,The Hague,The Hague,designer
https://data.rkd.nl/artists/90772,"Kraaijvanger, E.H.A.<|>Kraaijvanger, Evert<|>Kraayvanger, E.H.A.",1899-11-08,1978-11-08,Amsterdam,Amsterdam,architect
https://data.rkd.nl/artists/463425,"Heide, David van der",1872-04-26,1923-06-11,Harlingen,Amsterdam,photographer
https://data.rkd.nl/artists/417799,"Dietz, Petrus Johannes<|>Dietz, Pierre J.",1879-02-10,1959-02-26,The Hague,The Hague,photographer
https://data.rkd.nl/artists/14458,"Agostino da Milano<|>Bambaia<|>Busti, Agostino<|>Busti, Agostino de'<|>Busto, Agostino<|>Fanfoia, Agostino<|>Il Bambaia<|>Il Bambaja",1483-11-08,1548-06-11,Busto Arsizio,Milan,sculptor<|>designer<|>architect
https://data.rkd.nl/artists/383476,"Avnon, Naftali<|>Rubinstein, Naftali<|>Rubinstein, Tolek",1910-11-08,1977-11-08,Pinsk,Tel Aviv,photographer
https://data.rkd.nl/artists/94699,"Piebenga, Hajo",1942-12-15,2014-04-16,IJmuiden,Rotterdam,photographer
https://data.rkd.nl/artists/436777,"Vasari, Giorgio (III)<|>Vasari, Giorgio (il Giovane)",1562-11-06,1625-11-17,Arezzo,Florence,mathematician<|>architect<|>urban designer<|>art theorist<|>author
https://data.rkd.nl/artists/16396,"Chapuy, Nicolas-Marie-Joseph",1790-11-08,1858-07-24,Paris,Paris,draftsperson<|>lithographer<|>illustrator<|>architect
https://data.rkd.nl/artists/463093,"Frelier, Zeger Cornelis",1871-06-11,1946-05-26,Middelburg,Middelburg,photographer
