s,name,birthdate,deathdate,birthPlace,deathPlace,occupation
http://www.wikidata.org/entity/Q376104,Adrianus Bleijs,1842-03-29,1912-01-12,Adrianus Bleijs,Kerkdriel,architect
http://www.wikidata.org/entity/Q458861,Jan Thorn Prikker,1868-06-05,1932-03-05,Jan Thorn Prikker,Cologne,designer
http://www.wikidata.org/entity/Q470588,Jacobus Oud,1890-02-09,1963-04-05,Jacobus Oud,Wassenaar,designer<|>architect
http://www.wikidata.org/entity/Q480473,Willem Sandberg,1897-10-24,1984-04-09,Willem Sandberg,Amsterdam,designer
http://www.wikidata.org/entity/Q510467,Andries Copier,1901-01-11,1991-12-19,Andries Copier,Wassenaar,designer<|>photographer
http://www.wikidata.org/entity/Q519135,Jaap Bakema,1914-03-03<|>1914-03-08,1981-02-20,Jaap Bakema,Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q524197,Th.A.C. Colenbrander,1841-10-31,1930-05-28,Th.A.C. Colenbrander,Laag-Keppel,designer<|>architect
http://www.wikidata.org/entity/Q529366,Piet Zwart,1885-05-28,1977-09-24,Piet Zwart,Wassenaar,designer<|>architect<|>photographer
http://www.wikidata.org/entity/Q530883,Emmy Andriesse,1914-01-14,1953-02-20,Emmy Andriesse,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q536951,Jacob van Campen,1596-02-02,1657-09-13,Jacob van Campen,Amersfoort,designer<|>architect
http://www.wikidata.org/entity/Q538350,Maarten van Heemskerck,1498-01-01,1574-10-11,Maarten van Heemskerck,Haarlem,designer
http://www.wikidata.org/entity/Q555389,Wim Crouwel,1928-11-21,2019-09-01<|>2019-09-19,Wim Crouwel,Amsterdam,designer
http://www.wikidata.org/entity/Q559440,Hendrik Nicolaas Werkman,1882-04-29,1945-04-10,Hendrik Nicolaas Werkman,Bakkeveen,designer<|>photographer
http://www.wikidata.org/entity/Q560756,Willem Marinus Dudok,1884-07-06,1974-04-06,Willem Marinus Dudok,Hilversum,designer<|>architect
http://www.wikidata.org/entity/Q585177,Dick Elffers,1910-12-09,1990-06-17,Dick Elffers,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1397864,Piet Blom,1934-02-08,1999-06-08,Piet Blom,Denmark,designer<|>architect
http://www.wikidata.org/entity/Q1569594,Wim Rietveld,1924-01-01,1985-01-01,Wim Rietveld,Badhoevedorp,designer
http://www.wikidata.org/entity/Q1583336,Hans van der Laan,1904-12-29,1991-08-19,Hans van der Laan,Vaals,designer<|>architect
http://www.wikidata.org/entity/Q1610333,Herman Rosse,1887-01-01,1965-04-13,Herman Rosse,Nyack,designer<|>architect
http://www.wikidata.org/entity/Q1682227,Jan Sluijters,1881-12-17,1957-05-08,Jan Sluijters,Amsterdam,designer
http://www.wikidata.org/entity/Q1697966,Johannes Ludovicus Mattheus Lauweriks,1864-08-25,1932-04-15,Johannes Ludovicus Mattheus Lauweriks,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2112601,Willem Vaarzon Morel,1868-08-09,1955-01-25,Willem Vaarzon Morel,Koudekerke,designer
http://www.wikidata.org/entity/Q2116566,Carel Adolph Lion Cachet,1864-11-28,1945-05-15,Carel Adolph Lion Cachet,Vreeland,designer<|>architect
http://www.wikidata.org/entity/Q2584370,Geurt Brinkgreve,1917-12-09,2005-03-23,Geurt Brinkgreve,Amsterdam,designer
http://www.wikidata.org/entity/Q2586201,Bas Bosman,1904-02-11,1992-05-15,Bas Bosman,Piershil,designer
http://www.wikidata.org/entity/Q2586528,Gerard Unger,1942-01-22,2018-11-23,Gerard Unger,Bussum,designer
http://www.wikidata.org/entity/Q2634884,Theo van Hoytema,1863-12-18,1917-08-28<|>1917-12-28,Theo van Hoytema,The Hague,designer
http://www.wikidata.org/entity/Q2637384,Eduard Cuypers,1859-04-18,1927-06-01,Eduard Cuypers,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q2641964,Hendrick Bloemaert,1601-01-01<|>1602-01-01,1672-01-01<|>1672-12-30,Hendrick Bloemaert,Utrecht,designer
http://www.wikidata.org/entity/Q2781930,Leon Senf,1860-03-11,1940-09-03,Leon Senf,Alkmaar,designer
http://www.wikidata.org/entity/Q1470,M. C. Escher,1898-06-17,1972-03-27,M. C. Escher,Laren,designer<|>photographer
http://www.wikidata.org/entity/Q59620,Paulus Moreelse,1571-01-01,1638-03-06,Paulus Moreelse,Utrecht,architect
http://www.wikidata.org/entity/Q237268,Paul Cox,1940-04-16,2016-06-18,Paul Cox,Melbourne,photographer
http://www.wikidata.org/entity/Q238616,Joris Ivens,1898-11-18,1989-06-28,Joris Ivens,Paris,photographer
http://www.wikidata.org/entity/Q249119,Wilhelm Victor Alfred Tepe,1840-11-24,1920-11-23,Wilhelm Victor Alfred Tepe,Düsseldorf,architect
http://www.wikidata.org/entity/Q442228,Henri Pieck,1895-04-19,1972-01-12,Henri Pieck,The Hague,architect<|>photographer
http://www.wikidata.org/entity/Q442484,Cornelis van Haarlem,1562-01-01,1638-11-11,Cornelis van Haarlem,Haarlem,architect
http://www.wikidata.org/entity/Q444571,Aldo van Eyck,1918-03-16,1999-01-14,Aldo van Eyck,Loenen aan de Vecht<|>Amsterdam,architect
http://www.wikidata.org/entity/Q559443,Johan Sems,1572-01-01,1635-01-01,Johan Sems,Groningen,architect
http://www.wikidata.org/entity/Q560719,Joseph Cuypers,1861-06-10,1949-01-20,Joseph Cuypers,Meerssen,architect
http://www.wikidata.org/entity/Q560731,Menno van Coehoorn,1641-01-01,1704-03-17,Menno van Coehoorn,The Hague,architect
http://www.wikidata.org/entity/Q560746,Constantijn Huygens,1596-09-04,1687-03-28,Constantijn Huygens,The Hague,architect
http://www.wikidata.org/entity/Q704729,Nico de Wolf,1887-10-27,1967-07-18,Nico de Wolf,Doesburg,architect
http://www.wikidata.org/entity/Q770179,Nel Klaassen,1906-10-21,1989-09-30,Nel Klaassen,Heemstede,designer
http://www.wikidata.org/entity/Q785355,Otto van Veen,1556-01-01,1629-05-06,Otto van Veen,City of Brussels,designer
http://www.wikidata.org/entity/Q959097,Hendrik Willem van Loon,1882-01-14,1944-03-11,Hendrik Willem van Loon,Old Greenwich,designer
http://www.wikidata.org/entity/Q962993,Johannes Brinkman,1902-03-22,1949-05-06,Johannes Brinkman,Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q964731,Leo Lionni,1910-05-05,1999-10-11,Leo Lionni,Radda in Chianti,designer
http://www.wikidata.org/entity/Q1131710,Cor Alons,1892-06-11,1967-04-24,Cor Alons,The Hague,designer
http://www.wikidata.org/entity/Q1776659,Ted Scapa,1931-01-17,2023-12-06,Ted Scapa,Bern,designer
http://www.wikidata.org/entity/Q1812135,Leendert van der Vlugt,1894-04-13,1936-04-25<|>1936-04-26,Leendert van der Vlugt,Noordwijk<|>Rotterdam,designer<|>architect
http://www.wikidata.org/entity/Q1812275,Ootje Oxenaar,1929-10-07,2017-06-13,Ootje Oxenaar,Manomet,designer
http://www.wikidata.org/entity/Q1813557,Charles Wiener,1832-03-25,1888-08-15,Charles Wiener,Brussels metropolitan area<|>City of Brussels,designer
http://www.wikidata.org/entity/Q1818939,Leonard Anthony Springer,1855-01-24,1940-09-28,Leonard Anthony Springer,Haarlem,designer
http://www.wikidata.org/entity/Q1822768,Willem Hendrik van Norden,1883-07-13,1978-09-26,Willem Hendrik van Norden,Laren,designer
http://www.wikidata.org/entity/Q1828686,René Smeets,1905-09-14,1976-07-11,René Smeets,Eindhoven,designer
http://www.wikidata.org/entity/Q1920364,Willem Heesen,1925-02-26,2007-05-12,Willem Heesen,Leerdam,designer
http://www.wikidata.org/entity/Q1925023,Hendrik Wijdeveld,1885-10-04,1987-02-20,Hendrik Wijdeveld,Nijmegen,designer<|>architect
http://www.wikidata.org/entity/Q1960788,Marian Gobius,1910-03-02<|>1910-03-24,1994-12-11,Marian Gobius,Voorburg,designer
http://www.wikidata.org/entity/Q1961074,Adolf le Comte,1850-08-30,1921-01-03,Adolf le Comte,The Hague,designer
http://www.wikidata.org/entity/Q1970102,Anthon Beeke,1940-03-11,2018-09-25,Anthon Beeke,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1971976,Henricus Jansen,1867-01-02,1921-02-05,Henricus Jansen,Rotterdam,designer
http://www.wikidata.org/entity/Q1980746,Karel Sluijterman,1863-01-22,1931-06-08,Karel Sluijterman,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q1981235,Eeltsje Holtrop van der Zee,1824-01-01,1901-01-12,Eeltsje Holtrop van der Zee,,designer
http://www.wikidata.org/entity/Q2024284,Franciscus Hermanus Bach,1865-05-28,1956-01-22,Franciscus Hermanus Bach,Groningen,designer
http://www.wikidata.org/entity/Q2029568,Leendert Bolle,1879-04-11,1942-12-13,Leendert Bolle,Rheden,designer
http://www.wikidata.org/entity/Q2073966,Louis Raemaekers,1869-04-06,1956-07-26,Louis Raemaekers,Scheveningen,designer
http://www.wikidata.org/entity/Q2075001,Peter Beekman,1911-06-11,1959-12-07,Peter Beekman,Utrecht,designer
http://www.wikidata.org/entity/Q2094359,Herman Walenkamp,1871-12-12<|>1887-01-01,1933-09-24,Herman Walenkamp,Zandvoort,designer<|>architect
http://www.wikidata.org/entity/Q2104043,Harry N. Sierman,1927-05-17,2007-05-22,Harry N. Sierman,Amsterdam,designer
http://www.wikidata.org/entity/Q2104344,L.O. Wenckebach,1895-06-16,1962-11-03,L.O. Wenckebach,Noordwijkerhout,designer
http://www.wikidata.org/entity/Q2591911,Gerard Baksteen,1887-02-12<|>1887-12-02,1976-02-25,Gerard Baksteen,Turnhout,designer
http://www.wikidata.org/entity/Q2606821,Daniël Knuttel,1857-03-12,1926-11-19,Daniël Knuttel,The Hague,designer<|>architect
http://www.wikidata.org/entity/Q2608596,Jacob Jan van Goor,1874-09-19,1956-12-13,Jacob Jan van Goor,Zeist,designer
http://www.wikidata.org/entity/Q2654756,Gregorius de Wit,1892-06-09,1978-11-29,Gregorius de Wit,Oberems,designer
http://www.wikidata.org/entity/Q2673745,Johan Coenraad Altorf,1876-01-06,1955-12-11,Johan Coenraad Altorf,The Hague,designer
http://www.wikidata.org/entity/Q2674165,Hank Hans,1919-03-09,2015-11-30,Hank Hans,,designer
http://www.wikidata.org/entity/Q2681376,Frederik Hendrik Kaemmerer,1839-10-23,1902-04-04,Frederik Hendrik Kaemmerer,6th arrondissement of Paris,designer
http://www.wikidata.org/entity/Q2681913,Piet Worm,1909-09-17,1996-05-07,Piet Worm,Alkmaar,designer
http://www.wikidata.org/entity/Q2685198,Peter Vos,1935-09-15,2010-11-06,Peter Vos,Utrecht,designer
http://www.wikidata.org/entity/Q2710856,Chris Lebeau,1878-05-26,1945-04-02,Chris Lebeau,Dachau concentration camp,designer
http://www.wikidata.org/entity/Q2717011,César Domela,1900-01-15,1992-12-30,César Domela,Paris,designer<|>photographer
http://www.wikidata.org/entity/Q249985,Jan van Munster,1939-07-03,2024-05-28,Jan van Munster,,photographer
http://www.wikidata.org/entity/Q255347,Alexine Tinne,1835-10-17,1869-08-01,Alexine Tinne,Libya<|>Fezzan,photographer
http://www.wikidata.org/entity/Q304915,Peter Danckerts de Rij,1605-01-01,1661-08-09,Peter Danckerts de Rij,Rūdininkai Forest<|>Amsterdam,architect
http://www.wikidata.org/entity/Q474308,Leendert Viervant the Younger,1752-03-05,1801-07-04,Leendert Viervant the Younger,Amsterdam,architect
http://www.wikidata.org/entity/Q481253,Jean-Pierre Cluysenaar,1811-03-28,1880-02-16,Jean-Pierre Cluysenaar,Saint-Gilles - Sint-Gillis,architect
http://www.wikidata.org/entity/Q509669,Sandy van Ginkel,1920-02-10,2009-07-05<|>2009-07-06,Sandy van Ginkel,Toronto,architect
http://www.wikidata.org/entity/Q525861,Hendrick de Keyser,1565-05-25,1621-05-15,Hendrick de Keyser,Amsterdam,architect
http://www.wikidata.org/entity/Q577598,Pieter Post,1608-04-01,1669-05-01,Pieter Post,The Hague,architect
http://www.wikidata.org/entity/Q632846,Nicolaes Eliaszoon Pickenoy,1588-01-10,1654-01-01,Nicolaes Eliaszoon Pickenoy,Amsterdam,designer
http://www.wikidata.org/entity/Q636727,Wybrand de Geest,1592-08-16,1661-01-01,Wybrand de Geest,Leeuwarden,designer
http://www.wikidata.org/entity/Q655535,Daniël Mijtens,1590-01-01,1640-01-01,Daniël Mijtens,The Hague,designer
http://www.wikidata.org/entity/Q663613,Jacob Toorenvliet,1640-01-01,1719-01-03,Jacob Toorenvliet,Oegstgeest,designer
http://www.wikidata.org/entity/Q716278,Henrik Ruse,1624-04-09,1679-01-01<|>1679-02-22,Henrik Ruse,Winsum,architect
http://www.wikidata.org/entity/Q719666,Karel Dujardin,1622-01-01<|>1626-01-01,1678-11-20,Karel Dujardin,Venice,designer
http://www.wikidata.org/entity/Q721656,Egbert van Heemskerck,1634-01-01,1704-01-01,Egbert van Heemskerck,London,designer
http://www.wikidata.org/entity/Q722999,Erhard Reuwich,1445-01-01,1505-01-01,Erhard Reuwich,Mainz,architect
http://www.wikidata.org/entity/Q883402,Leonard Ornstein,1880-11-12,1941-05-20,Leonard Ornstein,Utrecht,designer
http://www.wikidata.org/entity/Q920277,Michel de Klerk,1884-11-24,1923-11-24,Michel de Klerk,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q920786,Piet Kramer,1881-07-01,1961-02-04,Piet Kramer,Velsen,designer<|>architect
http://www.wikidata.org/entity/Q944332,Hans Vredeman de Vries,1527-01-01,1607-01-01<|>1609-01-01,Hans Vredeman de Vries,Hamburg,designer<|>architect
http://www.wikidata.org/entity/Q984253,Isaac van Swanenburg,1537-08-19,1614-03-10,Isaac van Swanenburg,Leiden,designer
http://www.wikidata.org/entity/Q1046293,Cas Oorthuys,1908-11-01,1975-07-22,Cas Oorthuys,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q1877650,Leen Muller,1879-09-25,1969-04-20,Leen Muller,Oldenzaal,designer
http://www.wikidata.org/entity/Q1882016,Willem Wiegmans,1892-10-24<|>1892-10-28,1942-07-13,Willem Wiegmans,Utrecht,designer
http://www.wikidata.org/entity/Q1882933,Jakoba Mulder,1900-03-02,1988-11-05,Jakoba Mulder,Breda,designer<|>architect
http://www.wikidata.org/entity/Q1886534,Pieter den Besten,1894-02-15,1972-08-16,Pieter den Besten,Rotterdam,designer
http://www.wikidata.org/entity/Q1890202,Jan Boon,1882-12-02,1975-04-07,Jan Boon,The Hague,designer
http://www.wikidata.org/entity/Q1894090,Pieter Brattinga,1931-01-31,2004-07-08,Pieter Brattinga,Kootwijk,designer<|>photographer
http://www.wikidata.org/entity/Q2105882,Lambertus Zwiers,1871-12-20,1953-12-24,Lambertus Zwiers,Voorburg,designer<|>architect
http://www.wikidata.org/entity/Q2128370,Dorus Hermsen,1871-05-14,1931-04-27,Dorus Hermsen,The Hague,designer
http://www.wikidata.org/entity/Q2128966,Lambertus Franciscus Edema van der Tuuk,1872-04-30,1942-08-24,Lambertus Franciscus Edema van der Tuuk,Rotterdam,designer
http://www.wikidata.org/entity/Q2149829,Aldo van den Nieuwelaar,1944-11-23,2010-09-23<|>2010-10-23,Aldo van den Nieuwelaar,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2155027,Pieter Willem van Baarsel,1877-01-01<|>1879-08-21,1949-08-16,Pieter Willem van Baarsel,Amsterdam,designer
http://www.wikidata.org/entity/Q2181460,Jan Kriege,1884-05-15,1944-08-03,Jan Kriege,Woerden,designer
http://www.wikidata.org/entity/Q2205077,Wim Chabot,1907-05-13,1977-06-24,Wim Chabot,Rotterdam,designer
http://www.wikidata.org/entity/Q2210466,Theodoor Victor van Berckel,1739-04-21,1808-09-19,Theodoor Victor van Berckel,'s-Hertogenbosch,designer
http://www.wikidata.org/entity/Q2230684,Sem Hartz,1912-01-28,1995-10-25,Sem Hartz,Haarlem,designer
http://www.wikidata.org/entity/Q2406820,Tjipke Visser,1876-12-12,1955-01-22,Tjipke Visser,Bergen,designer
http://www.wikidata.org/entity/Q2409489,Margriet Heymans,1932-10-29,2023-07-27,Margriet Heymans,'s-Hertogenbosch,designer
http://www.wikidata.org/entity/Q2416856,Frans Dingemans,1905-05-08,1961-01-24,Frans Dingemans,Maastricht,designer<|>architect
http://www.wikidata.org/entity/Q2422409,Arno Nicolaï,1914-11-05,2001-11-14,Arno Nicolaï,Emmen,designer<|>architect
http://www.wikidata.org/entity/Q2437951,Louis Christiaan Kalff,1897-11-14,1976-09-16,Louis Christiaan Kalff,Eindhoven,designer<|>architect
http://www.wikidata.org/entity/Q2439974,Gijsbert Friedhoff,1892-07-21,1970-09-20,Gijsbert Friedhoff,Haarlem,designer<|>architect
http://www.wikidata.org/entity/Q2726659,Cornelis Pronk,1691-12-10,1759-09-01,Cornelis Pronk,Amsterdam,designer
http://www.wikidata.org/entity/Q2740854,Jan de Greef,1784-07-02,1834-12-02,Jan de Greef,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2748838,Bert Nienhuis,1873-11-14,1960-05-26,Bert Nienhuis,Amsterdam,designer
http://www.wikidata.org/entity/Q2755972,Wim Brusse,1910-10-30,1978-02-20,Wim Brusse,Amsterdam,designer<|>photographer
http://www.wikidata.org/entity/Q2773015,Sijtje Aafjes,1893-08-22,1972-04-16,Sijtje Aafjes,Rotterdam,designer
http://www.wikidata.org/entity/Q2778143,Johannes Lutma,1584-01-01,1669-01-01<|>1669-01-29,Johannes Lutma,Amsterdam,designer
http://www.wikidata.org/entity/Q2850859,Max Verboeket,1922-07-08,2015-01-23,Max Verboeket,Maastricht,designer
http://www.wikidata.org/entity/Q110272,Johannes Franziskus Klomp,1865-02-07,1946-02-14,Johannes Franziskus Klomp,Kamp-Bornhofen,architect
http://www.wikidata.org/entity/Q279341,Ad van der Steur,1893-09-27,1953-12-13,Ad van der Steur,Rotterdam,architect
http://www.wikidata.org/entity/Q282708,Jan van Scorel,1495-08-10,1562-12-16,Jan van Scorel,Utrecht,architect
http://www.wikidata.org/entity/Q289441,George Hendrik Breitner,1857-09-12,1923-06-05,George Hendrik Breitner,Amsterdam,photographer
http://www.wikidata.org/entity/Q303350,Frans de Waal,1948-10-29,2024-03-14,Frans de Waal,Atlanta,photographer
http://www.wikidata.org/entity/Q540431,Pierre Cuypers,1827-05-16,1921-03-03,Pierre Cuypers,Roermond,architect
http://www.wikidata.org/entity/Q541736,Salomon de Bray,1597-01-01,1664-05-11,Salomon de Bray,Haarlem,architect
http://www.wikidata.org/entity/Q579591,Jan Willem Sluiter,1873-05-24,1949-05-22,Jan Willem Sluiter,The Hague,photographer
http://www.wikidata.org/entity/Q604267,Carel Visser,1928-05-03,2015-03-01,Carel Visser,Le Fousseret,photographer
http://www.wikidata.org/entity/Q605352,Bob Noorda,1927-07-15,2010-01-11,Bob Noorda,Milan,architect
http://www.wikidata.org/entity/Q642072,Alphons Boosten,1893-01-20,1951-01-02,Alphons Boosten,Utrecht<|>Maastricht,architect
http://www.wikidata.org/entity/Q697681,Constant Nieuwenhuys,1920-07-21,2005-08-01,Constant Nieuwenhuys,Utrecht,photographer
http://www.wikidata.org/entity/Q788800,Jan Bouman,1706-08-28,1776-09-06,Jan Bouman,Berlin,architect
http://www.wikidata.org/entity/Q822308,Bernard Bijvoet,1889-12-14,1979-12-27,Bernard Bijvoet,Haarlem,architect
http://www.wikidata.org/entity/Q822979,Jacob Otten Husly,1738-11-16,1796-01-11,Jacob Otten Husly,,architect
http://www.wikidata.org/entity/Q828977,Paul Schuitema,1897-02-27,1973-10-25,Paul Schuitema,Wassenaar,designer<|>photographer
http://www.wikidata.org/entity/Q932263,Thomas de Keyser,1596-01-01,1667-06-07,Thomas de Keyser,Amsterdam,architect
http://www.wikidata.org/entity/Q940647,Cornelis van Eesteren,1897-07-04,1988-02-21,Cornelis van Eesteren,Amsterdam,architect
http://www.wikidata.org/entity/Q942302,Johannes Hinderikus Egenberger,1822-01-01<|>1822-04-22<|>1822-04-28,1897-05-14,Johannes Hinderikus Egenberger,Utrecht,photographer
http://www.wikidata.org/entity/Q1122322,Pieter Engels,1938-12-03,2019-03-29,Pieter Engels,,photographer
http://www.wikidata.org/entity/Q1133586,Cornelis Ketel,1548-03-28,1616-08-08,Cornelis Ketel,Amsterdam,architect
http://www.wikidata.org/entity/Q1133594,Cornelis Ryckwaert,1700-01-01,1693-11-09,Cornelis Ryckwaert,,architect
http://www.wikidata.org/entity/Q1156476,Daan van Golden,1936-02-04,2017-01-10,Daan van Golden,Schiedam,photographer
http://www.wikidata.org/entity/Q1227949,Dirk Lievens,1612-01-01,1650-01-01,Dirk Lievens,Dutch East Indies,designer
http://www.wikidata.org/entity/Q1865834,Charles Eyck,1897-03-24,1983-08-02,Charles Eyck,Nuth<|>Schimmert,designer<|>architect
http://www.wikidata.org/entity/Q1874471,Cor van Kralingen,1908-11-19<|>1908-11-29,1977-07-03,Cor van Kralingen,,designer
http://www.wikidata.org/entity/Q2275652,Sander Stols,1900-01-28,1973-04-13,Sander Stols,Tarragona,designer
http://www.wikidata.org/entity/Q2281325,Anthonie Blocklandt van Montfoort,1533-04-01,1583-10-18,Anthonie Blocklandt van Montfoort,Utrecht,designer
http://www.wikidata.org/entity/Q2284063,Jan Bertus Heukelom,1875-02-16,1965-07-09,Jan Bertus Heukelom,Voorburg,designer
http://www.wikidata.org/entity/Q2289191,Ko Verzuu,1901-03-01,1971-06-20,Ko Verzuu,Bilthoven,designer
http://www.wikidata.org/entity/Q2303926,Jan des Bouvrie,1942-08-03,2020-10-04,Jan des Bouvrie,Naarden,designer
http://www.wikidata.org/entity/Q2312612,Floris Meydam,1919-12-29,2011-09-25,Floris Meydam,Leerdam,designer
http://www.wikidata.org/entity/Q2313717,Han Rehm,1908-04-24,1970-07-07,Han Rehm,Rotterdam,designer
http://www.wikidata.org/entity/Q2314272,Anthonie Begeer,1856-12-05,1910-05-07,Anthonie Begeer,,designer
http://www.wikidata.org/entity/Q2343542,Gerrit Jan Rutgers,1877-11-16,1962-02-24,Gerrit Jan Rutgers,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2371736,Ralph Prins,1926-05-03,2015-01-23,Ralph Prins,The Hague,designer<|>photographer
http://www.wikidata.org/entity/Q2393381,Heinz Mauser,1868-01-01,1940-01-01,Heinz Mauser,Delft,designer
http://www.wikidata.org/entity/Q2443132,Benno Wissing,1923-05-26,2008-01-07,Benno Wissing,Bristol,designer
http://www.wikidata.org/entity/Q2460130,Willem Jacob Rozendaal,1899-12-14,1971-04-19,Willem Jacob Rozendaal,Wassenaar,designer
http://www.wikidata.org/entity/Q2464594,Willem Penaat,1875-08-25,1957-05-05,Willem Penaat,Amsterdam,designer<|>architect
http://www.wikidata.org/entity/Q2475632,Tjomme de Vries,1908-01-01,1975-01-12,Tjomme de Vries,Utrecht,designer
http://www.wikidata.org/entity/Q2480514,Cees Dekker,1900-01-23,1990-04-13,Cees Dekker,,designer
http://www.wikidata.org/entity/Q2497786,Henny Cahn,1908-06-06,1999-01-01,Henny Cahn,,designer<|>photographer
http://www.wikidata.org/entity/Q2530447,Elie Smalhout,1889-09-23,1939-09-08,Elie Smalhout,Amsterdam,designer
http://www.wikidata.org/entity/Q2856062,Johannes Anthonius Moesman,1859-12-25,1937-01-09,Johannes Anthonius Moesman,Utrecht,designer<|>photographer
http://www.wikidata.org/entity/Q2870056,Benno Premsela,1920-05-04,1997-03-27,Benno Premsela,Amsterdam,designer
http://www.wikidata.org/entity/Q3068336,Aart Stolk,1900-01-24,1969-04-30,Aart Stolk,Gouda,designer
http://www.wikidata.org/entity/Q3151402,Frits Eschauzier,1889-06-09,1957-08-12,Frits Eschauzier,'s-Graveland,designer<|>architect
http://www.wikidata.org/entity/Q3161764,Jan Pynas,1583-01-01,1631-12-27,Jan Pynas,Amsterdam,designer
http://www.wikidata.org/entity/Q3324470,Nicolaas Wijnberg,1918-11-22,2006-06-11,Nicolaas Wijnberg,Laren,designer
http://www.wikidata.org/entity/Q3385271,Pierre Gole,1620-01-01,1684-11-27<|>1685-01-10,Pierre Gole,Paris,designer
http://www.wikidata.org/entity/Q4757361,Jacob Jongert,1883-06-22,1942-11-09,Jacob Jongert,Reeuwijk-Dorp,designer
http://www.wikidata.org/entity/Q4766256,Jacobus Roman,1640-01-01,1716-01-01,Jacobus Roman,,designer<|>architect
http://www.wikidata.org/entity/Q6500971,Louis Bogtman,1900-02-08,1969-11-11,Louis Bogtman,Frederiksberg,designer
http://www.wikidata.org/entity/Q432944,Louk Hulsman,1923-03-08,2009-01-28,Louk Hulsman,Dordrecht,photographer
http://www.wikidata.org/entity/Q437771,Willem Frederik Hermans,1921-09-01,1995-04-27,Willem Frederik Hermans,Utrecht,photographer
http://www.wikidata.org/entity/Q474411,Petrus Kiers,1807-01-01,1875-01-01,Petrus Kiers,Amsterdam,photographer
http://www.wikidata.org/entity/Q561650,J. Slauerhoff,1898-09-15,1936-10-05,J. Slauerhoff,Hilversum,photographer
http://www.wikidata.org/entity/Q613336,Bartholomeus van Bassen,1590-01-01,1652-11-28,Bartholomeus van Bassen,The Hague,architect
http://www.wikidata.org/entity/Q618309,Lon Pennock,1945-05-22,2020-03-09,Lon Pennock,The Hague,photographer
